Human	ChrHuman	Macaque	ChrMacaque
ENSG00000106617	7	ENSMMUG00000010943	3
ENSG00000106624	7	ENSMMUG00000002422	3
ENSG00000106628	7	ENSMMUG00000002423	3
ENSG00000106631	7	ENSMMUG00000002426	3
ENSG00000106633	7	ENSMMUG00000002427	3
ENSG00000106635	7	ENSMMUG00000023063	3
ENSG00000106638	7	ENSMMUG00000009093	3
ENSG00000106648	7	ENSMMUG00000017721	3
ENSG00000106665	7	ENSMMUG00000039648	3
ENSG00000106682	7	ENSMMUG00000006205	3
ENSG00000106683	7	ENSMMUG00000003128	3
ENSG00000106686	9	ENSMMUG00000000136	15
ENSG00000106688	9	ENSMMUG00000000135	15
ENSG00000106689	9	ENSMMUG00000003671	15
ENSG00000106701	9	ENSMMUG00000002665	15
ENSG00000106723	9	ENSMMUG00000016295	15
ENSG00000106733	9	ENSMMUG00000010400	15
ENSG00000106771	9	ENSMMUG00000000695	15
ENSG00000106772	9	ENSMMUG00000001043	15
ENSG00000106780	9	ENSMMUG00000015885	15
ENSG00000106785	9	ENSMMUG00000001773	15
ENSG00000106789	9	ENSMMUG00000002853	15
ENSG00000106799	9	ENSMMUG00000001304	15
ENSG00000106803	9	ENSMMUG00000010661	15
ENSG00000106804	9	ENSMMUG00000020124	15
ENSG00000106809	9	ENSMMUG00000004634	15
ENSG00000106819	9	ENSMMUG00000004638	15
ENSG00000106829	9	ENSMMUG00000023365	15
ENSG00000106852	9	ENSMMUG00000011453	15
ENSG00000106868	9	ENSMMUG00000021097	15
ENSG00000106927	9	ENSMMUG00000008559	15
ENSG00000106948	9	ENSMMUG00000008018	15
ENSG00000106952	9	ENSMMUG00000041301	15
ENSG00000106976	9	ENSMMUG00000013717	15
ENSG00000106991	9	ENSMMUG00000002248	15
ENSG00000106992	9	ENSMMUG00000047346	15
ENSG00000106993	9	ENSMMUG00000000141	15
ENSG00000107014	9	ENSMMUG00000047971	15
ENSG00000107020	9	ENSMMUG00000006197	15
ENSG00000107021	9	ENSMMUG00000019179	15
ENSG00000107036	9	ENSMMUG00000009020	15
ENSG00000107099	9	ENSMMUG00000016976	15
ENSG00000107104	9	ENSMMUG00000019862	15
ENSG00000107105	9	ENSMMUG00000010038	15
ENSG00000107130	9	ENSMMUG00000049177	15
ENSG00000107140	9	ENSMMUG00000016316	15
ENSG00000107147	9	ENSMMUG00000021496	15
ENSG00000107164	9	ENSMMUG00000008249	15
ENSG00000107165	9	ENSMMUG00000013288	15
ENSG00000107175	9	ENSMMUG00000016328	15
ENSG00000107186	9	ENSMMUG00000019388	15
ENSG00000107187	9	ENSMMUG00000004882	15
ENSG00000107201	9	ENSMMUG00000012442	15
ENSG00000107223	9	ENSMMUG00000005051	15
ENSG00000107242	9	ENSMMUG00000012472	15
ENSG00000107262	9	ENSMMUG00000020148	15
ENSG00000107263	9	ENSMMUG00000006479	15
ENSG00000107281	9	ENSMMUG00000017860	15
ENSG00000107282	9	ENSMMUG00000011401	15
ENSG00000107290	9	ENSMMUG00000018468	15
ENSG00000107295	9	ENSMMUG00000011704	15
ENSG00000107317	9	ENSMMUG00000021429	15
ENSG00000107331	9	ENSMMUG00000021434	15
ENSG00000107338	9	ENSMMUG00000008670	15
ENSG00000107341	9	ENSMMUG00000044886	15
ENSG00000107362	9	ENSMMUG00000018880	15
ENSG00000107371	9	ENSMMUG00000008665	15
ENSG00000107372	9	ENSMMUG00000044793	15
ENSG00000107404	1	ENSMMUG00000007109	1
ENSG00000107438	10	ENSMMUG00000000454	9
ENSG00000107443	10	ENSMMUG00000016689	9
ENSG00000107447	10	ENSMMUG00000022496	9
ENSG00000107485	10	ENSMMUG00000006944	9
ENSG00000107518	10	ENSMMUG00000001905	9
ENSG00000107521	10	ENSMMUG00000020604	9
ENSG00000107537	10	ENSMMUG00000023798	9
ENSG00000107551	10	ENSMMUG00000017489	9
ENSG00000107554	10	ENSMMUG00000023765	9
ENSG00000107560	10	ENSMMUG00000021805	9
ENSG00000107562	10	ENSMMUG00000012181	9
ENSG00000107581	10	ENSMMUG00000008994	9
ENSG00000107593	10	ENSMMUG00000010818	9
ENSG00000107611	10	ENSMMUG00000016069	9
ENSG00000107625	10	ENSMMUG00000001006	9
ENSG00000107643	10	ENSMMUG00000004060	9
ENSG00000107651	10	ENSMMUG00000009561	9
ENSG00000107669	10	ENSMMUG00000021594	9
ENSG00000107672	10	ENSMMUG00000012044	9
ENSG00000107679	10	ENSMMUG00000013040	9
ENSG00000107719	10	ENSMMUG00000021618	9
ENSG00000107731	10	ENSMMUG00000005998	9
ENSG00000107736	10	ENSMMUG00000014733	9
ENSG00000107738	10	ENSMMUG00000012967	9
ENSG00000107742	10	ENSMMUG00000002122	9
ENSG00000107745	10	ENSMMUG00000016963	9
ENSG00000107758	10	ENSMMUG00000015714	9
ENSG00000107771	10	ENSMMUG00000019720	9
ENSG00000107789	10	ENSMMUG00000004766	9
ENSG00000107796	10	ENSMMUG00000009341	9
ENSG00000107798	10	ENSMMUG00000047356	9
ENSG00000107807	10	ENSMMUG00000017667	9
ENSG00000107816	10	ENSMMUG00000010674	9
ENSG00000107819	10	ENSMMUG00000022620	9
ENSG00000107821	10	ENSMMUG00000017668	9
ENSG00000107831	10	ENSMMUG00000015771	9
ENSG00000107833	10	ENSMMUG00000015774	9
ENSG00000107854	10	ENSMMUG00000007478	9
ENSG00000107862	10	ENSMMUG00000002985	9
ENSG00000107863	10	ENSMMUG00000040616	9
ENSG00000107864	10	ENSMMUG00000015050	9
ENSG00000107874	10	ENSMMUG00000003000	9
ENSG00000107882	10	ENSMMUG00000004396	9
ENSG00000107897	10	ENSMMUG00000016410	9
ENSG00000107902	10	ENSMMUG00000015215	9
ENSG00000107929	10	ENSMMUG00000005279	9
ENSG00000107937	10	ENSMMUG00000010813	9
ENSG00000107938	10	ENSMMUG00000008535	9
ENSG00000107949	10	ENSMMUG00000008541	9
ENSG00000107951	10	ENSMMUG00000003001	9
ENSG00000107954	10	ENSMMUG00000007064	9
ENSG00000107957	10	ENSMMUG00000007067	9
ENSG00000107959	10	ENSMMUG00000004938	9
ENSG00000107960	10	ENSMMUG00000015323	9
ENSG00000107968	10	ENSMMUG00000004930	9
ENSG00000107984	10	ENSMMUG00000010847	9
ENSG00000108001	10	ENSMMUG00000011447	9
ENSG00000108010	10	ENSMMUG00000018429	9
ENSG00000108018	10	ENSMMUG00000000433	9
ENSG00000108021	10	ENSMMUG00000013180	9
ENSG00000108039	10	ENSMMUG00000015117	9
ENSG00000108055	10	ENSMMUG00000007982	9
ENSG00000108061	10	ENSMMUG00000017206	9
ENSG00000108064	10	ENSMMUG00000019829	9
ENSG00000108091	10	ENSMMUG00000018198	9
ENSG00000108094	10	ENSMMUG00000002469	9
ENSG00000108100	10	ENSMMUG00000006713	9
ENSG00000108106	19	ENSMMUG00000016507	19
ENSG00000108107	19	ENSMMUG00000015901	19
ENSG00000108175	10	ENSMMUG00000008790	9
ENSG00000108176	10	ENSMMUG00000019425	9
ENSG00000108179	10	ENSMMUG00000003189	9
ENSG00000108187	10	ENSMMUG00000015125	9
ENSG00000108219	10	ENSMMUG00000013895	9
ENSG00000108231	10	ENSMMUG00000001825	9
ENSG00000108244	17	ENSMMUG00000001505	16
ENSG00000108255	17	ENSMMUG00000012855	16
ENSG00000108256	17	ENSMMUG00000012856	16
ENSG00000108262	17	ENSMMUG00000014408	16
ENSG00000108298	17	ENSMMUG00000043473	15
ENSG00000108306	17	ENSMMUG00000030060	16
ENSG00000108309	17	ENSMMUG00000013983	16
ENSG00000108342	17	ENSMMUG00000002923	16
ENSG00000108344	17	ENSMMUG00000020382	16
ENSG00000108349	17	ENSMMUG00000045187	16
ENSG00000108352	17	ENSMMUG00000015160	16
ENSG00000108370	17	ENSMMUG00000014521	16
ENSG00000108375	17	ENSMMUG00000007004	16
ENSG00000108379	17	ENSMMUG00000020809	16
ENSG00000108384	17	ENSMMUG00000009133	16
ENSG00000108387	17	ENSMMUG00000008423	16
ENSG00000108389	17	ENSMMUG00000046171	16
ENSG00000108395	17	ENSMMUG00000011443	16
ENSG00000108405	17	ENSMMUG00000008260	16
ENSG00000108423	17	ENSMMUG00000019303	16
ENSG00000108424	17	ENSMMUG00000048062	5
ENSG00000108439	17	ENSMMUG00000003325	16
ENSG00000108443	17	ENSMMUG00000019305	16
ENSG00000108465	17	ENSMMUG00000004760	16
ENSG00000108468	17	ENSMMUG00000019882	16
ENSG00000108469	17	ENSMMUG00000021635	16
ENSG00000108474	17	ENSMMUG00000030296	16
ENSG00000108479	17	ENSMMUG00000021765	16
ENSG00000108506	17	ENSMMUG00000007242	16
ENSG00000108509	17	ENSMMUG00000009176	16
ENSG00000108510	17	ENSMMUG00000023750	16
ENSG00000108515	17	ENSMMUG00000012040	16
ENSG00000108518	17	ENSMMUG00000002772	16
ENSG00000108523	17	ENSMMUG00000002769	16
ENSG00000108528	17	ENSMMUG00000002765	16
ENSG00000108551	17	ENSMMUG00000006493	16
ENSG00000108556	17	ENSMMUG00000002409	16
ENSG00000108557	17	ENSMMUG00000023377	16
ENSG00000108559	17	ENSMMUG00000010467	16
ENSG00000108561	17	ENSMMUG00000006592	16
ENSG00000108576	17	ENSMMUG00000003515	16
ENSG00000108578	17	ENSMMUG00000001026	16
ENSG00000108582	17	ENSMMUG00000037644	16
ENSG00000108587	17	ENSMMUG00000023698	16
ENSG00000108588	17	ENSMMUG00000016761	16
ENSG00000108590	17	ENSMMUG00000003788	16
ENSG00000108591	17	ENSMMUG00000021409	16
ENSG00000108592	17	ENSMMUG00000016768	16
ENSG00000108599	17	ENSMMUG00000030279	16
ENSG00000108602	17	ENSMMUG00000001328	16
ENSG00000108604	17	ENSMMUG00000016771	16
ENSG00000108622	17	ENSMMUG00000014656	16
ENSG00000108639	17	ENSMMUG00000021864	16
ENSG00000108641	17	ENSMMUG00000000138	16
ENSG00000108651	17	ENSMMUG00000020403	16
ENSG00000108654	17	ENSMMUG00000009463	16
ENSG00000108666	17	ENSMMUG00000022379	16
ENSG00000108669	17	ENSMMUG00000013313	16
ENSG00000108671	17	ENSMMUG00000018962	16
ENSG00000108679	17	ENSMMUG00000019662	16
ENSG00000108691	17	ENSMMUG00000000288	16
ENSG00000108700	17	ENSMMUG00000009784	16
ENSG00000108702	17	ENSMMUG00000009786	16
ENSG00000108733	17	ENSMMUG00000006047	16
ENSG00000108759	17	ENSMMUG00000018644	16
ENSG00000108771	17	ENSMMUG00000014755	16
ENSG00000108773	17	ENSMMUG00000014756	16
ENSG00000108784	17	ENSMMUG00000009376	16
ENSG00000108786	17	ENSMMUG00000009884	16
ENSG00000108788	17	ENSMMUG00000009887	16
ENSG00000108797	17	ENSMMUG00000006091	16
ENSG00000108798	17	ENSMMUG00000002437	16
ENSG00000108799	17	ENSMMUG00000006093	16
ENSG00000108813	17	ENSMMUG00000017658	16
ENSG00000108819	17	ENSMMUG00000020061	16
ENSG00000108821	17	ENSMMUG00000001467	16
ENSG00000108823	17	ENSMMUG00000001466	16
ENSG00000108825	17	ENSMMUG00000014123	16
ENSG00000108828	17	ENSMMUG00000016001	16
ENSG00000108829	17	ENSMMUG00000017234	16
ENSG00000108830	17	ENSMMUG00000029963	16
ENSG00000108839	17	ENSMMUG00000016264	16
ENSG00000108840	17	ENSMMUG00000006806	16
ENSG00000108846	17	ENSMMUG00000003414	16
ENSG00000108848	17	ENSMMUG00000010117	16
ENSG00000108849	17	ENSMMUG00000003206	16
ENSG00000108852	17	ENSMMUG00000032617	16
ENSG00000108854	17	ENSMMUG00000009461	16
ENSG00000108861	17	ENSMMUG00000002351	16
ENSG00000108878	17	ENSMMUG00000002958	16
ENSG00000108883	17	ENSMMUG00000013118	16
ENSG00000108924	17	ENSMMUG00000022627	16
ENSG00000108932	17	ENSMMUG00000011094	16
ENSG00000108947	17	ENSMMUG00000048204	16
ENSG00000108950	17	ENSMMUG00000044009	16
ENSG00000108953	17	ENSMMUG00000019378	16
ENSG00000108960	17	ENSMMUG00000022628	16
ENSG00000108961	17	ENSMMUG00000013540	16
ENSG00000108963	17	ENSMMUG00000010699	16
ENSG00000108984	17	ENSMMUG00000001051	11
ENSG00000109016	17	ENSMMUG00000013194	16
ENSG00000109046	17	ENSMMUG00000020226	16
ENSG00000109047	17	ENSMMUG00000041092	16
ENSG00000109061	17	ENSMMUG00000009774	16
ENSG00000109062	17	ENSMMUG00000005737	16
ENSG00000109063	17	ENSMMUG00000020084	16
ENSG00000109065	17	ENSMMUG00000005738	16
ENSG00000109066	17	ENSMMUG00000005739	16
ENSG00000109072	17	ENSMMUG00000019148	16
ENSG00000109079	17	ENSMMUG00000019145	16
ENSG00000109083	17	ENSMMUG00000019143	16
ENSG00000109084	17	ENSMMUG00000019142	16
ENSG00000109089	17	ENSMMUG00000042938	16
ENSG00000109099	17	ENSMMUG00000002206	16
ENSG00000109101	17	ENSMMUG00000021975	16
ENSG00000109103	17	ENSMMUG00000012239	16
ENSG00000109107	17	ENSMMUG00000020322	16
ENSG00000109111	17	ENSMMUG00000004708	16
ENSG00000109113	17	ENSMMUG00000007293	16
ENSG00000109118	17	ENSMMUG00000021554	16
ENSG00000109133	4	ENSMMUG00000020940	5
ENSG00000109158	4	ENSMMUG00000009526	5
ENSG00000109163	4	ENSMMUG00000003779	5
ENSG00000109180	4	ENSMMUG00000014868	5
ENSG00000109182	4	ENSMMUG00000014714	5
ENSG00000109184	4	ENSMMUG00000008579	5
ENSG00000109189	4	ENSMMUG00000023333	5
ENSG00000109193	4	ENSMMUG00000004667	5
ENSG00000109205	4	ENSMMUG00000006029	5
ENSG00000109220	4	ENSMMUG00000006382	5
ENSG00000109255	4	ENSMMUG00000043692	5
ENSG00000109265	4	ENSMMUG00000016358	5
ENSG00000109270	4	ENSMMUG00000040293	5
ENSG00000109272	4	ENSMMUG00000001295	5
ENSG00000109320	4	ENSMMUG00000003736	5
ENSG00000109321	4	ENSMMUG00000002314	5
ENSG00000109323	4	ENSMMUG00000003739	5
ENSG00000109332	4	ENSMMUG00000011201	5
ENSG00000109339	4	ENSMMUG00000008342	5
ENSG00000109381	4	ENSMMUG00000004984	5
ENSG00000109424	4	ENSMMUG00000015244	5
ENSG00000109436	4	ENSMMUG00000015246	5
ENSG00000109445	4	ENSMMUG00000010446	5
ENSG00000109452	4	ENSMMUG00000003697	5
ENSG00000109458	4	ENSMMUG00000000828	5
ENSG00000109466	4	ENSMMUG00000017342	5
ENSG00000109471	4	ENSMMUG00000021093	5
ENSG00000109472	4	ENSMMUG00000023400	5
ENSG00000109501	4	ENSMMUG00000013414	5
ENSG00000109511	4	ENSMMUG00000001879	5
ENSG00000109536	4	ENSMMUG00000001824	5
ENSG00000109572	4	ENSMMUG00000010228	5
ENSG00000109576	4	ENSMMUG00000019473	5
ENSG00000109586	4	ENSMMUG00000013106	5
ENSG00000109606	4	ENSMMUG00000009637	5
ENSG00000109610	4	ENSMMUG00000002612	5
ENSG00000109618	4	ENSMMUG00000019784	5
ENSG00000109625	4	ENSMMUG00000006237	5
ENSG00000109654	4	ENSMMUG00000004934	5
ENSG00000109667	4	ENSMMUG00000002785	5
ENSG00000109670	4	ENSMMUG00000020330	5
ENSG00000109674	4	ENSMMUG00000007394	5
ENSG00000109680	4	ENSMMUG00000019239	5
ENSG00000109684	4	ENSMMUG00000017762	5
ENSG00000109685	4	ENSMMUG00000046942	5
ENSG00000109686	4	ENSMMUG00000006026	5
ENSG00000109689	4	ENSMMUG00000009439	5
ENSG00000109736	4	ENSMMUG00000008383	5
ENSG00000109738	4	ENSMMUG00000022901	5
ENSG00000109743	4	ENSMMUG00000015294	5
ENSG00000109756	4	ENSMMUG00000010581	5
ENSG00000109758	4	ENSMMUG00000007162	5
ENSG00000109762	4	ENSMMUG00000003518	5
ENSG00000109771	4	ENSMMUG00000003519	5
ENSG00000109775	4	ENSMMUG00000003520	5
ENSG00000109787	4	ENSMMUG00000003363	5
ENSG00000109790	4	ENSMMUG00000002755	5
ENSG00000109794	4	ENSMMUG00000039058	5
ENSG00000109805	4	ENSMMUG00000018070	5
ENSG00000109814	4	ENSMMUG00000001892	5
ENSG00000109819	4	ENSMMUG00000001844	5
ENSG00000109832	11	ENSMMUG00000007624	14
ENSG00000109846	11	ENSMMUG00000022133	14
ENSG00000109851	11	ENSMMUG00000040777	14
ENSG00000109861	11	ENSMMUG00000022139	14
ENSG00000109881	11	ENSMMUG00000023490	14
ENSG00000109906	11	ENSMMUG00000007085	14
ENSG00000109911	11	ENSMMUG00000016807	14
ENSG00000109919	11	ENSMMUG00000043682	14
ENSG00000109920	11	ENSMMUG00000048482	14
ENSG00000109929	11	ENSMMUG00000039289	14
ENSG00000109943	11	ENSMMUG00000002922	14
ENSG00000109944	11	ENSMMUG00000015731	14
ENSG00000109956	11	ENSMMUG00000002250	14
ENSG00000109971	11	ENSMMUG00000004696	14
ENSG00000109991	11	ENSMMUG00000017813	14
ENSG00000110002	11	ENSMMUG00000020491	14
ENSG00000110011	11	ENSMMUG00000012942	14
ENSG00000110013	11	ENSMMUG00000008476	14
ENSG00000110025	11	ENSMMUG00000012320	14
ENSG00000110031	11	ENSMMUG00000011713	14
ENSG00000110042	11	ENSMMUG00000010277	14
ENSG00000110046	11	ENSMMUG00000003973	14
ENSG00000110047	11	ENSMMUG00000003972	14
ENSG00000110048	11	ENSMMUG00000001745	14
ENSG00000110057	11	ENSMMUG00000023184	14
ENSG00000110060	11	ENSMMUG00000041875	14
ENSG00000110063	11	ENSMMUG00000007950	14
ENSG00000110066	11	ENSMMUG00000014237	14
ENSG00000110074	11	ENSMMUG00000007944	14
ENSG00000110075	11	ENSMMUG00000016213	14
ENSG00000110076	11	ENSMMUG00000022595	14
ENSG00000110077	11	ENSMMUG00000013530	14
ENSG00000110079	11	ENSMMUG00000031100	14
ENSG00000110080	11	ENSMMUG00000006929	14
ENSG00000110090	11	ENSMMUG00000001780	14
ENSG00000110092	11	ENSMMUG00000002368	14
ENSG00000110104	11	ENSMMUG00000000019	14
ENSG00000110107	11	ENSMMUG00000014530	14
ENSG00000110108	11	ENSMMUG00000014531	14
ENSG00000110148	11	ENSMMUG00000016884	14
ENSG00000110169	11	ENSMMUG00000007725	14
ENSG00000110171	11	ENSMMUG00000007728	14
ENSG00000110172	11	ENSMMUG00000005209	14
ENSG00000110195	11	ENSMMUG00000010455	14
ENSG00000110200	11	ENSMMUG00000016270	14
ENSG00000110218	11	ENSMMUG00000004503	14
ENSG00000110237	11	ENSMMUG00000003139	14
ENSG00000110244	11	ENSMMUG00000016125	14
ENSG00000110245	11	ENSMMUG00000016126	14
ENSG00000110274	11	ENSMMUG00000007791	14
ENSG00000110315	11	ENSMMUG00000015786	14
ENSG00000110318	11	ENSMMUG00000020784	14
ENSG00000110321	11	ENSMMUG00000011436	14
ENSG00000110324	11	ENSMMUG00000007619	14
ENSG00000110328	11	ENSMMUG00000004777	14
ENSG00000110330	11	ENSMMUG00000003400	14
ENSG00000110344	11	ENSMMUG00000017602	14
ENSG00000110367	11	ENSMMUG00000018651	14
ENSG00000110395	11	ENSMMUG00000004761	14
ENSG00000110400	11	ENSMMUG00000008274	14
ENSG00000110422	11	ENSMMUG00000019988	14
ENSG00000110427	11	ENSMMUG00000017218	14
ENSG00000110429	11	ENSMMUG00000006063	14
ENSG00000110435	11	ENSMMUG00000006448	14
ENSG00000110436	11	ENSMMUG00000004329	14
ENSG00000110442	11	ENSMMUG00000007095	14
ENSG00000110446	11	ENSMMUG00000014535	14
ENSG00000110448	11	ENSMMUG00000015018	14
ENSG00000110455	11	ENSMMUG00000019694	14
ENSG00000110497	11	ENSMMUG00000011526	14
ENSG00000110514	11	ENSMMUG00000015602	14
ENSG00000110536	11	ENSMMUG00000004286	14
ENSG00000110583	11	ENSMMUG00000018632	14
ENSG00000110619	11	ENSMMUG00000000511	14
ENSG00000110628	11	ENSMMUG00000007751	14
ENSG00000110651	11	ENSMMUG00000002043	14
ENSG00000110660	11	ENSMMUG00000010358	14
ENSG00000110665	11	ENSMMUG00000046812	14
ENSG00000110675	11	ENSMMUG00000005440	14
ENSG00000110693	11	ENSMMUG00000002753	14
ENSG00000110696	11	ENSMMUG00000017626	14
ENSG00000110697	11	ENSMMUG00000011821	14
ENSG00000110700	11	ENSMMUG00000022547	14
ENSG00000110711	11	ENSMMUG00000011817	14
ENSG00000110713	11	ENSMMUG00000003950	14
ENSG00000110719	11	ENSMMUG00000023190	14
ENSG00000110721	11	ENSMMUG00000023192	14
ENSG00000110723	11	ENSMMUG00000000797	14
ENSG00000110756	11	ENSMMUG00000017958	14
ENSG00000110768	11	ENSMMUG00000017959	14
ENSG00000110777	11	ENSMMUG00000003244	14
ENSG00000110786	11	ENSMMUG00000007133	14
ENSG00000110799	12	ENSMMUG00000022893	11
ENSG00000110811	12	ENSMMUG00000005189	11
ENSG00000110841	12	ENSMMUG00000021737	11
ENSG00000110844	12	ENSMMUG00000022495	11
ENSG00000110848	12	ENSMMUG00000015297	11
ENSG00000110851	12	ENSMMUG00000015550	11
ENSG00000110852	12	ENSMMUG00000042362	11
ENSG00000110871	12	ENSMMUG00000020601	11
ENSG00000110876	12	ENSMMUG00000031572	11
ENSG00000110880	12	ENSMMUG00000000512	11
ENSG00000110881	12	ENSMMUG00000006529	11
ENSG00000110887	12	ENSMMUG00000006893	11
ENSG00000110888	12	ENSMMUG00000001359	11
ENSG00000110900	12	ENSMMUG00000001357	11
ENSG00000110906	12	ENSMMUG00000019649	11
ENSG00000110911	12	ENSMMUG00000022961	11
ENSG00000110917	12	ENSMMUG00000000183	11
ENSG00000110921	12	ENSMMUG00000011663	11
ENSG00000110925	12	ENSMMUG00000012457	11
ENSG00000110931	12	ENSMMUG00000016969	11
ENSG00000110934	12	ENSMMUG00000023163	11
ENSG00000110944	12	ENSMMUG00000031831	11
ENSG00000110958	12	ENSMMUG00000046614	7
ENSG00000110975	12	ENSMMUG00000010712	11
ENSG00000110987	12	ENSMMUG00000012650	11
ENSG00000111011	12	ENSMMUG00000004412	11
ENSG00000111012	12	ENSMMUG00000022144	11
ENSG00000111046	12	ENSMMUG00000011667	11
ENSG00000111049	12	ENSMMUG00000011669	11
ENSG00000111052	12	ENSMMUG00000011671	11
ENSG00000111058	12	ENSMMUG00000013800	11
ENSG00000111077	12	ENSMMUG00000000318	11
ENSG00000111087	12	ENSMMUG00000022058	11
ENSG00000111110	12	ENSMMUG00000011952	11
ENSG00000111142	12	ENSMMUG00000013813	11
ENSG00000111144	12	ENSMMUG00000009312	11
ENSG00000111145	12	ENSMMUG00000018145	11
ENSG00000111196	12	ENSMMUG00000005082	11
ENSG00000111199	12	ENSMMUG00000003942	11
ENSG00000111203	12	ENSMMUG00000007411	11
ENSG00000111206	12	ENSMMUG00000019385	11
ENSG00000111215	12	ENSMMUG00000001489	11
ENSG00000111218	12	ENSMMUG00000014168	11
ENSG00000111224	12	ENSMMUG00000018273	11
ENSG00000111229	12	ENSMMUG00000015475	15
ENSG00000111231	12	ENSMMUG00000006494	11
ENSG00000111237	12	ENSMMUG00000009255	11
ENSG00000111245	12	ENSMMUG00000002347	11
ENSG00000111247	12	ENSMMUG00000015189	11
ENSG00000111249	12	ENSMMUG00000001909	11
ENSG00000111252	12	ENSMMUG00000002223	11
ENSG00000111254	12	ENSMMUG00000020812	11
ENSG00000111261	12	ENSMMUG00000018577	11
ENSG00000111262	12	ENSMMUG00000045068	11
ENSG00000111266	12	ENSMMUG00000018580	11
ENSG00000111269	12	ENSMMUG00000006677	11
ENSG00000111276	12	ENSMMUG00000044308	11
ENSG00000111291	12	ENSMMUG00000032125	11
ENSG00000111300	12	ENSMMUG00000013917	11
ENSG00000111305	12	ENSMMUG00000017637	11
ENSG00000111319	12	ENSMMUG00000020212	11
ENSG00000111321	12	ENSMMUG00000020213	11
ENSG00000111325	12	ENSMMUG00000015926	11
ENSG00000111328	12	ENSMMUG00000000434	11
ENSG00000111331	12	ENSMMUG00000046639	11
ENSG00000111335	12	ENSMMUG00000008505	11
ENSG00000111339	12	ENSMMUG00000012789	11
ENSG00000111344	12	ENSMMUG00000021793	11
ENSG00000111358	12	ENSMMUG00000004592	11
ENSG00000111361	12	ENSMMUG00000013181	11
ENSG00000111364	12	ENSMMUG00000013178	11
ENSG00000111371	12	ENSMMUG00000011999	11
ENSG00000111404	12	ENSMMUG00000047016	11
ENSG00000111405	12	ENSMMUG00000018399	11
ENSG00000111412	12	ENSMMUG00000018247	11
ENSG00000111424	12	ENSMMUG00000006727	11
ENSG00000111432	12	ENSMMUG00000006912	11
ENSG00000111445	12	ENSMMUG00000010235	11
ENSG00000111450	12	ENSMMUG00000020926	11
ENSG00000111452	12	ENSMMUG00000002041	11
ENSG00000111481	12	ENSMMUG00000005182	11
ENSG00000111490	12	ENSMMUG00000003180	11
ENSG00000111530	12	ENSMMUG00000008300	11
ENSG00000111536	12	ENSMMUG00000004367	11
ENSG00000111537	12	ENSMMUG00000019225	11
ENSG00000111540	12	ENSMMUG00000031853	11
ENSG00000111554	12	ENSMMUG00000018725	11
ENSG00000111581	12	ENSMMUG00000014186	11
ENSG00000111596	12	ENSMMUG00000014853	11
ENSG00000111602	12	ENSMMUG00000021878	11
ENSG00000111605	12	ENSMMUG00000002921	11
ENSG00000111615	12	ENSMMUG00000009640	11
ENSG00000111639	12	ENSMMUG00000018676	11
ENSG00000111641	12	ENSMMUG00000018683	11
ENSG00000111642	12	ENSMMUG00000018685	11
ENSG00000111644	12	ENSMMUG00000016983	11
ENSG00000111647	12	ENSMMUG00000023601	11
ENSG00000111652	12	ENSMMUG00000009583	11
ENSG00000111653	12	ENSMMUG00000016985	11
ENSG00000111664	12	ENSMMUG00000005190	11
ENSG00000111665	12	ENSMMUG00000005191	11
ENSG00000111666	12	ENSMMUG00000020877	11
ENSG00000111667	12	ENSMMUG00000005192	11
ENSG00000111670	12	ENSMMUG00000012562	11
ENSG00000111671	12	ENSMMUG00000044556	11
ENSG00000111674	12	ENSMMUG00000009443	11
ENSG00000111676	12	ENSMMUG00000010201	11
ENSG00000111678	12	ENSMMUG00000010202	11
ENSG00000111679	12	ENSMMUG00000010203	11
ENSG00000111684	12	ENSMMUG00000010210	11
ENSG00000111696	12	ENSMMUG00000006350	11
ENSG00000111707	12	ENSMMUG00000020629	11
ENSG00000111711	12	ENSMMUG00000040133	11
ENSG00000111713	12	ENSMMUG00000016171	11
