Macaque	ChrMacaque	Chicken	ChrChicken
ENSMMUG00000004201	2	ENSGALG00000029632	12
ENSMMUG00000004205	11	ENSGALG00000008319	15
ENSMMUG00000004210	17	ENSGALG00000016992	1
ENSMMUG00000004211	6	ENSGALG00000027512	Z
ENSMMUG00000004215	13	ENSGALG00000016459	3
ENSMMUG00000004216	1	ENSGALG00000004112	23
ENSMMUG00000004217	1	ENSGALG00000004120	23
ENSMMUG00000004220	6	ENSGALG00000022896	2
ENSMMUG00000004222	3	ENSGALG00000012791	1
ENSMMUG00000004223	11	ENSGALG00000036417	15
ENSMMUG00000004224	3	ENSGALG00000046187	1
ENSMMUG00000004227	19	ENSGALG00000034879	AADN04011678.1
ENSMMUG00000004230	4	ENSGALG00000011288	3
ENSMMUG00000004233	11	ENSGALG00000009755	1
ENSMMUG00000004236	3	ENSGALG00000008285	1
ENSMMUG00000004237	17	ENSGALG00000017119	1
ENSMMUG00000004238	1	ENSGALG00000005329	8
ENSMMUG00000004239	7	ENSGALG00000004960	10
ENSMMUG00000004240	1	ENSGALG00000005302	8
ENSMMUG00000004241	1	ENSGALG00000005284	8
ENSMMUG00000004242	11	ENSGALG00000014683	1
ENSMMUG00000004243	1	ENSGALG00000005290	8
ENSMMUG00000004253	14	ENSGALG00000017183	1
ENSMMUG00000004255	7	ENSGALG00000045909	5
ENSMMUG00000004257	3	ENSGALG00000034932	1
ENSMMUG00000004258	3	ENSGALG00000016140	1
ENSMMUG00000004259	7	ENSGALG00000023113	5
ENSMMUG00000004260	7	ENSGALG00000010286	5
ENSMMUG00000004263	7	ENSGALG00000010294	5
ENSMMUG00000004265	1	ENSGALG00000010737	3
ENSMMUG00000004266	1	ENSGALG00000002175	8
ENSMMUG00000004267	14	ENSGALG00000005265	5
ENSMMUG00000004268	1	ENSGALG00000002164	8
ENSMMUG00000004271	7	ENSGALG00000009850	5
ENSMMUG00000004273	2	ENSGALG00000002335	12
ENSMMUG00000004274	X	ENSGALG00000007590	4
ENSMMUG00000004280	2	ENSGALG00000033301	12
ENSMMUG00000004282	3	ENSGALG00000021128	14
ENSMMUG00000004283	19	ENSGALG00000003978	28
ENSMMUG00000004286	14	ENSGALG00000008091	5
ENSMMUG00000004289	14	ENSGALG00000008089	5
ENSMMUG00000004290	4	ENSGALG00000014834	3
ENSMMUG00000004291	4	ENSGALG00000044342	3
ENSMMUG00000004293	4	ENSGALG00000014831	3
ENSMMUG00000004294	14	ENSGALG00000008080	5
ENSMMUG00000004296	8	ENSGALG00000040768	2
ENSMMUG00000004298	3	ENSGALG00000008123	1
ENSMMUG00000004300	3	ENSGALG00000015737	1
ENSMMUG00000004301	3	ENSGALG00000045949	1
ENSMMUG00000004303	10	ENSGALG00000032313	1
ENSMMUG00000004304	10	ENSGALG00000037360	1
ENSMMUG00000004305	10	ENSGALG00000036219	20
ENSMMUG00000004309	X	ENSGALG00000007599	4
ENSMMUG00000004311	3	ENSGALG00000039420	1
ENSMMUG00000004313	10	ENSGALG00000008875	3
ENSMMUG00000004314	7	ENSGALG00000029392	1
ENSMMUG00000004318	1	ENSGALG00000000791	26
ENSMMUG00000004324	13	ENSGALG00000008998	3
ENSMMUG00000004325	13	ENSGALG00000009007	3
ENSMMUG00000004326	7	ENSGALG00000031348	10
ENSMMUG00000004327	14	ENSGALG00000039080	5
ENSMMUG00000004328	18	ENSGALG00000019484	2
ENSMMUG00000004329	14	ENSGALG00000037556	5
ENSMMUG00000004330	14	ENSGALG00000007886	5
ENSMMUG00000004331	14	ENSGALG00000039032	5
ENSMMUG00000004338	15	ENSGALG00000015083	Z
ENSMMUG00000004340	7	ENSGALG00000038143	5
ENSMMUG00000004341	7	ENSGALG00000032249	5
ENSMMUG00000004343	18	ENSGALG00000015064	2
ENSMMUG00000004347	4	ENSGALG00000032683	2
ENSMMUG00000004350	18	ENSGALG00000015086	2
ENSMMUG00000004356	4	ENSGALG00000015878	3
ENSMMUG00000004367	11	ENSGALG00000037779	1
ENSMMUG00000004370	7	ENSGALG00000016739	1
ENSMMUG00000004376	7	ENSGALG00000008302	10
ENSMMUG00000004378	13	ENSGALG00000032753	3
ENSMMUG00000004379	1	ENSGALG00000009450	3
ENSMMUG00000004382	18	ENSGALG00000014938	2
ENSMMUG00000004386	8	ENSGALG00000033254	2
ENSMMUG00000004387	8	ENSGALG00000038772	2
ENSMMUG00000004389	6	ENSGALG00000036097	2
ENSMMUG00000004390	19	ENSGALG00000040258	30
ENSMMUG00000004391	20	ENSGALG00000000901	11
ENSMMUG00000004392	19	ENSGALG00000040368	30
ENSMMUG00000004393	19	ENSGALG00000033532	30
ENSMMUG00000004396	9	ENSGALG00000008096	6
ENSMMUG00000004403	10	ENSGALG00000034661	20
ENSMMUG00000004404	2	ENSGALG00000038259	2
ENSMMUG00000004405	19	ENSGALG00000003385	28
ENSMMUG00000004406	19	ENSGALG00000042080	28
ENSMMUG00000004408	18	ENSGALG00000031663	Z
ENSMMUG00000004409	6	ENSGALG00000005016	Z
ENSMMUG00000004411	8	ENSGALG00000029435	2
ENSMMUG00000004412	11	ENSGALG00000004493	15
ENSMMUG00000004414	1	ENSGALG00000040168	26
ENSMMUG00000004415	5	ENSGALG00000011961	4
ENSMMUG00000004416	4	ENSGALG00000003467	26
ENSMMUG00000004417	6	ENSGALG00000038753	13
ENSMMUG00000004418	6	ENSGALG00000006417	13
ENSMMUG00000004419	4	ENSGALG00000003485	26
ENSMMUG00000004429	7	ENSGALG00000004046	10
ENSMMUG00000004432	5	ENSGALG00000028643	4
ENSMMUG00000004433	5	ENSGALG00000009961	4
ENSMMUG00000004434	18	ENSGALG00000012889	2
ENSMMUG00000004435	11	ENSGALG00000008357	15
ENSMMUG00000004436	3	ENSGALG00000043367	1
ENSMMUG00000004437	5	ENSGALG00000009968	4
ENSMMUG00000004442	20	ENSGALG00000005503	11
ENSMMUG00000004447	6	ENSGALG00000013191	2
ENSMMUG00000004448	5	ENSGALG00000026253	4
ENSMMUG00000004449	7	ENSGALG00000040735	10
ENSMMUG00000004450	13	ENSGALG00000044285	AADN04001130.1
ENSMMUG00000004456	3	ENSGALG00000009482	2
ENSMMUG00000004457	16	ENSGALG00000032336	18
ENSMMUG00000004459	7	ENSGALG00000020402	5
ENSMMUG00000004460	7	ENSGALG00000010669	5
ENSMMUG00000004461	10	ENSGALG00000006201	20
ENSMMUG00000004463	1	ENSGALG00000004249	23
ENSMMUG00000004465	5	ENSGALG00000011564	4
ENSMMUG00000004466	1	ENSGALG00000004268	23
ENSMMUG00000004470	11	ENSGALG00000017274	1
ENSMMUG00000004471	5	ENSGALG00000013583	4
ENSMMUG00000004472	3	ENSGALG00000038311	7
ENSMMUG00000004475	20	ENSGALG00000003580	11
ENSMMUG00000004476	6	ENSGALG00000007516	13
ENSMMUG00000004477	3	ENSGALG00000030511	7
ENSMMUG00000004478	20	ENSGALG00000003574	11
ENSMMUG00000004479	10	ENSGALG00000007211	20
ENSMMUG00000004484	6	ENSGALG00000041746	13
ENSMMUG00000004485	17	ENSGALG00000017036	1
ENSMMUG00000004486	17	ENSGALG00000017035	1
ENSMMUG00000004491	4	ENSGALG00000015901	3
ENSMMUG00000004493	17	ENSGALG00000016872	1
ENSMMUG00000004494	17	ENSGALG00000022758	1
ENSMMUG00000004495	10	ENSGALG00000036743	1
ENSMMUG00000004496	10	ENSGALG00000012144	1
ENSMMUG00000004498	18	ENSGALG00000039434	Z
ENSMMUG00000004500	14	ENSGALG00000043027	1
ENSMMUG00000004503	14	ENSGALG00000039751	1
ENSMMUG00000004504	11	ENSGALG00000011206	1
ENSMMUG00000004507	17	ENSGALG00000035650	4
ENSMMUG00000004522	11	ENSGALG00000041973	33
ENSMMUG00000004538	2	ENSGALG00000019622	2
ENSMMUG00000004539	2	ENSGALG00000044133	12
ENSMMUG00000004541	11	ENSGALG00000033272	33
ENSMMUG00000004544	14	ENSGALG00000002605	Z
ENSMMUG00000004558	X	ENSGALG00000029850	AADN04012088.1
ENSMMUG00000004560	17	ENSGALG00000017135	1
ENSMMUG00000004561	5	ENSGALG00000011266	4
ENSMMUG00000004563	1	ENSGALG00000001264	26
ENSMMUG00000004564	1	ENSGALG00000010540	8
ENSMMUG00000004568	8	ENSGALG00000034876	2
ENSMMUG00000004572	5	ENSGALG00000044995	4
ENSMMUG00000004574	13	ENSGALG00000013740	22
ENSMMUG00000004577	4	ENSGALG00000010290	3
ENSMMUG00000004579	7	ENSGALG00000030313	5
ENSMMUG00000004581	6	ENSGALG00000003886	13
ENSMMUG00000004586	16	ENSGALG00000029142	27
ENSMMUG00000004588	15	ENSGALG00000003545	17
ENSMMUG00000004590	15	ENSGALG00000041473	17
ENSMMUG00000004591	3	ENSGALG00000032570	2
ENSMMUG00000004592	11	ENSGALG00000023682	15
ENSMMUG00000004595	18	ENSGALG00000015124	2
ENSMMUG00000004596	9	ENSGALG00000009403	6
ENSMMUG00000004597	9	ENSGALG00000005207	6
ENSMMUG00000004598	3	ENSGALG00000013069	1
ENSMMUG00000004599	5	ENSGALG00000039498	4
ENSMMUG00000004600	3	ENSGALG00000016014	1
ENSMMUG00000004603	7	ENSGALG00000010622	5
ENSMMUG00000004604	9	ENSGALG00000005134	6
ENSMMUG00000004605	3	ENSGALG00000016020	1
ENSMMUG00000004612	7	ENSGALG00000010663	5
ENSMMUG00000004624	3	ENSGALG00000034317	1
ENSMMUG00000004625	14	ENSGALG00000004234	5
ENSMMUG00000004626	14	ENSGALG00000004239	5
ENSMMUG00000004628	15	ENSGALG00000004813	12
ENSMMUG00000004634	15	ENSGALG00000026736	12
ENSMMUG00000004638	15	ENSGALG00000004722	12
ENSMMUG00000004639	15	ENSGALG00000001419	17
ENSMMUG00000004644	5	ENSGALG00000009442	4
ENSMMUG00000004646	4	ENSGALG00000012378	3
ENSMMUG00000004647	5	ENSGALG00000009429	4
ENSMMUG00000004648	1	ENSGALG00000014652	25
ENSMMUG00000004649	14	ENSGALG00000017262	1
ENSMMUG00000004656	18	ENSGALG00000014922	2
ENSMMUG00000004657	7	ENSGALG00000008341	10
ENSMMUG00000004659	7	ENSGALG00000008340	10
ENSMMUG00000004660	18	ENSGALG00000014920	2
ENSMMUG00000004662	18	ENSGALG00000014915	2
ENSMMUG00000004663	18	ENSGALG00000014910	2
ENSMMUG00000004666	20	ENSGALG00000035447	14
ENSMMUG00000004667	5	ENSGALG00000011812	4
ENSMMUG00000004668	1	ENSGALG00000011019	8
ENSMMUG00000004670	6	ENSGALG00000000247	Z
ENSMMUG00000004671	2	ENSGALG00000040938	9
ENSMMUG00000004673	19	ENSGALG00000013035	2
ENSMMUG00000004675	10	ENSGALG00000011865	15
ENSMMUG00000004677	1	ENSGALG00000004623	21
ENSMMUG00000004679	3	ENSGALG00000002388	19
ENSMMUG00000004683	2	ENSGALG00000037784	12
ENSMMUG00000004685	15	ENSGALG00000027734	17
ENSMMUG00000004686	1	ENSGALG00000000627	21
ENSMMUG00000004688	14	ENSGALG00000007839	24
ENSMMUG00000004690	4	ENSGALG00000039878	26
ENSMMUG00000004692	9	ENSGALG00000002289	6
ENSMMUG00000004703	10	ENSGALG00000027533	4
ENSMMUG00000004706	1	ENSGALG00000031193	25
ENSMMUG00000004708	16	ENSGALG00000000146	19
ENSMMUG00000004709	10	ENSGALG00000000259	20
ENSMMUG00000004710	16	ENSGALG00000030512	19
ENSMMUG00000004712	8	ENSGALG00000015425	Z
ENSMMUG00000004713	10	ENSGALG00000008037	15
ENSMMUG00000004717	20	ENSGALG00000004049	11
ENSMMUG00000004718	20	ENSGALG00000004004	11
ENSMMUG00000004719	3	ENSGALG00000005694	2
ENSMMUG00000004723	16	ENSGALG00000005530	19
ENSMMUG00000004730	12	ENSGALG00000005823	9
ENSMMUG00000004734	2	ENSGALG00000008286	12
ENSMMUG00000004735	1	ENSGALG00000010555	8
ENSMMUG00000004736	12	ENSGALG00000005809	9
ENSMMUG00000004738	1	ENSGALG00000010565	8
ENSMMUG00000004740	10	ENSGALG00000034275	1
ENSMMUG00000004744	X	ENSGALG00000016420	1
ENSMMUG00000004745	X	ENSGALG00000016418	1
ENSMMUG00000004747	7	ENSGALG00000028942	5
ENSMMUG00000004748	7	ENSGALG00000011718	5
ENSMMUG00000004749	6	ENSGALG00000043389	13
ENSMMUG00000004750	16	ENSGALG00000037633	27
ENSMMUG00000004751	1	ENSGALG00000042184	21
ENSMMUG00000004754	1	ENSGALG00000029831	21
ENSMMUG00000004755	16	ENSGALG00000036519	27
ENSMMUG00000004756	16	ENSGALG00000008016	18
ENSMMUG00000004758	1	ENSGALG00000005580	8
ENSMMUG00000004760	16	ENSGALG00000036452	27
ENSMMUG00000004761	14	ENSGALG00000029077	24
ENSMMUG00000004762	1	ENSGALG00000000943	23
ENSMMUG00000004764	14	ENSGALG00000030027	24
ENSMMUG00000004765	16	ENSGALG00000000233	27
ENSMMUG00000004766	9	ENSGALG00000003695	6
ENSMMUG00000004767	1	ENSGALG00000000955	23
ENSMMUG00000004768	1	ENSGALG00000034964	AADN04001795.1
ENSMMUG00000004770	6	ENSGALG00000029692	13
ENSMMUG00000004771	6	ENSGALG00000006346	13
ENSMMUG00000004773	14	ENSGALG00000006521	5
ENSMMUG00000004777	14	ENSGALG00000005584	5
ENSMMUG00000004778	9	ENSGALG00000007254	2
ENSMMUG00000004784	7	ENSGALG00000029537	10
ENSMMUG00000004785	5	ENSGALG00000014391	4
ENSMMUG00000004786	11	ENSGALG00000010029	1
ENSMMUG00000004787	7	ENSGALG00000030157	10
ENSMMUG00000004788	1	ENSGALG00000001038	23
ENSMMUG00000004789	1	ENSGALG00000036871	8
ENSMMUG00000004790	1	ENSGALG00000029245	8
ENSMMUG00000004791	14	ENSGALG00000017321	1
ENSMMUG00000004794	16	ENSGALG00000002288	19
ENSMMUG00000004797	X	ENSGALG00000016549	1
ENSMMUG00000004800	2	ENSGALG00000005670	12
ENSMMUG00000004801	3	ENSGALG00000008144	1
ENSMMUG00000004802	4	ENSGALG00000013962	3
ENSMMUG00000004812	20	ENSGALG00000002957	11
ENSMMUG00000004813	19	ENSGALG00000042409	AADN04005000.1
ENSMMUG00000004816	9	ENSGALG00000032234	6
ENSMMUG00000004817	2	ENSGALG00000004930	12
ENSMMUG00000004818	9	ENSGALG00000038722	6
ENSMMUG00000004820	16	ENSGALG00000002943	19
ENSMMUG00000004823	16	ENSGALG00000043603	19
ENSMMUG00000004829	4	ENSGALG00000040702	3
ENSMMUG00000004837	14	ENSGALG00000006602	5
ENSMMUG00000004838	14	ENSGALG00000006591	5
ENSMMUG00000004839	3	ENSGALG00000010961	2
ENSMMUG00000004841	3	ENSGALG00000010954	2
ENSMMUG00000004843	19	ENSGALG00000034895	AADN04017297.1
ENSMMUG00000004846	8	ENSGALG00000029664	2
ENSMMUG00000004847	2	ENSGALG00000006173	2
ENSMMUG00000004851	11	ENSGALG00000012932	1
ENSMMUG00000004854	7	ENSGALG00000012005	5
ENSMMUG00000004856	7	ENSGALG00000010096	5
ENSMMUG00000004860	6	ENSGALG00000014908	Z
ENSMMUG00000004861	6	ENSGALG00000028026	Z
ENSMMUG00000004868	10	ENSGALG00000043451	1
ENSMMUG00000004869	10	ENSGALG00000041604	1
ENSMMUG00000004871	4	ENSGALG00000033894	3
ENSMMUG00000004872	16	ENSGALG00000033996	18
ENSMMUG00000004873	4	ENSGALG00000040005	3
ENSMMUG00000004877	19	ENSGALG00000043939	KQ759482.1
ENSMMUG00000004880	10	ENSGALG00000012056	1
ENSMMUG00000004882	15	ENSGALG00000003928	17
ENSMMUG00000004885	15	ENSGALG00000001758	17
ENSMMUG00000004886	3	ENSGALG00000015835	1
ENSMMUG00000004893	4	ENSGALG00000012342	3
ENSMMUG00000004898	5	ENSGALG00000010646	4
ENSMMUG00000004900	15	ENSGALG00000007186	17
ENSMMUG00000004902	1	ENSGALG00000037394	AADN04015569.1
ENSMMUG00000004903	8	ENSGALG00000032746	2
ENSMMUG00000004907	1	ENSGALG00000014453	1
ENSMMUG00000004910	7	ENSGALG00000028568	5
ENSMMUG00000004913	7	ENSGALG00000009282	5
ENSMMUG00000004917	16	ENSGALG00000023881	27
ENSMMUG00000004918	8	ENSGALG00000037698	2
ENSMMUG00000004919	6	ENSGALG00000028543	13
ENSMMUG00000004921	2	ENSGALG00000039288	12
ENSMMUG00000004922	17	ENSGALG00000017083	1
ENSMMUG00000004926	20	ENSGALG00000000129	11
ENSMMUG00000004928	19	ENSGALG00000034738	AADN04013882.1
ENSMMUG00000004930	9	ENSGALG00000007356	2
ENSMMUG00000004931	7	ENSGALG00000011076	5
ENSMMUG00000004933	2	ENSGALG00000040665	2
ENSMMUG00000004934	5	ENSGALG00000009207	4
ENSMMUG00000004938	9	ENSGALG00000007036	2
ENSMMUG00000004942	15	ENSGALG00000008532	17
ENSMMUG00000004943	15	ENSGALG00000008623	17
ENSMMUG00000004944	3	ENSGALG00000038704	2
ENSMMUG00000004947	4	ENSGALG00000043839	3
ENSMMUG00000004949	3	ENSGALG00000003642	14
ENSMMUG00000004950	11	ENSGALG00000036856	33
ENSMMUG00000004951	1	ENSGALG00000010647	8
ENSMMUG00000004952	1	ENSGALG00000010652	8
ENSMMUG00000004954	X	ENSGALG00000004003	4
ENSMMUG00000004955	X	ENSGALG00000016698	1
ENSMMUG00000004956	2	ENSGALG00000009669	9
ENSMMUG00000004958	2	ENSGALG00000009654	9
ENSMMUG00000004960	KQ743646.1	ENSGALG00000024049	4
ENSMMUG00000004961	2	ENSGALG00000009634	9
ENSMMUG00000004963	2	ENSGALG00000009651	9
ENSMMUG00000004964	4	ENSGALG00000012808	2
ENSMMUG00000004966	4	ENSGALG00000036074	2
ENSMMUG00000004968	12	ENSGALG00000043596	9
ENSMMUG00000004971	20	ENSGALG00000044087	11
ENSMMUG00000004975	3	ENSGALG00000010792	2
ENSMMUG00000004976	3	ENSGALG00000010794	2
ENSMMUG00000004977	5	ENSGALG00000010019	4
ENSMMUG00000004978	11	ENSGALG00000031724	33
ENSMMUG00000004979	5	ENSGALG00000010022	4
ENSMMUG00000004982	11	ENSGALG00000035635	33
ENSMMUG00000004994	4	ENSGALG00000034374	3
ENSMMUG00000004996	4	ENSGALG00000002911	3
ENSMMUG00000004997	18	ENSGALG00000036775	Z
ENSMMUG00000004998	1	ENSGALG00000032980	23
ENSMMUG00000005004	4	ENSGALG00000000551	26
ENSMMUG00000005006	10	ENSGALG00000005338	20
ENSMMUG00000005009	12	ENSGALG00000011052	7
ENSMMUG00000005011	10	ENSGALG00000005345	20
ENSMMUG00000005016	5	ENSGALG00000015332	Z
ENSMMUG00000005018	6	ENSGALG00000008197	Z
ENSMMUG00000005021	11	ENSGALG00000041671	33
ENSMMUG00000005023	6	ENSGALG00000045092	Z
ENSMMUG00000005027	19	ENSGALG00000030068	28
ENSMMUG00000005028	19	ENSGALG00000037029	28
ENSMMUG00000005031	14	ENSGALG00000017250	1
ENSMMUG00000005032	4	ENSGALG00000015898	3
ENSMMUG00000005034	10	ENSGALG00000012541	1
ENSMMUG00000005040	15	ENSGALG00000045666	19
ENSMMUG00000005041	16	ENSGALG00000032628	27
ENSMMUG00000005042	15	ENSGALG00000030263	17
ENSMMUG00000005046	15	ENSGALG00000030913	17
ENSMMUG00000005047	15	ENSGALG00000039061	17
ENSMMUG00000005051	15	ENSGALG00000038003	17
ENSMMUG00000005052	3	ENSGALG00000004611	14
ENSMMUG00000005055	17	ENSGALG00000017103	1
ENSMMUG00000005056	15	ENSGALG00000039696	17
ENSMMUG00000005063	X	ENSGALG00000016529	1
ENSMMUG00000005064	4	ENSGALG00000031301	26
ENSMMUG00000005065	X	ENSGALG00000016523	1
ENSMMUG00000005066	X	ENSGALG00000016522	1
ENSMMUG00000005067	8	ENSGALG00000016624	3
ENSMMUG00000005068	1	ENSGALG00000043650	8
ENSMMUG00000005076	9	ENSGALG00000007559	2
ENSMMUG00000005078	9	ENSGALG00000007547	2
ENSMMUG00000005080	16	ENSGALG00000001441	19
ENSMMUG00000005084	X	ENSGALG00000016537	1
ENSMMUG00000005086	18	ENSGALG00000014795	2
ENSMMUG00000005091	13	ENSGALG00000016512	3
ENSMMUG00000005095	13	ENSGALG00000016510	3
ENSMMUG00000005096	13	ENSGALG00000016509	3
ENSMMUG00000005099	11	ENSGALG00000007396	15
ENSMMUG00000005101	13	ENSGALG00000016507	3
ENSMMUG00000005103	7	ENSGALG00000033790	10
ENSMMUG00000005106	7	ENSGALG00000029714	10
ENSMMUG00000005108	7	ENSGALG00000023237	10
ENSMMUG00000005113	X	ENSGALG00000016702	1
ENSMMUG00000005119	10	ENSGALG00000006207	20
ENSMMUG00000005120	3	ENSGALG00000031917	2
ENSMMUG00000005122	14	ENSGALG00000043139	5
ENSMMUG00000005125	18	ENSGALG00000014998	2
ENSMMUG00000005127	3	ENSGALG00000006473	1
ENSMMUG00000005129	1	ENSGALG00000033786	3
ENSMMUG00000005131	17	ENSGALG00000016912	1
ENSMMUG00000005134	6	ENSGALG00000014681	Z
ENSMMUG00000005137	2	ENSGALG00000034340	2
ENSMMUG00000005140	7	ENSGALG00000009338	5
ENSMMUG00000005143	8	ENSGALG00000034346	2
ENSMMUG00000005144	2	ENSGALG00000037242	2
ENSMMUG00000005145	18	ENSGALG00000012888	2
ENSMMUG00000005147	6	ENSGALG00000039698	13
ENSMMUG00000005148	6	ENSGALG00000033956	13
ENSMMUG00000005155	8	ENSGALG00000035417	2
ENSMMUG00000005156	2	ENSGALG00000008519	12
ENSMMUG00000005157	2	ENSGALG00000008506	12
ENSMMUG00000005158	2	ENSGALG00000008500	12
ENSMMUG00000005159	3	ENSGALG00000035140	2
ENSMMUG00000005170	16	ENSGALG00000002186	19
ENSMMUG00000005174	3	ENSGALG00000016138	1
ENSMMUG00000005176	12	ENSGALG00000029083	7
ENSMMUG00000005177	6	ENSGALG00000014725	Z
ENSMMUG00000005181	6	ENSGALG00000014726	Z
ENSMMUG00000005182	11	ENSGALG00000043336	33
ENSMMUG00000005184	16	ENSGALG00000000510	27
ENSMMUG00000005185	1	ENSGALG00000002564	8
ENSMMUG00000005186	1	ENSGALG00000026572	8
ENSMMUG00000005188	2	ENSGALG00000008934	9
ENSMMUG00000005189	11	ENSGALG00000014490	1
ENSMMUG00000005190	11	ENSGALG00000034438	1
ENSMMUG00000005191	11	ENSGALG00000014513	1
ENSMMUG00000005192	11	ENSGALG00000014525	1
ENSMMUG00000005193	6	ENSGALG00000013187	2
ENSMMUG00000005196	4	ENSGALG00000027355	3
ENSMMUG00000005199	6	ENSGALG00000013189	2
ENSMMUG00000005204	10	ENSGALG00000034510	AADN04000623.1
ENSMMUG00000005208	11	ENSGALG00000012655	1
ENSMMUG00000005210	1	ENSGALG00000009796	3
ENSMMUG00000005213	11	ENSGALG00000002913	15
ENSMMUG00000005215	15	ENSGALG00000042210	17
ENSMMUG00000005216	1	ENSGALG00000009854	3
ENSMMUG00000005218	19	ENSGALG00000033123	KQ759610.1
ENSMMUG00000005219	10	ENSGALG00000011965	1
ENSMMUG00000005220	7	ENSGALG00000007048	10
ENSMMUG00000005221	10	ENSGALG00000011958	1
ENSMMUG00000005225	4	ENSGALG00000014873	3
ENSMMUG00000005226	7	ENSGALG00000007057	10
ENSMMUG00000005227	7	ENSGALG00000029296	10
ENSMMUG00000005228	1	ENSGALG00000027372	25
ENSMMUG00000005229	3	ENSGALG00000040908	19
ENSMMUG00000005237	11	ENSGALG00000040265	15
ENSMMUG00000005238	2	ENSGALG00000015494	1
ENSMMUG00000005243	1	ENSGALG00000043280	3
ENSMMUG00000005244	1	ENSGALG00000011065	3
ENSMMUG00000005246	11	ENSGALG00000033246	KQ759573.1
ENSMMUG00000005247	1	ENSGALG00000041422	3
ENSMMUG00000005252	10	ENSGALG00000014189	1
ENSMMUG00000005255	11	ENSGALG00000043208	15
ENSMMUG00000005264	X	ENSGALG00000016238	1
ENSMMUG00000005270	7	ENSGALG00000009705	5
ENSMMUG00000005272	3	ENSGALG00000019171	1
ENSMMUG00000005278	7	ENSGALG00000009642	5
ENSMMUG00000005279	9	ENSGALG00000006672	2
ENSMMUG00000005283	1	ENSGALG00000019228	1
ENSMMUG00000005285	6	ENSGALG00000006367	13
ENSMMUG00000005287	1	ENSGALG00000011369	8
ENSMMUG00000005292	X	ENSGALG00000016245	1
ENSMMUG00000005298	5	ENSGALG00000015537	4
ENSMMUG00000005299	3	ENSGALG00000005223	2
ENSMMUG00000005300	2	ENSGALG00000041650	12
ENSMMUG00000005301	11	ENSGALG00000003736	15
ENSMMUG00000005304	X	ENSGALG00000016228	1
ENSMMUG00000005318	8	ENSGALG00000000357	22
ENSMMUG00000005323	16	ENSGALG00000005064	14
ENSMMUG00000005325	16	ENSGALG00000005083	14
ENSMMUG00000005327	16	ENSGALG00000005094	14
ENSMMUG00000005328	4	ENSGALG00000041938	3
ENSMMUG00000005334	20	ENSGALG00000033507	11
ENSMMUG00000005340	4	ENSGALG00000016320	3
ENSMMUG00000005341	10	ENSGALG00000012034	1
ENSMMUG00000005342	1	ENSGALG00000010140	8
ENSMMUG00000005344	4	ENSGALG00000016321	3
ENSMMUG00000005346	4	ENSGALG00000013768	3
ENSMMUG00000005348	4	ENSGALG00000013765	3
ENSMMUG00000005352	16	ENSGALG00000037018	18
ENSMMUG00000005353	14	ENSGALG00000017179	1
ENSMMUG00000005355	16	ENSGALG00000027070	18
ENSMMUG00000005356	8	ENSGALG00000037955	2
ENSMMUG00000005357	6	ENSGALG00000014784	Z
ENSMMUG00000005358	8	ENSGALG00000040794	2
ENSMMUG00000005360	8	ENSGALG00000041353	2
ENSMMUG00000005361	1	ENSGALG00000008709	8
ENSMMUG00000005362	4	ENSGALG00000019976	3
ENSMMUG00000005363	8	ENSGALG00000043827	2
ENSMMUG00000005365	4	ENSGALG00000013777	3
ENSMMUG00000005366	4	ENSGALG00000013773	3
ENSMMUG00000005367	9	ENSGALG00000004446	6
ENSMMUG00000005370	2	ENSGALG00000011262	2
ENSMMUG00000005372	1	ENSGALG00000029001	23
ENSMMUG00000005376	16	ENSGALG00000001503	18
ENSMMUG00000005380	5	ENSGALG00000009982	4
ENSMMUG00000005382	5	ENSGALG00000009974	4
ENSMMUG00000005383	9	ENSGALG00000009823	6
ENSMMUG00000005388	13	ENSGALG00000010014	3
ENSMMUG00000005389	13	ENSGALG00000020057	3
ENSMMUG00000005391	13	ENSGALG00000010010	3
ENSMMUG00000005393	12	ENSGALG00000005206	9
ENSMMUG00000005401	15	ENSGALG00000015110	Z
ENSMMUG00000005402	7	ENSGALG00000010501	5
ENSMMUG00000005406	4	ENSGALG00000012731	2
ENSMMUG00000005407	4	ENSGALG00000012730	2
ENSMMUG00000005410	1	ENSGALG00000004806	8
ENSMMUG00000005414	6	ENSGALG00000004581	13
ENSMMUG00000005417	10	ENSGALG00000012472	1
ENSMMUG00000005421	11	ENSGALG00000020905	15
ENSMMUG00000005422	3	ENSGALG00000012834	1
ENSMMUG00000005423	14	ENSGALG00000041552	KQ759555.1
ENSMMUG00000005425	17	ENSGALG00000045052	1
ENSMMUG00000005426	1	ENSGALG00000037995	26
ENSMMUG00000005427	10	ENSGALG00000014159	1
ENSMMUG00000005430	7	ENSGALG00000007000	10
ENSMMUG00000005432	10	ENSGALG00000041760	15
ENSMMUG00000005435	3	ENSGALG00000010708	2
ENSMMUG00000005437	14	ENSGALG00000017170	1
ENSMMUG00000005440	14	ENSGALG00000017169	1
ENSMMUG00000005446	4	ENSGALG00000015831	3
ENSMMUG00000005447	5	ENSGALG00000009361	4
ENSMMUG00000005448	7	ENSGALG00000001729	10
ENSMMUG00000005450	14	ENSGALG00000022696	1
ENSMMUG00000005451	10	ENSGALG00000008085	15
ENSMMUG00000005452	2	ENSGALG00000025844	12
