Macaque	ChrMacaque	Platypus	ChrPlatypus
ENSMMUG00000009029	17	ENSOANG00000009059	Contig59
ENSMMUG00000009030	17	ENSOANG00000009057	Contig59
ENSMMUG00000009033	5	ENSOANG00000009694	12
ENSMMUG00000009035	2	ENSOANG00000006706	Ultra32
ENSMMUG00000009037	X	ENSOANG00000002578	Ultra390
ENSMMUG00000009041	6	ENSOANG00000007012	Contig3027
ENSMMUG00000009043	X	ENSOANG00000002577	Ultra390
ENSMMUG00000009045	6	ENSOANG00000032035	Contig3027
ENSMMUG00000009048	11	ENSOANG00000000603	2
ENSMMUG00000009049	18	ENSOANG00000008126	3
ENSMMUG00000009050	18	ENSOANG00000014593	Contig765
ENSMMUG00000009051	18	ENSOANG00000014594	Contig765
ENSMMUG00000009053	14	ENSOANG00000011285	3
ENSMMUG00000009054	X	ENSOANG00000004058	Ultra390
ENSMMUG00000009055	14	ENSOANG00000021520	Contig5672
ENSMMUG00000009058	6	ENSOANG00000015371	Contig27316
ENSMMUG00000009059	6	ENSOANG00000011659	Contig9687
ENSMMUG00000009060	4	ENSOANG00000014938	Ultra137
ENSMMUG00000009062	4	ENSOANG00000014939	Ultra137
ENSMMUG00000009063	3	ENSOANG00000006420	Ultra222
ENSMMUG00000009067	5	ENSOANG00000003571	Ultra512
ENSMMUG00000009069	16	ENSOANG00000005253	Ultra288
ENSMMUG00000009075	10	ENSOANG00000001656	Contig2740
ENSMMUG00000009076	1	ENSOANG00000001017	Ultra341
ENSMMUG00000009077	16	ENSOANG00000005260	Ultra288
ENSMMUG00000009085	1	ENSOANG00000001024	Ultra341
ENSMMUG00000009087	7	ENSOANG00000004080	Ultra130
ENSMMUG00000009088	10	ENSOANG00000031584	Ultra358
ENSMMUG00000009091	5	ENSOANG00000013027	Contig2139
ENSMMUG00000009093	3	ENSOANG00000013476	Contig20212
ENSMMUG00000009096	1	ENSOANG00000001094	Contig30197
ENSMMUG00000009098	10	ENSOANG00000012181	Contig2621
ENSMMUG00000009100	1	ENSOANG00000010243	Ultra67
ENSMMUG00000009101	10	ENSOANG00000012182	Contig2621
ENSMMUG00000009107	2	ENSOANG00000007500	Contig14
ENSMMUG00000009108	6	ENSOANG00000012186	Contig2621
ENSMMUG00000009109	20	ENSOANG00000012112	Ultra55
ENSMMUG00000009111	6	ENSOANG00000002305	X1
ENSMMUG00000009112	15	ENSOANG00000013202	4
ENSMMUG00000009113	6	ENSOANG00000002309	X1
ENSMMUG00000009115	10	ENSOANG00000020295	Contig10799
ENSMMUG00000009119	10	ENSOANG00000005649	Contig7027
ENSMMUG00000009120	10	ENSOANG00000009622	Contig3015
ENSMMUG00000009123	8	ENSOANG00000006555	5
ENSMMUG00000009128	9	ENSOANG00000021618	Contig19421
ENSMMUG00000009129	19	ENSOANG00000012578	Ultra428
ENSMMUG00000009132	16	ENSOANG00000009655	Contig8437
ENSMMUG00000009133	16	ENSOANG00000008491	Ultra324
ENSMMUG00000009139	16	ENSOANG00000008495	Ultra324
ENSMMUG00000009144	8	ENSOANG00000005046	7
ENSMMUG00000009151	18	ENSOANG00000010132	Ultra314
ENSMMUG00000009152	11	ENSOANG00000015677	Contig3172
ENSMMUG00000009154	5	ENSOANG00000006686	18
ENSMMUG00000009156	13	ENSOANG00000004133	Contig2119
ENSMMUG00000009158	6	ENSOANG00000001618	1
ENSMMUG00000009159	11	ENSOANG00000006522	Contig6698
ENSMMUG00000009160	7	ENSOANG00000007544	5
ENSMMUG00000009171	6	ENSOANG00000007800	X1
ENSMMUG00000009173	17	ENSOANG00000005462	10
ENSMMUG00000009174	13	ENSOANG00000003420	Contig4623
ENSMMUG00000009177	5	ENSOANG00000006920	Ultra362
ENSMMUG00000009180	5	ENSOANG00000006921	Ultra362
ENSMMUG00000009187	15	ENSOANG00000011856	Ultra458
ENSMMUG00000009189	1	ENSOANG00000008130	Ultra556
ENSMMUG00000009192	10	ENSOANG00000008413	Ultra56
ENSMMUG00000009194	5	ENSOANG00000015113	12
ENSMMUG00000009198	2	ENSOANG00000000872	7
ENSMMUG00000009199	10	ENSOANG00000009608	Contig7046
ENSMMUG00000009201	10	ENSOANG00000000429	Contig11929
ENSMMUG00000009203	16	ENSOANG00000002227	Ultra324
ENSMMUG00000009204	14	ENSOANG00000005855	3
ENSMMUG00000009206	9	ENSOANG00000015445	Contig13
ENSMMUG00000009212	11	ENSOANG00000015323	Ultra196
ENSMMUG00000009223	19	ENSOANG00000031146	Contig30423
ENSMMUG00000009227	10	ENSOANG00000003723	Ultra337
ENSMMUG00000009228	16	ENSOANG00000009719	Contig1744
ENSMMUG00000009236	11	ENSOANG00000005533	Ultra443
ENSMMUG00000009238	13	ENSOANG00000011164	Ultra187
ENSMMUG00000009242	16	ENSOANG00000006117	Contig6846
ENSMMUG00000009244	13	ENSOANG00000012239	Ultra187
ENSMMUG00000009246	13	ENSOANG00000012240	Ultra187
ENSMMUG00000009247	9	ENSOANG00000013335	Contig1918
ENSMMUG00000009251	11	ENSOANG00000021934	Contig23904
ENSMMUG00000009254	13	ENSOANG00000010350	Ultra544
ENSMMUG00000009255	11	ENSOANG00000004784	2
ENSMMUG00000009256	13	ENSOANG00000010349	Ultra544
ENSMMUG00000009265	1	ENSOANG00000003011	Contig9184
ENSMMUG00000009268	12	ENSOANG00000011829	Contig11119
ENSMMUG00000009275	19	ENSOANG00000000569	Contig23648
ENSMMUG00000009277	19	ENSOANG00000012979	Contig39654
ENSMMUG00000009281	7	ENSOANG00000010605	Ultra494
ENSMMUG00000009282	1	ENSOANG00000000378	Contig21609
ENSMMUG00000009286	9	ENSOANG00000005909	3
ENSMMUG00000009287	6	ENSOANG00000005104	X1
ENSMMUG00000009288	3	ENSOANG00000006461	Ultra222
ENSMMUG00000009289	3	ENSOANG00000006462	Ultra222
ENSMMUG00000009295	X	ENSOANG00000009213	Contig3093
ENSMMUG00000009296	X	ENSOANG00000009214	Contig3093
ENSMMUG00000009298	6	ENSOANG00000002566	Ultra418
ENSMMUG00000009301	6	ENSOANG00000007236	Ultra418
ENSMMUG00000009302	11	ENSOANG00000006612	Ultra443
ENSMMUG00000009304	11	ENSOANG00000006610	Ultra443
ENSMMUG00000009306	10	ENSOANG00000012971	Contig25419
ENSMMUG00000009307	10	ENSOANG00000008440	Contig5899
ENSMMUG00000009308	11	ENSOANG00000006609	Ultra443
ENSMMUG00000009312	11	ENSOANG00000006608	Ultra443
ENSMMUG00000009317	6	ENSOANG00000030288	Contig182430
ENSMMUG00000009325	3	ENSOANG00000011461	10
ENSMMUG00000009327	15	ENSOANG00000011986	Contig1767
ENSMMUG00000009330	1	ENSOANG00000010071	Contig3110
ENSMMUG00000009333	15	ENSOANG00000011985	Contig1767
ENSMMUG00000009334	19	ENSOANG00000002971	Ultra419
ENSMMUG00000009337	19	ENSOANG00000002972	Ultra419
ENSMMUG00000009339	9	ENSOANG00000000463	Ultra12
ENSMMUG00000009341	9	ENSOANG00000000460	Ultra12
ENSMMUG00000009345	2	ENSOANG00000009305	Contig3048
ENSMMUG00000009350	1	ENSOANG00000014603	Ultra178
ENSMMUG00000009354	1	ENSOANG00000009103	Contig19218
ENSMMUG00000009358	1	ENSOANG00000014412	Contig6446
ENSMMUG00000009361	7	ENSOANG00000030692	Contig16456
ENSMMUG00000009364	10	ENSOANG00000009253	Ultra516
ENSMMUG00000009372	13	ENSOANG00000002333	1
ENSMMUG00000009373	1	ENSOANG00000002481	Ultra472
ENSMMUG00000009375	9	ENSOANG00000007827	17
ENSMMUG00000009377	16	ENSOANG00000012910	Contig19997
ENSMMUG00000009382	8	ENSOANG00000014236	Contig6445
ENSMMUG00000009384	16	ENSOANG00000010146	Contig37947
ENSMMUG00000009388	5	ENSOANG00000010867	4
ENSMMUG00000009390	5	ENSOANG00000030361	Ultra328
ENSMMUG00000009392	5	ENSOANG00000003968	Ultra328
ENSMMUG00000009393	7	ENSOANG00000003856	Contig15910
ENSMMUG00000009394	14	ENSOANG00000010503	Ultra192
ENSMMUG00000009396	6	ENSOANG00000007430	Ultra459
ENSMMUG00000009398	16	ENSOANG00000012945	Contig7494
ENSMMUG00000009399	16	ENSOANG00000014112	Contig12629
ENSMMUG00000009400	12	ENSOANG00000006204	Ultra514
ENSMMUG00000009405	13	ENSOANG00000007629	2
ENSMMUG00000009408	13	ENSOANG00000004681	Contig3204
ENSMMUG00000009409	7	ENSOANG00000004052	Contig23151
ENSMMUG00000009411	6	ENSOANG00000005096	X1
ENSMMUG00000009413	6	ENSOANG00000005095	X1
ENSMMUG00000009414	10	ENSOANG00000007785	Contig6811
ENSMMUG00000009418	2	ENSOANG00000002775	Ultra203
ENSMMUG00000009420	17	ENSOANG00000004504	Contig12543
ENSMMUG00000009424	20	ENSOANG00000015276	Contig6231
ENSMMUG00000009426	7	ENSOANG00000010366	5
ENSMMUG00000009431	1	ENSOANG00000020963	Contig11910
ENSMMUG00000009439	5	ENSOANG00000006701	18
ENSMMUG00000009443	11	ENSOANG00000003357	Contig13294
ENSMMUG00000009447	12	ENSOANG00000020803	Ultra162
ENSMMUG00000009448	12	ENSOANG00000005244	Contig4011
ENSMMUG00000009449	4	ENSOANG00000015440	Contig1111
ENSMMUG00000009452	1	ENSOANG00000014898	Contig2043
ENSMMUG00000009457	11	ENSOANG00000029163	Contig47293
ENSMMUG00000009459	16	ENSOANG00000008045	Ultra288
ENSMMUG00000009460	12	ENSOANG00000021897	Contig15458
ENSMMUG00000009461	16	ENSOANG00000008046	Ultra288
ENSMMUG00000009464	16	ENSOANG00000008042	Ultra288
ENSMMUG00000009468	13	ENSOANG00000003621	Ultra514
ENSMMUG00000009472	8	ENSOANG00000014123	X1
ENSMMUG00000009473	20	ENSOANG00000003732	Ultra78
ENSMMUG00000009475	12	ENSOANG00000006070	Ultra514
ENSMMUG00000009477	7	ENSOANG00000015688	Contig12690
ENSMMUG00000009479	9	ENSOANG00000011748	Contig677
ENSMMUG00000009481	X	ENSOANG00000008712	Ultra519
ENSMMUG00000009482	X	ENSOANG00000008723	Ultra519
ENSMMUG00000009483	20	ENSOANG00000007228	Contig22653
ENSMMUG00000009491	4	ENSOANG00000022119	Contig18818
ENSMMUG00000009493	15	ENSOANG00000021486	Contig6909
ENSMMUG00000009494	3	ENSOANG00000011467	10
ENSMMUG00000009495	3	ENSOANG00000011468	10
ENSMMUG00000009496	3	ENSOANG00000011470	10
ENSMMUG00000009498	14	ENSOANG00000007894	Ultra163
ENSMMUG00000009499	3	ENSOANG00000011469	10
ENSMMUG00000009504	16	ENSOANG00000008847	Contig113569
ENSMMUG00000009508	1	ENSOANG00000013730	Contig696
ENSMMUG00000009511	12	ENSOANG00000013348	Contig16853
ENSMMUG00000009519	11	ENSOANG00000005543	Ultra443
ENSMMUG00000009520	7	ENSOANG00000005412	Contig397
ENSMMUG00000009524	11	ENSOANG00000005542	Ultra443
ENSMMUG00000009536	2	ENSOANG00000014946	Contig18791
ENSMMUG00000009540	19	ENSOANG00000010990	Contig20780
ENSMMUG00000009549	2	ENSOANG00000007536	Contig14
ENSMMUG00000009561	9	ENSOANG00000001533	Ultra272
ENSMMUG00000009562	1	ENSOANG00000010005	Contig704
ENSMMUG00000009564	2	ENSOANG00000000870	Contig9538
ENSMMUG00000009566	7	ENSOANG00000020008	Contig34712
ENSMMUG00000009569	20	ENSOANG00000012353	Contig6061
ENSMMUG00000009575	7	ENSOANG00000012721	Contig2676
ENSMMUG00000009577	7	ENSOANG00000013972	4
ENSMMUG00000009579	17	ENSOANG00000015540	Ultra336
ENSMMUG00000009583	11	ENSOANG00000003858	Contig12723
ENSMMUG00000009584	7	ENSOANG00000001009	Ultra321
ENSMMUG00000009585	4	ENSOANG00000001266	Ultra483
ENSMMUG00000009588	16	ENSOANG00000005233	Contig1555
ENSMMUG00000009589	16	ENSOANG00000005232	Contig1555
ENSMMUG00000009590	16	ENSOANG00000000334	Contig26927
ENSMMUG00000009593	12	ENSOANG00000008606	Ultra514
ENSMMUG00000009594	9	ENSOANG00000000474	Ultra272
ENSMMUG00000009597	16	ENSOANG00000010104	Ultra42
ENSMMUG00000009599	13	ENSOANG00000028712	Contig28406
ENSMMUG00000009602	16	ENSOANG00000010105	Ultra42
ENSMMUG00000009603	13	ENSOANG00000021092	Contig30178
ENSMMUG00000009604	16	ENSOANG00000010106	Ultra42
ENSMMUG00000009606	10	ENSOANG00000003365	Ultra337
ENSMMUG00000009609	3	ENSOANG00000009616	Ultra65
ENSMMUG00000009610	3	ENSOANG00000010587	Contig250328
ENSMMUG00000009611	3	ENSOANG00000006114	Ultra274
ENSMMUG00000009614	2	ENSOANG00000015309	Ultra389
ENSMMUG00000009615	12	ENSOANG00000014598	Contig765
ENSMMUG00000009616	3	ENSOANG00000011440	10
ENSMMUG00000009617	12	ENSOANG00000014597	Contig765
ENSMMUG00000009622	X	ENSOANG00000011692	6
ENSMMUG00000009624	6	ENSOANG00000007426	Ultra84
ENSMMUG00000009625	3	ENSOANG00000011442	10
ENSMMUG00000009637	5	ENSOANG00000006682	18
ENSMMUG00000009638	11	ENSOANG00000012140	Contig4484
ENSMMUG00000009640	11	ENSOANG00000014451	Contig18235
ENSMMUG00000009648	7	ENSOANG00000014065	4
ENSMMUG00000009649	7	ENSOANG00000014067	4
ENSMMUG00000009652	5	ENSOANG00000014947	Ultra445
ENSMMUG00000009655	9	ENSOANG00000030637	Contig45322
ENSMMUG00000009656	19	ENSOANG00000014712	Contig9145
ENSMMUG00000009657	19	ENSOANG00000011901	Contig56730
ENSMMUG00000009658	10	ENSOANG00000001236	Ultra56
ENSMMUG00000009659	7	ENSOANG00000002696	Contig3403
ENSMMUG00000009660	13	ENSOANG00000009857	X1
ENSMMUG00000009662	13	ENSOANG00000009858	X1
ENSMMUG00000009663	9	ENSOANG00000022176	Contig24010
ENSMMUG00000009672	19	ENSOANG00000006293	Ultra355
ENSMMUG00000009674	19	ENSOANG00000006820	Contig27821
ENSMMUG00000009677	19	ENSOANG00000009188	Ultra266
ENSMMUG00000009679	1	ENSOANG00000002061	Ultra472
ENSMMUG00000009683	20	ENSOANG00000006548	Contig32766
ENSMMUG00000009684	20	ENSOANG00000004107	Contig17989
ENSMMUG00000009685	1	ENSOANG00000012248	Ultra266
ENSMMUG00000009688	20	ENSOANG00000008190	11
ENSMMUG00000009693	2	ENSOANG00000001375	X1
ENSMMUG00000009694	2	ENSOANG00000011733	Ultra359
ENSMMUG00000009695	14	ENSOANG00000007022	Contig17974
ENSMMUG00000009699	2	ENSOANG00000011551	Ultra40
ENSMMUG00000009703	2	ENSOANG00000007720	Contig3706
ENSMMUG00000009704	19	ENSOANG00000003006	Contig20274
ENSMMUG00000009707	6	ENSOANG00000003606	X1
ENSMMUG00000009711	3	ENSOANG00000009090	Contig165107
ENSMMUG00000009713	16	ENSOANG00000028578	Contig8541
ENSMMUG00000009719	X	ENSOANG00000003708	Ultra15
ENSMMUG00000009725	4	ENSOANG00000013791	Ultra293
ENSMMUG00000009729	6	ENSOANG00000010876	Contig1951
ENSMMUG00000009732	13	ENSOANG00000003831	Contig4309
ENSMMUG00000009734	16	ENSOANG00000008050	Ultra288
ENSMMUG00000009736	4	ENSOANG00000008927	Ultra542
ENSMMUG00000009738	7	ENSOANG00000005724	Ultra378
ENSMMUG00000009742	2	ENSOANG00000028855	Contig26034
ENSMMUG00000009744	2	ENSOANG00000002136	Contig4337
ENSMMUG00000009745	2	ENSOANG00000010085	Ultra51
ENSMMUG00000009746	2	ENSOANG00000021730	Contig26244
ENSMMUG00000009755	8	ENSOANG00000008597	Contig15389
ENSMMUG00000009758	6	ENSOANG00000011595	Contig22
ENSMMUG00000009759	16	ENSOANG00000014584	Contig765
ENSMMUG00000009760	2	ENSOANG00000004961	Contig7042
ENSMMUG00000009763	16	ENSOANG00000000236	Contig18596
ENSMMUG00000009764	2	ENSOANG00000022413	Contig30196
ENSMMUG00000009771	16	ENSOANG00000009355	Contig4009
ENSMMUG00000009772	12	ENSOANG00000007782	Contig593
ENSMMUG00000009773	1	ENSOANG00000004000	Contig6202
ENSMMUG00000009775	15	ENSOANG00000010168	Ultra474
ENSMMUG00000009787	19	ENSOANG00000004103	Contig20719
ENSMMUG00000009788	11	ENSOANG00000029607	Contig79117
ENSMMUG00000009790	17	ENSOANG00000015635	Ultra336
ENSMMUG00000009791	17	ENSOANG00000015634	Ultra336
ENSMMUG00000009792	9	ENSOANG00000002260	Contig6322
ENSMMUG00000009793	12	ENSOANG00000007883	Ultra530
ENSMMUG00000009796	8	ENSOANG00000008027	5
ENSMMUG00000009798	20	ENSOANG00000004762	Contig28397
ENSMMUG00000009799	20	ENSOANG00000000267	Contig15877
ENSMMUG00000009800	9	ENSOANG00000011007	Ultra28
ENSMMUG00000009802	16	ENSOANG00000000934	Contig8076
ENSMMUG00000009805	20	ENSOANG00000029723	Contig26570
ENSMMUG00000009808	20	ENSOANG00000004479	Contig28926
ENSMMUG00000009816	5	ENSOANG00000015114	12
ENSMMUG00000009817	5	ENSOANG00000015115	12
ENSMMUG00000009818	3	ENSOANG00000013383	Ultra65
ENSMMUG00000009819	5	ENSOANG00000015116	12
ENSMMUG00000009820	5	ENSOANG00000015117	12
ENSMMUG00000009829	7	ENSOANG00000012940	Ultra375
ENSMMUG00000009831	15	ENSOANG00000009884	Ultra477
ENSMMUG00000009832	15	ENSOANG00000020476	Contig32265
ENSMMUG00000009837	7	ENSOANG00000012941	Ultra375
ENSMMUG00000009838	7	ENSOANG00000010593	Contig7188
ENSMMUG00000009840	7	ENSOANG00000022260	Contig5942
ENSMMUG00000009841	6	ENSOANG00000014572	3
ENSMMUG00000009842	7	ENSOANG00000009826	Contig13579
ENSMMUG00000009844	12	ENSOANG00000007987	Ultra387
ENSMMUG00000009847	9	ENSOANG00000014795	Contig9797
ENSMMUG00000009849	20	ENSOANG00000011336	Ultra521
ENSMMUG00000009856	4	ENSOANG00000010302	Ultra542
ENSMMUG00000009860	17	ENSOANG00000028581	Ultra336
ENSMMUG00000009861	4	ENSOANG00000014618	2
ENSMMUG00000009862	17	ENSOANG00000015572	Ultra336
ENSMMUG00000009867	7	ENSOANG00000001011	Ultra321
ENSMMUG00000009868	1	ENSOANG00000007874	Contig15571
ENSMMUG00000009869	7	ENSOANG00000001012	Ultra321
ENSMMUG00000009871	13	ENSOANG00000002626	Ultra111
ENSMMUG00000009874	13	ENSOANG00000004625	20
ENSMMUG00000009882	7	ENSOANG00000013357	Ultra122
ENSMMUG00000009886	16	ENSOANG00000032240	Contig33345
ENSMMUG00000009887	16	ENSOANG00000004620	Contig56570
ENSMMUG00000009889	16	ENSOANG00000030084	Contig62776
ENSMMUG00000009890	17	ENSOANG00000028385	Ultra304
ENSMMUG00000009892	17	ENSOANG00000011323	Ultra284
ENSMMUG00000009898	20	ENSOANG00000002418	Ultra281
ENSMMUG00000009901	20	ENSOANG00000002417	Ultra281
ENSMMUG00000009906	9	ENSOANG00000003924	Contig10142
ENSMMUG00000009907	7	ENSOANG00000012922	Contig3032
ENSMMUG00000009912	17	ENSOANG00000009032	Contig59
ENSMMUG00000009914	17	ENSOANG00000015497	Ultra336
ENSMMUG00000009915	15	ENSOANG00000005050	Ultra81
ENSMMUG00000009916	15	ENSOANG00000005052	Ultra81
ENSMMUG00000009917	3	ENSOANG00000001378	Contig10367
ENSMMUG00000009922	4	ENSOANG00000001412	Ultra144
ENSMMUG00000009926	13	ENSOANG00000005170	Contig22436
ENSMMUG00000009931	2	ENSOANG00000020078	Ultra51
ENSMMUG00000009936	1	ENSOANG00000001458	Ultra67
ENSMMUG00000009937	16	ENSOANG00000012643	Ultra69
ENSMMUG00000009938	16	ENSOANG00000011452	Contig9030
ENSMMUG00000009939	1	ENSOANG00000001190	Ultra533
ENSMMUG00000009944	5	ENSOANG00000006308	Contig12860
ENSMMUG00000009945	10	ENSOANG00000003572	Ultra212
ENSMMUG00000009952	8	ENSOANG00000031777	Contig16990
ENSMMUG00000009956	15	ENSOANG00000009706	Ultra228
ENSMMUG00000009958	8	ENSOANG00000008353	Contig1777
ENSMMUG00000009961	15	ENSOANG00000009704	Ultra228
ENSMMUG00000009966	13	ENSOANG00000000661	Contig16986
ENSMMUG00000009967	1	ENSOANG00000008472	Ultra67
ENSMMUG00000009969	8	ENSOANG00000006669	Contig6362
ENSMMUG00000009971	7	ENSOANG00000005434	Ultra378
ENSMMUG00000009973	15	ENSOANG00000014780	4
ENSMMUG00000009974	7	ENSOANG00000005436	Ultra378
ENSMMUG00000009976	15	ENSOANG00000014782	4
ENSMMUG00000009988	19	ENSOANG00000005748	Ultra49
ENSMMUG00000009990	8	ENSOANG00000007278	7
ENSMMUG00000009997	6	ENSOANG00000010047	X5
ENSMMUG00000009998	2	ENSOANG00000012387	Ultra145
ENSMMUG00000010000	11	ENSOANG00000012629	Contig15331
ENSMMUG00000010002	11	ENSOANG00000022201	Contig16531
ENSMMUG00000010006	10	ENSOANG00000009270	Ultra516
ENSMMUG00000010007	6	ENSOANG00000011667	Contig4144
ENSMMUG00000010008	6	ENSOANG00000011660	Contig4144
ENSMMUG00000010009	14	ENSOANG00000006304	Contig2444
ENSMMUG00000010010	14	ENSOANG00000006302	Contig2444
ENSMMUG00000010012	JSUE03231907.1	ENSOANG00000028373	Contig4144
ENSMMUG00000010014	16	ENSOANG00000010100	Ultra42
ENSMMUG00000010028	10	ENSOANG00000020000	Contig26188
ENSMMUG00000010030	1	ENSOANG00000006753	Contig15164
ENSMMUG00000010031	2	ENSOANG00000010530	Ultra51
ENSMMUG00000010032	10	ENSOANG00000000458	Contig20271
ENSMMUG00000010033	2	ENSOANG00000010531	Ultra51
ENSMMUG00000010036	7	ENSOANG00000028448	Contig6845
ENSMMUG00000010038	15	ENSOANG00000009634	X5
ENSMMUG00000010043	5	ENSOANG00000003668	Ultra445
ENSMMUG00000010046	7	ENSOANG00000015074	Contig14515
ENSMMUG00000010051	7	ENSOANG00000028651	Contig35235
ENSMMUG00000010058	2	ENSOANG00000004300	Ultra433
ENSMMUG00000010060	3	ENSOANG00000011464	10
ENSMMUG00000010066	13	ENSOANG00000020523	Contig32218
ENSMMUG00000010071	1	ENSOANG00000021433	Contig14850
ENSMMUG00000010073	1	ENSOANG00000009396	Contig2568
ENSMMUG00000010078	11	ENSOANG00000028822	Ultra573
ENSMMUG00000010079	19	ENSOANG00000012856	Contig23756
ENSMMUG00000010080	12	ENSOANG00000012754	7
ENSMMUG00000010081	1	ENSOANG00000000884	Ultra341
ENSMMUG00000010083	16	ENSOANG00000005664	Ultra17
ENSMMUG00000010095	1	ENSOANG00000013370	Ultra87
ENSMMUG00000010096	1	ENSOANG00000004403	Contig9493
ENSMMUG00000010100	19	ENSOANG00000008914	Contig17653
ENSMMUG00000010102	6	ENSOANG00000014558	Ultra177
ENSMMUG00000010104	3	ENSOANG00000012126	Contig1087
ENSMMUG00000010105	9	ENSOANG00000004618	Ultra217
ENSMMUG00000010109	19	ENSOANG00000013647	Contig17991
ENSMMUG00000010110	1	ENSOANG00000028834	Ultra341
ENSMMUG00000010111	19	ENSOANG00000013649	Contig17991
ENSMMUG00000010113	5	ENSOANG00000003800	Ultra277
ENSMMUG00000010114	10	ENSOANG00000002281	Contig5650
ENSMMUG00000010117	16	ENSOANG00000012492	Contig5399
ENSMMUG00000010121	16	ENSOANG00000001868	Contig23392
ENSMMUG00000010122	10	ENSOANG00000010565	Contig1083
ENSMMUG00000010124	14	ENSOANG00000006870	Contig233254
ENSMMUG00000010127	1	ENSOANG00000012099	Contig9640
ENSMMUG00000010128	14	ENSOANG00000008915	Contig17140
ENSMMUG00000010134	3	ENSOANG00000007775	Contig29016
ENSMMUG00000010135	1	ENSOANG00000002482	Ultra472
ENSMMUG00000010137	8	ENSOANG00000005388	X1
ENSMMUG00000010139	8	ENSOANG00000005391	X1
ENSMMUG00000010142	20	ENSOANG00000007157	2
ENSMMUG00000010143	15	ENSOANG00000008094	Contig13826
ENSMMUG00000010147	20	ENSOANG00000010974	X1
ENSMMUG00000010150	16	ENSOANG00000028367	Contig30486
ENSMMUG00000010152	8	ENSOANG00000007613	Ultra236
ENSMMUG00000010155	1	ENSOANG00000007343	Contig3984
ENSMMUG00000010156	1	ENSOANG00000011102	Contig2901
ENSMMUG00000010158	1	ENSOANG00000031442	Contig32066
ENSMMUG00000010159	1	ENSOANG00000005360	4
ENSMMUG00000010161	1	ENSOANG00000013854	Contig22063
ENSMMUG00000010162	3	ENSOANG00000013825	Contig244787
ENSMMUG00000010163	2	ENSOANG00000014279	Contig15226
ENSMMUG00000010166	13	ENSOANG00000009621	Contig4166
ENSMMUG00000010167	3	ENSOANG00000012497	Contig8762
ENSMMUG00000010168	7	ENSOANG00000004502	Contig1456
ENSMMUG00000010171	7	ENSOANG00000007549	5
ENSMMUG00000010172	7	ENSOANG00000007550	5
ENSMMUG00000010174	1	ENSOANG00000008482	Ultra67
ENSMMUG00000010176	1	ENSOANG00000008486	Ultra67
ENSMMUG00000010179	8	ENSOANG00000021093	Contig7218
ENSMMUG00000010184	14	ENSOANG00000008870	Ultra29
ENSMMUG00000010185	12	ENSOANG00000008621	Ultra514
ENSMMUG00000010189	8	ENSOANG00000030173	4
ENSMMUG00000010190	8	ENSOANG00000010068	Contig510
ENSMMUG00000010194	10	ENSOANG00000008967	Contig28126
ENSMMUG00000010195	12	ENSOANG00000012396	Contig6781
ENSMMUG00000010196	12	ENSOANG00000002760	Contig2115
ENSMMUG00000010197	8	ENSOANG00000010066	Contig510
ENSMMUG00000010198	10	ENSOANG00000020894	Contig42636
ENSMMUG00000010199	8	ENSOANG00000010062	Contig510
ENSMMUG00000010200	8	ENSOANG00000010060	Contig510
ENSMMUG00000010201	11	ENSOANG00000005865	Contig163550
ENSMMUG00000010203	11	ENSOANG00000012769	Contig16221
ENSMMUG00000010209	9	ENSOANG00000004260	Contig24242
ENSMMUG00000010210	11	ENSOANG00000008658	Contig13534
ENSMMUG00000010213	15	ENSOANG00000014879	Contig447
ENSMMUG00000010214	15	ENSOANG00000011135	Ultra309
ENSMMUG00000010225	19	ENSOANG00000031567	Contig16362
ENSMMUG00000010228	5	ENSOANG00000007442	12
ENSMMUG00000010229	14	ENSOANG00000008873	Ultra29
ENSMMUG00000010235	11	ENSOANG00000019819	Contig15911
ENSMMUG00000010238	13	ENSOANG00000012432	Ultra56
ENSMMUG00000010241	1	ENSOANG00000009482	Contig28186
ENSMMUG00000010244	8	ENSOANG00000002395	5
ENSMMUG00000010251	X	ENSOANG00000008719	Ultra519
ENSMMUG00000010252	X	ENSOANG00000002619	Ultra462
ENSMMUG00000010254	9	ENSOANG00000015263	3
ENSMMUG00000010257	13	ENSOANG00000003935	Contig3665
ENSMMUG00000010259	13	ENSOANG00000014471	Ultra202
ENSMMUG00000010265	13	ENSOANG00000014473	Ultra202
ENSMMUG00000010266	10	ENSOANG00000009275	Ultra516
ENSMMUG00000010267	8	ENSOANG00000004151	Contig881
ENSMMUG00000010269	13	ENSOANG00000003933	Contig3665
ENSMMUG00000010272	13	ENSOANG00000012848	Contig13558
ENSMMUG00000010277	14	ENSOANG00000000125	Ultra475
