Opossum	ChrOpossum	Chicken	ChrChicken
ENSMODG00000007115	5	ENSGALG00000003533	6
ENSMODG00000007121	2	ENSGALG00000026295	18
ENSMODG00000007122	2	ENSGALG00000001607	18
ENSMODG00000007123	8	ENSGALG00000019355	1
ENSMODG00000007124	3	ENSGALG00000034346	2
ENSMODG00000007126	2	ENSGALG00000007822	18
ENSMODG00000007130	4	ENSGALG00000019036	1
ENSMODG00000007131	6	ENSGALG00000008546	12
ENSMODG00000007132	8	ENSGALG00000014226	1
ENSMODG00000007135	2	ENSGALG00000001603	18
ENSMODG00000007137	2	ENSGALG00000007926	18
ENSMODG00000007138	5	ENSGALG00000029679	5
ENSMODG00000007139	2	ENSGALG00000004667	8
ENSMODG00000007140	8	ENSGALG00000009945	1
ENSMODG00000007142	1	ENSGALG00000034856	AADN04012244.1
ENSMODG00000007144	3	ENSGALG00000043532	2
ENSMODG00000007145	8	ENSGALG00000014227	1
ENSMODG00000007146	2	ENSGALG00000007934	18
ENSMODG00000007147	5	ENSGALG00000006077	5
ENSMODG00000007149	1	ENSGALG00000037326	5
ENSMODG00000007151	4	ENSGALG00000017310	1
ENSMODG00000007152	3	ENSGALG00000031693	2
ENSMODG00000007153	1	ENSGALG00000027742	28
ENSMODG00000007155	3	ENSGALG00000039222	2
ENSMODG00000007156	2	ENSGALG00000011659	3
ENSMODG00000007159	1	ENSGALG00000017652	5
ENSMODG00000007162	3	ENSGALG00000002969	28
ENSMODG00000007163	4	ENSGALG00000017309	1
ENSMODG00000007165	1	ENSGALG00000001916	13
ENSMODG00000007169	5	ENSGALG00000006401	5
ENSMODG00000007170	2	ENSGALG00000007955	18
ENSMODG00000007172	2	ENSGALG00000007961	18
ENSMODG00000007174	1	ENSGALG00000029743	5
ENSMODG00000007176	4	ENSGALG00000017308	1
ENSMODG00000007182	1	ENSGALG00000001895	13
ENSMODG00000007184	2	ENSGALG00000004700	8
ENSMODG00000007186	6	ENSGALG00000002350	14
ENSMODG00000007189	3	ENSGALG00000042900	28
ENSMODG00000007196	4	ENSGALG00000017307	1
ENSMODG00000007197	2	ENSGALG00000007965	18
ENSMODG00000007199	4	ENSGALG00000016288	1
ENSMODG00000007201	3	ENSGALG00000039212	28
ENSMODG00000007203	X	ENSGALG00000007594	4
ENSMODG00000007204	1	ENSGALG00000008195	3
ENSMODG00000007207	6	ENSGALG00000027173	14
ENSMODG00000007209	4	ENSGALG00000022696	1
ENSMODG00000007211	X	ENSGALG00000007599	4
ENSMODG00000007212	3	ENSGALG00000041897	28
ENSMODG00000007215	3	ENSGALG00000034751	2
ENSMODG00000007224	5	ENSGALG00000006074	5
ENSMODG00000007225	3	ENSGALG00000037777	2
ENSMODG00000007227	1	ENSGALG00000008552	3
ENSMODG00000007229	3	ENSGALG00000037011	28
ENSMODG00000007230	8	ENSGALG00000009940	1
ENSMODG00000007231	2	ENSGALG00000001577	18
ENSMODG00000007232	6	ENSGALG00000037545	12
ENSMODG00000007235	1	ENSGALG00000008550	3
ENSMODG00000007236	5	ENSGALG00000032558	5
ENSMODG00000007237	6	ENSGALG00000002428	14
ENSMODG00000007242	6	ENSGALG00000002442	14
ENSMODG00000007246	2	ENSGALG00000007974	18
ENSMODG00000007249	1	ENSGALG00000009415	5
ENSMODG00000007253	8	ENSGALG00000014228	1
ENSMODG00000007259	6	ENSGALG00000002484	14
ENSMODG00000007262	6	ENSGALG00000002412	Z
ENSMODG00000007265	8	ENSGALG00000014232	1
ENSMODG00000007268	3	ENSGALG00000031076	2
ENSMODG00000007269	6	ENSGALG00000006425	12
ENSMODG00000007272	2	ENSGALG00000004728	8
ENSMODG00000007273	5	ENSGALG00000006050	5
ENSMODG00000007275	6	ENSGALG00000031139	12
ENSMODG00000007277	6	ENSGALG00000002523	Z
ENSMODG00000007280	5	ENSGALG00000006035	5
ENSMODG00000007282	2	ENSGALG00000007992	18
ENSMODG00000007284	8	ENSGALG00000014233	1
ENSMODG00000007285	2	ENSGALG00000001563	18
ENSMODG00000007286	3	ENSGALG00000043033	2
ENSMODG00000007289	6	ENSGALG00000006357	12
ENSMODG00000007290	2	ENSGALG00000007999	18
ENSMODG00000007296	1	ENSGALG00000009400	5
ENSMODG00000007297	3	ENSGALG00000038745	2
ENSMODG00000007299	2	ENSGALG00000038320	8
ENSMODG00000007301	1	ENSGALG00000006431	6
ENSMODG00000007303	5	ENSGALG00000006022	5
ENSMODG00000007304	8	ENSGALG00000014234	1
ENSMODG00000007305	2	ENSGALG00000026715	18
ENSMODG00000007310	1	ENSGALG00000009387	5
ENSMODG00000007311	4	ENSGALG00000042604	1
ENSMODG00000007312	1	ENSGALG00000005319	11
ENSMODG00000007313	6	ENSGALG00000006345	12
ENSMODG00000007315	2	ENSGALG00000028979	18
ENSMODG00000007316	3	ENSGALG00000041112	2
ENSMODG00000007323	8	ENSGALG00000009927	1
ENSMODG00000007327	8	ENSGALG00000036255	1
ENSMODG00000007328	2	ENSGALG00000008011	18
ENSMODG00000007330	3	ENSGALG00000037933	2
ENSMODG00000007332	2	ENSGALG00000020922	8
ENSMODG00000007334	1	ENSGALG00000031182	5
ENSMODG00000007335	5	ENSGALG00000006015	5
ENSMODG00000007336	4	ENSGALG00000017304	1
ENSMODG00000007342	2	ENSGALG00000008016	18
ENSMODG00000007343	3	ENSGALG00000043597	2
ENSMODG00000007346	7	ENSGALG00000016868	1
ENSMODG00000007348	3	ENSGALG00000032506	2
ENSMODG00000007350	1	ENSGALG00000006421	6
ENSMODG00000007352	1	ENSGALG00000012466	5
ENSMODG00000007354	4	ENSGALG00000016312	1
ENSMODG00000007357	2	ENSGALG00000004806	8
ENSMODG00000007360	5	ENSGALG00000005986	5
ENSMODG00000007361	2	ENSGALG00000011660	3
ENSMODG00000007364	5	ENSGALG00000004106	5
ENSMODG00000007365	8	ENSGALG00000041470	1
ENSMODG00000007366	2	ENSGALG00000004812	8
ENSMODG00000007369	6	ENSGALG00000006325	12
ENSMODG00000007371	5	ENSGALG00000005971	5
ENSMODG00000007372	2	ENSGALG00000001503	18
ENSMODG00000007376	3	ENSGALG00000045995	2
ENSMODG00000007379	4	ENSGALG00000016318	1
ENSMODG00000007383	1	ENSGALG00000001826	13
ENSMODG00000007384	5	ENSGALG00000004153	5
ENSMODG00000007386	3	ENSGALG00000035094	2
ENSMODG00000007387	8	ENSGALG00000009904	1
ENSMODG00000007389	2	ENSGALG00000001518	18
ENSMODG00000007395	3	ENSGALG00000033439	2
ENSMODG00000007396	8	ENSGALG00000014551	1
ENSMODG00000007397	4	ENSGALG00000042030	1
ENSMODG00000007399	3	ENSGALG00000034876	2
ENSMODG00000007405	2	ENSGALG00000008023	18
ENSMODG00000007407	1	ENSGALG00000009704	6
ENSMODG00000007410	8	ENSGALG00000004897	1
ENSMODG00000007411	2	ENSGALG00000001433	18
ENSMODG00000007413	6	ENSGALG00000006306	12
ENSMODG00000007415	3	ENSGALG00000029842	2
ENSMODG00000007418	4	ENSGALG00000017312	1
ENSMODG00000007419	2	ENSGALG00000028354	18
ENSMODG00000007420	2	ENSGALG00000011624	3
ENSMODG00000007421	2	ENSGALG00000010812	3
ENSMODG00000007422	2	ENSGALG00000037219	8
ENSMODG00000007425	7	ENSGALG00000016870	1
ENSMODG00000007426	2	ENSGALG00000008034	18
ENSMODG00000007427	4	ENSGALG00000016323	1
ENSMODG00000007428	2	ENSGALG00000011625	3
ENSMODG00000007429	2	ENSGALG00000001534	21
ENSMODG00000007430	6	ENSGALG00000002548	Z
ENSMODG00000007432	7	ENSGALG00000022758	1
ENSMODG00000007433	8	ENSGALG00000031922	1
ENSMODG00000007436	3	ENSGALG00000035129	2
ENSMODG00000007437	1	ENSGALG00000001768	13
ENSMODG00000007439	8	ENSGALG00000007140	2
ENSMODG00000007441	3	ENSGALG00000039553	2
ENSMODG00000007442	5	ENSGALG00000005958	5
ENSMODG00000007443	6	ENSGALG00000030487	12
ENSMODG00000007448	4	ENSGALG00000017314	1
ENSMODG00000007452	6	ENSGALG00000044610	12
ENSMODG00000007454	2	ENSGALG00000033077	8
ENSMODG00000007455	8	ENSGALG00000043355	1
ENSMODG00000007458	2	ENSGALG00000003923	7
ENSMODG00000007459	2	ENSGALG00000014464	3
ENSMODG00000007461	4	ENSGALG00000017316	1
ENSMODG00000007462	X	ENSGALG00000007710	4
ENSMODG00000007463	6	ENSGALG00000025842	Z
ENSMODG00000007471	8	ENSGALG00000040247	5
ENSMODG00000007472	2	ENSGALG00000034230	8
ENSMODG00000007474	2	ENSGALG00000033385	7
ENSMODG00000007477	2	ENSGALG00000008057	18
ENSMODG00000007478	2	ENSGALG00000011637	3
ENSMODG00000007480	5	ENSGALG00000005948	5
ENSMODG00000007486	6	ENSGALG00000021340	Z
ENSMODG00000007489	1	ENSGALG00000034773	5
ENSMODG00000007497	2	ENSGALG00000014463	3
ENSMODG00000007500	3	ENSGALG00000033091	2
ENSMODG00000007501	6	ENSGALG00000002599	Z
ENSMODG00000007502	1	ENSGALG00000009693	6
ENSMODG00000007505	1	ENSGALG00000012489	5
ENSMODG00000007512	4	ENSGALG00000016327	1
ENSMODG00000007519	2	ENSGALG00000003980	7
ENSMODG00000007521	2	ENSGALG00000011661	3
ENSMODG00000007528	3	ENSGALG00000033638	2
ENSMODG00000007529	1	ENSGALG00000012148	5
ENSMODG00000007532	2	ENSGALG00000002424	18
ENSMODG00000007533	1	ENSGALG00000009684	6
ENSMODG00000007534	5	ENSGALG00000044914	5
ENSMODG00000007535	1	ENSGALG00000012145	5
ENSMODG00000007538	2	ENSGALG00000004045	7
ENSMODG00000007540	2	ENSGALG00000011663	3
ENSMODG00000007541	4	ENSGALG00000016340	1
ENSMODG00000007542	1	ENSGALG00000009681	6
ENSMODG00000007544	5	ENSGALG00000005908	5
ENSMODG00000007545	6	ENSGALG00000027658	Z
ENSMODG00000007547	4	ENSGALG00000017317	1
ENSMODG00000007548	1	ENSGALG00000030875	6
ENSMODG00000007552	1	ENSGALG00000023415	6
ENSMODG00000007557	5	ENSGALG00000005903	5
ENSMODG00000007561	3	ENSGALG00000029571	2
ENSMODG00000007562	2	ENSGALG00000002415	18
ENSMODG00000007566	4	ENSGALG00000010930	7
ENSMODG00000007569	4	ENSGALG00000017318	1
ENSMODG00000007570	3	ENSGALG00000029509	2
ENSMODG00000007571	5	ENSGALG00000007217	5
ENSMODG00000007573	6	ENSGALG00000002371	Z
ENSMODG00000007574	2	ENSGALG00000044567	18
ENSMODG00000007576	4	ENSGALG00000017319	1
ENSMODG00000007592	2	ENSGALG00000013747	3
ENSMODG00000007595	3	ENSGALG00000042354	2
ENSMODG00000007600	4	ENSGALG00000017320	1
ENSMODG00000007604	8	ENSGALG00000007169	2
ENSMODG00000007605	2	ENSGALG00000002389	18
ENSMODG00000007606	6	ENSGALG00000002326	Z
ENSMODG00000007607	3	ENSGALG00000042599	2
ENSMODG00000007608	4	ENSGALG00000017323	1
ENSMODG00000007609	1	ENSGALG00000001750	13
ENSMODG00000007615	8	ENSGALG00000031629	AADN04001190.1
ENSMODG00000007616	5	ENSGALG00000015949	3
ENSMODG00000007617	2	ENSGALG00000046008	3
ENSMODG00000007620	8	ENSGALG00000043435	AADN04000612.1
ENSMODG00000007623	1	ENSGALG00000012137	5
ENSMODG00000007626	6	ENSGALG00000034289	12
ENSMODG00000007627	5	ENSGALG00000041300	AADN04001796.1
ENSMODG00000007628	3	ENSGALG00000032282	2
ENSMODG00000007630	6	ENSGALG00000029632	12
ENSMODG00000007631	1	ENSGALG00000042009	13
ENSMODG00000007635	4	ENSGALG00000037736	AADN04006090.1
ENSMODG00000007636	2	ENSGALG00000002311	18
ENSMODG00000007637	7	ENSGALG00000016872	1
ENSMODG00000007640	2	ENSGALG00000002286	18
ENSMODG00000007641	1	ENSGALG00000001726	13
ENSMODG00000007644	3	ENSGALG00000036990	2
ENSMODG00000007645	6	ENSGALG00000002490	14
ENSMODG00000007647	2	ENSGALG00000013741	3
ENSMODG00000007648	1	ENSGALG00000012124	5
ENSMODG00000007651	1	ENSGALG00000001718	13
ENSMODG00000007654	2	ENSGALG00000019979	3
ENSMODG00000007656	6	ENSGALG00000006933	14
ENSMODG00000007657	8	ENSGALG00000040016	AADN04000612.1
ENSMODG00000007661	2	ENSGALG00000013737	3
ENSMODG00000007664	4	ENSGALG00000042317	1
ENSMODG00000007665	2	ENSGALG00000001348	18
ENSMODG00000007668	6	ENSGALG00000039363	12
ENSMODG00000007674	2	ENSGALG00000037377	3
ENSMODG00000007675	8	ENSGALG00000036642	AADN04000612.1
ENSMODG00000007676	2	ENSGALG00000013733	3
ENSMODG00000007677	3	ENSGALG00000037686	2
ENSMODG00000007679	8	ENSGALG00000011531	1
ENSMODG00000007681	6	ENSGALG00000039154	14
ENSMODG00000007684	2	ENSGALG00000002278	18
ENSMODG00000007685	6	ENSGALG00000002165	Z
ENSMODG00000007690	3	ENSGALG00000042840	2
ENSMODG00000007694	4	ENSGALG00000010902	7
ENSMODG00000007695	1	ENSGALG00000038042	13
ENSMODG00000007700	8	ENSGALG00000026284	1
ENSMODG00000007703	1	ENSGALG00000012118	5
ENSMODG00000007705	2	ENSGALG00000004302	7
ENSMODG00000007706	3	ENSGALG00000034806	2
ENSMODG00000007708	2	ENSGALG00000002234	18
ENSMODG00000007711	1	ENSGALG00000034889	5
ENSMODG00000007713	4	ENSGALG00000017329	1
ENSMODG00000007714	3	ENSGALG00000041918	2
ENSMODG00000007716	3	ENSGALG00000043535	2
ENSMODG00000007717	8	ENSGALG00000011514	1
ENSMODG00000007721	8	ENSGALG00000042297	AADN04000612.1
ENSMODG00000007723	8	ENSGALG00000011504	1
ENSMODG00000007727	1	ENSGALG00000001698	13
ENSMODG00000007730	5	ENSGALG00000030998	AADN04000732.1
ENSMODG00000007732	6	ENSGALG00000006982	14
ENSMODG00000007733	7	ENSGALG00000034197	1
ENSMODG00000007734	1	ENSGALG00000012105	5
ENSMODG00000007736	2	ENSGALG00000013732	3
ENSMODG00000007737	5	ENSGALG00000032161	5
ENSMODG00000007743	2	ENSGALG00000028301	18
ENSMODG00000007745	2	ENSGALG00000004228	7
ENSMODG00000007746	7	ENSGALG00000016875	1
ENSMODG00000007747	4	ENSGALG00000016348	1
ENSMODG00000007749	1	ENSGALG00000012101	5
ENSMODG00000007752	6	ENSGALG00000007008	14
ENSMODG00000007753	4	ENSGALG00000010900	7
ENSMODG00000007755	1	ENSGALG00000012098	5
ENSMODG00000007760	8	ENSGALG00000007215	2
ENSMODG00000007761	6	ENSGALG00000025743	14
ENSMODG00000007762	1	ENSGALG00000012095	5
ENSMODG00000007766	6	ENSGALG00000007030	14
ENSMODG00000007768	4	ENSGALG00000016351	1
ENSMODG00000007771	2	ENSGALG00000002194	18
ENSMODG00000007772	3	ENSGALG00000034610	2
ENSMODG00000007774	6	ENSGALG00000007044	14
ENSMODG00000007777	8	ENSGALG00000033386	AADN04000612.1
ENSMODG00000007778	1	ENSGALG00000041417	6
ENSMODG00000007781	1	ENSGALG00000001695	13
ENSMODG00000007782	1	ENSGALG00000012094	5
ENSMODG00000007783	2	ENSGALG00000013727	3
ENSMODG00000007786	7	ENSGALG00000016878	1
ENSMODG00000007789	6	ENSGALG00000007059	14
ENSMODG00000007790	5	ENSGALG00000005840	5
ENSMODG00000007791	8	ENSGALG00000004306	5
ENSMODG00000007792	2	ENSGALG00000043621	AADN04020128.1
ENSMODG00000007794	8	ENSGALG00000031699	1
ENSMODG00000007796	7	ENSGALG00000022751	1
ENSMODG00000007798	2	ENSGALG00000028145	3
ENSMODG00000007799	4	ENSGALG00000016357	1
ENSMODG00000007800	2	ENSGALG00000031425	18
ENSMODG00000007802	1	ENSGALG00000032289	6
ENSMODG00000007804	5	ENSGALG00000005815	5
ENSMODG00000007806	4	ENSGALG00000041384	KQ759635.1
ENSMODG00000007807	1	ENSGALG00000012089	5
ENSMODG00000007808	1	ENSGALG00000009610	6
ENSMODG00000007810	4	ENSGALG00000034879	AADN04011678.1
ENSMODG00000007811	4	ENSGALG00000016358	1
ENSMODG00000007813	2	ENSGALG00000002179	18
ENSMODG00000007814	1	ENSGALG00000000011	6
ENSMODG00000007815	6	ENSGALG00000007070	14
ENSMODG00000007816	6	ENSGALG00000001918	Z
ENSMODG00000007817	7	ENSGALG00000016880	1
ENSMODG00000007818	4	ENSGALG00000010891	7
ENSMODG00000007821	8	ENSGALG00000007254	2
ENSMODG00000007822	2	ENSGALG00000002159	18
ENSMODG00000007823	8	ENSGALG00000030853	1
ENSMODG00000007827	4	ENSGALG00000045414	1
ENSMODG00000007832	6	ENSGALG00000040793	14
ENSMODG00000007833	6	ENSGALG00000006097	12
ENSMODG00000007836	5	ENSGALG00000005807	5
ENSMODG00000007838	3	ENSGALG00000030843	2
ENSMODG00000007839	1	ENSGALG00000012039	5
ENSMODG00000007843	6	ENSGALG00000001900	Z
ENSMODG00000007847	8	ENSGALG00000007260	2
ENSMODG00000007853	3	ENSGALG00000034424	2
ENSMODG00000007857	4	ENSGALG00000017148	1
ENSMODG00000007859	8	ENSGALG00000007266	2
ENSMODG00000007860	1	ENSGALG00000001690	13
ENSMODG00000007861	4	ENSGALG00000016375	1
ENSMODG00000007863	1	ENSGALG00000038254	6
ENSMODG00000007864	6	ENSGALG00000006047	12
ENSMODG00000007871	2	ENSGALG00000032036	1
ENSMODG00000007872	8	ENSGALG00000007331	2
ENSMODG00000007873	7	ENSGALG00000016881	1
ENSMODG00000007874	3	ENSGALG00000031863	2
ENSMODG00000007878	6	ENSGALG00000007119	14
ENSMODG00000007881	1	ENSGALG00000012037	5
ENSMODG00000007884	8	ENSGALG00000035260	KQ759534.1
ENSMODG00000007888	4	ENSGALG00000010873	7
ENSMODG00000007889	6	ENSGALG00000005848	Z
ENSMODG00000007890	8	ENSGALG00000007346	2
ENSMODG00000007891	6	ENSGALG00000006037	12
ENSMODG00000007894	4	ENSGALG00000034473	1
ENSMODG00000007898	1	ENSGALG00000031966	5
ENSMODG00000007905	6	ENSGALG00000006009	12
ENSMODG00000007907	1	ENSGALG00000001662	13
ENSMODG00000007908	6	ENSGALG00000026195	Z
ENSMODG00000007909	5	ENSGALG00000005787	5
ENSMODG00000007914	6	ENSGALG00000007130	14
ENSMODG00000007920	3	ENSGALG00000043570	2
ENSMODG00000007924	8	ENSGALG00000007351	2
ENSMODG00000007925	6	ENSGALG00000028996	Z
ENSMODG00000007926	4	ENSGALG00000016382	1
ENSMODG00000007927	3	ENSGALG00000042883	2
ENSMODG00000007928	2	ENSGALG00000033643	AADN04001659.1
ENSMODG00000007930	1	ENSGALG00000001506	13
ENSMODG00000007931	4	ENSGALG00000042409	AADN04005000.1
ENSMODG00000007933	5	ENSGALG00000005769	5
ENSMODG00000007934	4	ENSGALG00000019157	1
ENSMODG00000007935	6	ENSGALG00000005999	12
ENSMODG00000007936	2	ENSGALG00000032799	3
ENSMODG00000007937	4	ENSGALG00000041552	KQ759555.1
ENSMODG00000007939	3	ENSGALG00000032031	2
ENSMODG00000007944	8	ENSGALG00000011456	1
ENSMODG00000007949	6	ENSGALG00000032736	12
ENSMODG00000007953	6	ENSGALG00000021365	Z
ENSMODG00000007954	8	ENSGALG00000007356	2
ENSMODG00000007955	6	ENSGALG00000005972	12
ENSMODG00000007957	8	ENSGALG00000043701	1
ENSMODG00000007959	2	ENSGALG00000013710	3
ENSMODG00000007963	2	ENSGALG00000036951	7
ENSMODG00000007964	3	ENSGALG00000033304	2
ENSMODG00000007966	1	ENSGALG00000032858	10
ENSMODG00000007968	1	ENSGALG00000034414	13
ENSMODG00000007976	2	ENSGALG00000014371	3
ENSMODG00000007977	6	ENSGALG00000028140	Z
ENSMODG00000007978	1	ENSGALG00000027232	13
ENSMODG00000007980	1	ENSGALG00000004435	10
ENSMODG00000007981	2	ENSGALG00000013695	3
ENSMODG00000007982	6	ENSGALG00000005966	12
ENSMODG00000007983	1	ENSGALG00000041347	22
ENSMODG00000007986	2	ENSGALG00000031763	3
ENSMODG00000007987	1	ENSGALG00000040152	13
ENSMODG00000007991	5	ENSGALG00000005750	5
ENSMODG00000007992	2	ENSGALG00000001156	18
ENSMODG00000007995	4	ENSGALG00000017145	1
ENSMODG00000007996	4	ENSGALG00000010858	7
ENSMODG00000007997	8	ENSGALG00000033709	1
ENSMODG00000007999	1	ENSGALG00000037734	10
ENSMODG00000008000	1	ENSGALG00000001445	13
ENSMODG00000008001	4	ENSGALG00000016391	1
ENSMODG00000008002	4	ENSGALG00000004336	4
ENSMODG00000008005	3	ENSGALG00000031860	2
ENSMODG00000008007	1	ENSGALG00000043262	AADN04001130.1
ENSMODG00000008008	5	ENSGALG00000041232	AADN04000732.1
ENSMODG00000008010	3	ENSGALG00000037644	2
ENSMODG00000008013	1	ENSGALG00000016504	3
ENSMODG00000008014	2	ENSGALG00000040000	3
ENSMODG00000008015	1	ENSGALG00000001429	13
ENSMODG00000008018	6	ENSGALG00000005931	12
ENSMODG00000008019	2	ENSGALG00000001163	18
ENSMODG00000008021	8	ENSGALG00000040993	2
ENSMODG00000008022	4	ENSGALG00000009846	7
ENSMODG00000008023	1	ENSGALG00000001416	13
ENSMODG00000008026	6	ENSGALG00000005831	Z
ENSMODG00000008028	1	ENSGALG00000033356	AADN04000662.1
ENSMODG00000008029	4	ENSGALG00000017142	1
ENSMODG00000008030	8	ENSGALG00000011421	1
ENSMODG00000008033	8	ENSGALG00000046210	AADN04008661.1
ENSMODG00000008034	6	ENSGALG00000038684	12
ENSMODG00000008037	2	ENSGALG00000001375	18
ENSMODG00000008038	2	ENSGALG00000004116	7
ENSMODG00000008039	1	ENSGALG00000001409	13
ENSMODG00000008040	3	ENSGALG00000041327	2
ENSMODG00000008045	6	ENSGALG00000005821	Z
ENSMODG00000008046	6	ENSGALG00000007149	14
ENSMODG00000008048	6	ENSGALG00000005909	12
ENSMODG00000008049	8	ENSGALG00000011414	1
ENSMODG00000008055	6	ENSGALG00000003378	14
ENSMODG00000008058	6	ENSGALG00000046225	Z
ENSMODG00000008060	Un	ENSGALG00000004900	19
ENSMODG00000008061	2	ENSGALG00000010843	3
ENSMODG00000008062	1	ENSGALG00000004369	10
ENSMODG00000008063	1	ENSGALG00000003672	13
ENSMODG00000008064	2	ENSGALG00000001036	18
ENSMODG00000008067	3	ENSGALG00000035561	2
ENSMODG00000008068	2	ENSGALG00000013683	3
ENSMODG00000008070	1	ENSGALG00000005347	11
ENSMODG00000008071	2	ENSGALG00000004129	7
ENSMODG00000008073	4	ENSGALG00000009841	7
ENSMODG00000008074	4	ENSGALG00000035720	1
ENSMODG00000008075	6	ENSGALG00000027295	Z
ENSMODG00000008078	1	ENSGALG00000037336	10
ENSMODG00000008083	5	ENSGALG00000005716	5
ENSMODG00000008086	4	ENSGALG00000016406	1
ENSMODG00000008088	1	ENSGALG00000040899	AADN04000662.1
ENSMODG00000008089	1	ENSGALG00000034395	11
ENSMODG00000008090	1	ENSGALG00000012025	5
ENSMODG00000008091	8	ENSGALG00000011409	1
ENSMODG00000008093	1	ENSGALG00000003691	13
ENSMODG00000008094	6	ENSGALG00000005806	Z
ENSMODG00000008095	6	ENSGALG00000005902	12
ENSMODG00000008096	5	ENSGALG00000046593	5
ENSMODG00000008099	6	ENSGALG00000003391	14
ENSMODG00000008100	3	ENSGALG00000031248	2
ENSMODG00000008102	1	ENSGALG00000013225	11
ENSMODG00000008103	4	ENSGALG00000017137	1
ENSMODG00000008108	8	ENSGALG00000011406	1
ENSMODG00000008109	1	ENSGALG00000013223	11
ENSMODG00000008110	4	ENSGALG00000009839	7
ENSMODG00000008112	6	ENSGALG00000021378	Z
ENSMODG00000008117	4	ENSGALG00000021683	21
ENSMODG00000008119	2	ENSGALG00000042079	3
ENSMODG00000008121	1	ENSGALG00000004347	10
ENSMODG00000008123	3	ENSGALG00000038395	2
ENSMODG00000008124	1	ENSGALG00000005377	11
ENSMODG00000008125	2	ENSGALG00000006284	8
ENSMODG00000008126	8	ENSGALG00000011400	1
ENSMODG00000008128	6	ENSGALG00000003400	14
ENSMODG00000008130	4	ENSGALG00000001223	21
ENSMODG00000008131	4	ENSGALG00000001258	1
ENSMODG00000008132	3	ENSGALG00000041795	2
ENSMODG00000008134	2	ENSGALG00000006261	8
ENSMODG00000008136	1	ENSGALG00000041896	10
ENSMODG00000008139	4	ENSGALG00000017135	1
ENSMODG00000008141	1	ENSGALG00000026258	11
ENSMODG00000008142	2	ENSGALG00000013659	3
ENSMODG00000008143	6	ENSGALG00000012601	Z
ENSMODG00000008144	1	ENSGALG00000042476	10
ENSMODG00000008145	4	ENSGALG00000000868	1
ENSMODG00000008148	1	ENSGALG00000012023	5
ENSMODG00000008149	3	ENSGALG00000038385	2
ENSMODG00000008150	1	ENSGALG00000005402	11
ENSMODG00000008153	3	ENSGALG00000034294	2
ENSMODG00000008154	2	ENSGALG00000028423	8
ENSMODG00000008155	6	ENSGALG00000037991	12
ENSMODG00000008156	5	ENSGALG00000029183	AADN04016239.1
ENSMODG00000008157	8	ENSGALG00000035281	2
ENSMODG00000008158	4	ENSGALG00000016415	1
ENSMODG00000008162	4	ENSGALG00000001207	21
ENSMODG00000008163	2	ENSGALG00000006252	8
ENSMODG00000008165	1	ENSGALG00000013893	10
ENSMODG00000008168	3	ENSGALG00000036567	2
ENSMODG00000008169	2	ENSGALG00000013647	3
ENSMODG00000008171	5	ENSGALG00000005662	5
ENSMODG00000008173	8	ENSGALG00000011377	1
ENSMODG00000008177	4	ENSGALG00000016418	1
ENSMODG00000008178	6	ENSGALG00000003430	14
ENSMODG00000008180	2	ENSGALG00000001183	18
ENSMODG00000008181	6	ENSGALG00000012598	Z
ENSMODG00000008182	6	ENSGALG00000005897	12
ENSMODG00000008183	4	ENSGALG00000020737	7
ENSMODG00000008185	2	ENSGALG00000001021	18
ENSMODG00000008187	2	ENSGALG00000004363	7
ENSMODG00000008191	5	ENSGALG00000029586	5
ENSMODG00000008193	3	ENSGALG00000012856	2
ENSMODG00000008194	8	ENSGALG00000011357	1
ENSMODG00000008195	8	ENSGALG00000007408	2
ENSMODG00000008198	1	ENSGALG00000003699	13
ENSMODG00000008199	4	ENSGALG00000001165	21
ENSMODG00000008200	6	ENSGALG00000045376	14
ENSMODG00000008202	1	ENSGALG00000012978	11
ENSMODG00000008203	6	ENSGALG00000012595	Z
ENSMODG00000008204	2	ENSGALG00000002062	18
ENSMODG00000008205	2	ENSGALG00000043975	18
ENSMODG00000008206	4	ENSGALG00000040007	1
ENSMODG00000008209	5	ENSGALG00000005643	5
ENSMODG00000008212	4	ENSGALG00000001141	21
ENSMODG00000008216	4	ENSGALG00000017133	1
ENSMODG00000008217	3	ENSGALG00000029435	2
ENSMODG00000008220	4	ENSGALG00000001136	21
ENSMODG00000008221	1	ENSGALG00000012017	5
ENSMODG00000008223	1	ENSGALG00000037723	10
ENSMODG00000008224	6	ENSGALG00000012594	Z
ENSMODG00000008225	6	ENSGALG00000003458	14
ENSMODG00000008228	3	ENSGALG00000040249	2
ENSMODG00000008231	8	ENSGALG00000011342	1
ENSMODG00000008232	8	ENSGALG00000007417	2
ENSMODG00000008235	1	ENSGALG00000041140	6
