Opossum	ChrOpossum	Platypus	ChrPlatypus
ENSMODG00000007661	2	ENSOANG00000010789	Contig4042
ENSMODG00000007663	2	ENSOANG00000001188	Contig20076
ENSMODG00000007664	4	ENSOANG00000014477	Contig34046
ENSMODG00000007665	2	ENSOANG00000001384	Ultra151
ENSMODG00000007668	6	ENSOANG00000011540	Contig6053
ENSMODG00000007671	4	ENSOANG00000004288	Contig5287
ENSMODG00000007674	2	ENSOANG00000020421	Ultra11
ENSMODG00000007675	8	ENSOANG00000011414	Contig12848
ENSMODG00000007676	2	ENSOANG00000006893	Contig12143
ENSMODG00000007678	4	ENSOANG00000004287	Contig5287
ENSMODG00000007679	8	ENSOANG00000005592	Ultra443
ENSMODG00000007681	6	ENSOANG00000003262	Ultra371
ENSMODG00000007685	6	ENSOANG00000003455	Contig1202
ENSMODG00000007690	3	ENSOANG00000004602	Contig8559
ENSMODG00000007694	4	ENSOANG00000008493	Ultra514
ENSMODG00000007695	1	ENSOANG00000003606	X1
ENSMODG00000007697	6	ENSOANG00000005373	Contig13439
ENSMODG00000007699	4	ENSOANG00000001134	Contig13856
ENSMODG00000007700	8	ENSOANG00000005593	Ultra443
ENSMODG00000007703	1	ENSOANG00000004904	Contig5365
ENSMODG00000007705	2	ENSOANG00000002908	Ultra698
ENSMODG00000007708	2	ENSOANG00000028312	Contig30831
ENSMODG00000007710	5	ENSOANG00000012458	Ultra679
ENSMODG00000007713	4	ENSOANG00000015180	Contig2614
ENSMODG00000007714	3	ENSOANG00000013506	7
ENSMODG00000007717	8	ENSOANG00000005594	Ultra443
ENSMODG00000007723	8	ENSOANG00000005595	Ultra443
ENSMODG00000007729	6	ENSOANG00000028805	Contig28458
ENSMODG00000007730	5	ENSOANG00000011032	Contig10670
ENSMODG00000007732	6	ENSOANG00000003263	Ultra371
ENSMODG00000007733	7	ENSOANG00000012152	Contig8427
ENSMODG00000007734	1	ENSOANG00000011830	Contig214
ENSMODG00000007736	2	ENSOANG00000011630	Contig11728
ENSMODG00000007737	5	ENSOANG00000003115	3
ENSMODG00000007739	4	ENSOANG00000012452	Contig25673
ENSMODG00000007742	4	ENSOANG00000008496	Ultra514
ENSMODG00000007743	2	ENSOANG00000012910	Contig19997
ENSMODG00000007746	7	ENSOANG00000006991	10
ENSMODG00000007747	4	ENSOANG00000011507	Ultra462
ENSMODG00000007749	1	ENSOANG00000011831	Contig214
ENSMODG00000007752	6	ENSOANG00000003264	Ultra371
ENSMODG00000007753	4	ENSOANG00000008501	Ultra514
ENSMODG00000007755	1	ENSOANG00000011832	Contig214
ENSMODG00000007756	2	ENSOANG00000012909	Contig19997
ENSMODG00000007760	8	ENSOANG00000006056	Ultra274
ENSMODG00000007761	6	ENSOANG00000003265	Ultra371
ENSMODG00000007762	1	ENSOANG00000020538	Contig214
ENSMODG00000007766	6	ENSOANG00000003266	Ultra371
ENSMODG00000007768	4	ENSOANG00000012276	Contig4927
ENSMODG00000007769	2	ENSOANG00000007355	Contig26978
ENSMODG00000007770	5	ENSOANG00000011033	Contig10670
ENSMODG00000007772	3	ENSOANG00000002324	7
ENSMODG00000007774	6	ENSOANG00000003267	Ultra371
ENSMODG00000007781	1	ENSOANG00000003609	X1
ENSMODG00000007782	1	ENSOANG00000011833	Contig214
ENSMODG00000007786	7	ENSOANG00000006992	10
ENSMODG00000007789	6	ENSOANG00000003268	Ultra371
ENSMODG00000007790	5	ENSOANG00000003117	3
ENSMODG00000007791	8	ENSOANG00000011222	Contig37620
ENSMODG00000007794	8	ENSOANG00000006600	Ultra443
ENSMODG00000007796	7	ENSOANG00000006993	10
ENSMODG00000007798	2	ENSOANG00000005623	Contig178895
ENSMODG00000007799	4	ENSOANG00000012275	Contig4927
ENSMODG00000007801	5	ENSOANG00000005564	Contig29966
ENSMODG00000007802	1	ENSOANG00000001994	Ultra103
ENSMODG00000007804	5	ENSOANG00000009620	Contig4992
ENSMODG00000007807	1	ENSOANG00000015097	Contig2341
ENSMODG00000007808	1	ENSOANG00000001995	Ultra103
ENSMODG00000007809	6	ENSOANG00000014734	Contig7131
ENSMODG00000007810	4	ENSOANG00000031379	Contig72804
ENSMODG00000007811	4	ENSOANG00000010652	Ultra462
ENSMODG00000007813	2	ENSOANG00000001862	Contig2834
ENSMODG00000007814	1	ENSOANG00000001996	Ultra103
ENSMODG00000007815	6	ENSOANG00000003269	Ultra371
ENSMODG00000007816	6	ENSOANG00000003788	Contig22214
ENSMODG00000007817	7	ENSOANG00000005470	10
ENSMODG00000007818	4	ENSOANG00000008504	Ultra514
ENSMODG00000007820	1	ENSOANG00000011834	Contig214
ENSMODG00000007821	8	ENSOANG00000006052	Ultra274
ENSMODG00000007823	8	ENSOANG00000006601	Ultra443
ENSMODG00000007824	3	ENSOANG00000002320	7
ENSMODG00000007831	8	ENSOANG00000030068	Contig13125
ENSMODG00000007832	6	ENSOANG00000003273	Ultra371
ENSMODG00000007833	6	ENSOANG00000013278	Ultra32
ENSMODG00000007838	3	ENSOANG00000002319	7
ENSMODG00000007839	1	ENSOANG00000011835	Contig214
ENSMODG00000007847	8	ENSOANG00000006051	Ultra274
ENSMODG00000007848	6	ENSOANG00000014263	Contig24999
ENSMODG00000007852	4	ENSOANG00000015106	Contig29018
ENSMODG00000007853	3	ENSOANG00000002318	7
ENSMODG00000007857	4	ENSOANG00000015380	Contig3981
ENSMODG00000007859	8	ENSOANG00000006050	Ultra274
ENSMODG00000007860	1	ENSOANG00000003608	X1
ENSMODG00000007861	4	ENSOANG00000010653	Ultra462
ENSMODG00000007863	1	ENSOANG00000001997	Ultra103
ENSMODG00000007864	6	ENSOANG00000003056	Contig7117
ENSMODG00000007865	6	ENSOANG00000029593	Contig8421
ENSMODG00000007870	4	ENSOANG00000009297	Contig19971
ENSMODG00000007871	2	ENSOANG00000015490	Contig5482
ENSMODG00000007872	8	ENSOANG00000006048	Ultra274
ENSMODG00000007873	7	ENSOANG00000014660	Contig5416
ENSMODG00000007874	3	ENSOANG00000002316	7
ENSMODG00000007881	1	ENSOANG00000011836	Contig214
ENSMODG00000007884	8	ENSOANG00000001240	Contig12553
ENSMODG00000007886	4	ENSOANG00000002235	Contig23308
ENSMODG00000007887	5	ENSOANG00000001564	Contig10369
ENSMODG00000007888	4	ENSOANG00000008517	Ultra514
ENSMODG00000007889	6	ENSOANG00000000470	Contig6869
ENSMODG00000007890	8	ENSOANG00000006047	Ultra274
ENSMODG00000007891	6	ENSOANG00000007166	Contig11122
ENSMODG00000007903	4	ENSOANG00000001968	Contig20981
ENSMODG00000007904	1	ENSOANG00000021622	Contig73751
ENSMODG00000007905	6	ENSOANG00000005846	Contig4960
ENSMODG00000007907	1	ENSOANG00000003611	X1
ENSMODG00000007908	6	ENSOANG00000013343	Contig148578
ENSMODG00000007909	5	ENSOANG00000005853	3
ENSMODG00000007914	6	ENSOANG00000003275	Ultra371
ENSMODG00000007919	6	ENSOANG00000003276	Ultra371
ENSMODG00000007920	3	ENSOANG00000002312	7
ENSMODG00000007924	8	ENSOANG00000006046	Ultra274
ENSMODG00000007927	3	ENSOANG00000002311	7
ENSMODG00000007929	5	ENSOANG00000001563	Contig10369
ENSMODG00000007931	4	ENSOANG00000028697	Contig40529
ENSMODG00000007933	5	ENSOANG00000005854	3
ENSMODG00000007934	4	ENSOANG00000010655	Ultra462
ENSMODG00000007935	6	ENSOANG00000000959	Ultra32
ENSMODG00000007937	4	ENSOANG00000008149	Contig13320
ENSMODG00000007939	3	ENSOANG00000002138	Ultra39
ENSMODG00000007941	5	ENSOANG00000020964	Contig10394
ENSMODG00000007944	8	ENSOANG00000006604	Ultra443
ENSMODG00000007949	6	ENSOANG00000021409	Ultra32
ENSMODG00000007952	5	ENSOANG00000001309	Ultra645
ENSMODG00000007954	8	ENSOANG00000006044	Ultra274
ENSMODG00000007955	6	ENSOANG00000005842	Contig15503
ENSMODG00000007957	8	ENSOANG00000006606	Ultra443
ENSMODG00000007959	2	ENSOANG00000030319	Ultra703
ENSMODG00000007961	6	ENSOANG00000009912	Contig32250
ENSMODG00000007962	2	ENSOANG00000021676	Contig12287
ENSMODG00000007963	2	ENSOANG00000012748	7
ENSMODG00000007964	3	ENSOANG00000002308	7
ENSMODG00000007965	4	ENSOANG00000020089	Contig37188
ENSMODG00000007966	1	ENSOANG00000028838	Ultra366
ENSMODG00000007969	1	ENSOANG00000009855	Ultra508
ENSMODG00000007977	6	ENSOANG00000031791	Contig21084
ENSMODG00000007978	1	ENSOANG00000012330	X1
ENSMODG00000007980	1	ENSOANG00000001183	Ultra366
ENSMODG00000007981	2	ENSOANG00000020126	2
ENSMODG00000007982	6	ENSOANG00000009106	Ultra32
ENSMODG00000007983	1	ENSOANG00000001703	Contig8769
ENSMODG00000007984	5	ENSOANG00000005808	Ultra645
ENSMODG00000007987	1	ENSOANG00000012331	X1
ENSMODG00000007990	1	ENSOANG00000009856	Ultra508
ENSMODG00000007991	5	ENSOANG00000005855	3
ENSMODG00000007995	4	ENSOANG00000009016	Contig59
ENSMODG00000007996	4	ENSOANG00000008520	Ultra514
ENSMODG00000007997	8	ENSOANG00000006608	Ultra443
ENSMODG00000007999	1	ENSOANG00000008547	Ultra366
ENSMODG00000008001	4	ENSOANG00000010656	Ultra462
ENSMODG00000008002	4	ENSOANG00000028318	Contig110801
ENSMODG00000008003	5	ENSOANG00000006059	Contig27962
ENSMODG00000008005	3	ENSOANG00000002307	7
ENSMODG00000008007	1	ENSOANG00000007037	Contig20502
ENSMODG00000008008	5	ENSOANG00000014800	Contig27910
ENSMODG00000008010	3	ENSOANG00000011593	Ultra39
ENSMODG00000008014	2	ENSOANG00000029286	Ultra461
ENSMODG00000008015	1	ENSOANG00000012333	X1
ENSMODG00000008018	6	ENSOANG00000009107	Ultra32
ENSMODG00000008021	8	ENSOANG00000006042	Ultra274
ENSMODG00000008022	4	ENSOANG00000008532	Ultra514
ENSMODG00000008023	1	ENSOANG00000012334	X1
ENSMODG00000008026	6	ENSOANG00000006356	Ultra74
ENSMODG00000008028	1	ENSOANG00000005390	Contig18729
ENSMODG00000008030	8	ENSOANG00000006609	Ultra443
ENSMODG00000008034	6	ENSOANG00000009108	Ultra32
ENSMODG00000008037	2	ENSOANG00000009654	Ultra151
ENSMODG00000008038	2	ENSOANG00000012747	7
ENSMODG00000008039	1	ENSOANG00000012335	X1
ENSMODG00000008040	3	ENSOANG00000002304	7
ENSMODG00000008043	X	ENSOANG00000029619	Ultra403
ENSMODG00000008045	6	ENSOANG00000006358	Ultra74
ENSMODG00000008046	6	ENSOANG00000003277	Ultra371
ENSMODG00000008048	6	ENSOANG00000029173	Ultra32
ENSMODG00000008049	8	ENSOANG00000006610	Ultra443
ENSMODG00000008051	3	ENSOANG00000002302	7
ENSMODG00000008053	1	ENSOANG00000008539	Ultra366
ENSMODG00000008055	6	ENSOANG00000003278	Ultra371
ENSMODG00000008058	6	ENSOANG00000004533	Contig22476
ENSMODG00000008060	Un	ENSOANG00000002532	Contig665
ENSMODG00000008061	2	ENSOANG00000001219	Ultra461
ENSMODG00000008062	1	ENSOANG00000008537	Ultra366
ENSMODG00000008063	1	ENSOANG00000012336	X1
ENSMODG00000008064	2	ENSOANG00000029080	Contig59246
ENSMODG00000008067	3	ENSOANG00000031039	Contig13784
ENSMODG00000008068	2	ENSOANG00000014884	2
ENSMODG00000008074	4	ENSOANG00000001786	Contig34648
ENSMODG00000008075	6	ENSOANG00000006866	Contig18321
ENSMODG00000008078	1	ENSOANG00000008531	Ultra366
ENSMODG00000008086	4	ENSOANG00000010658	Ultra462
ENSMODG00000008087	4	ENSOANG00000001784	Contig34648
ENSMODG00000008088	1	ENSOANG00000031248	Contig22390
ENSMODG00000008089	1	ENSOANG00000032220	Contig26936
ENSMODG00000008090	1	ENSOANG00000011837	Contig214
ENSMODG00000008091	8	ENSOANG00000006612	Ultra443
ENSMODG00000008092	4	ENSOANG00000009018	Contig59
ENSMODG00000008093	1	ENSOANG00000012337	X1
ENSMODG00000008094	6	ENSOANG00000006359	Ultra74
ENSMODG00000008095	6	ENSOANG00000001856	Ultra32
ENSMODG00000008096	5	ENSOANG00000006067	3
ENSMODG00000008097	5	ENSOANG00000012667	Contig19779
ENSMODG00000008099	6	ENSOANG00000002795	Ultra371
ENSMODG00000008100	3	ENSOANG00000002040	Ultra39
ENSMODG00000008102	1	ENSOANG00000015098	1
ENSMODG00000008103	4	ENSOANG00000009020	Contig59
ENSMODG00000008105	6	ENSOANG00000002796	Ultra371
ENSMODG00000008107	2	ENSOANG00000009395	Contig7919
ENSMODG00000008108	8	ENSOANG00000006613	Ultra443
ENSMODG00000008109	1	ENSOANG00000000788	Contig8989
ENSMODG00000008110	4	ENSOANG00000008535	Ultra514
ENSMODG00000008112	6	ENSOANG00000006360	Ultra74
ENSMODG00000008117	4	ENSOANG00000007034	Contig5886
ENSMODG00000008119	2	ENSOANG00000001218	Ultra461
ENSMODG00000008120	5	ENSOANG00000028832	Contig69648
ENSMODG00000008121	1	ENSOANG00000008529	Ultra366
ENSMODG00000008123	3	ENSOANG00000002300	7
ENSMODG00000008125	2	ENSOANG00000008450	Ultra252
ENSMODG00000008126	8	ENSOANG00000006614	Ultra443
ENSMODG00000008128	6	ENSOANG00000002794	Ultra371
ENSMODG00000008130	4	ENSOANG00000007035	Contig5886
ENSMODG00000008131	4	ENSOANG00000000597	Contig24341
ENSMODG00000008132	3	ENSOANG00000002038	Ultra39
ENSMODG00000008134	2	ENSOANG00000011970	4
ENSMODG00000008136	1	ENSOANG00000008526	Ultra366
ENSMODG00000008139	4	ENSOANG00000009024	Contig59
ENSMODG00000008141	1	ENSOANG00000004812	Ultra300
ENSMODG00000008142	2	ENSOANG00000031500	Contig30255
ENSMODG00000008144	1	ENSOANG00000008525	Ultra366
ENSMODG00000008147	4	ENSOANG00000008538	Ultra514
ENSMODG00000008148	1	ENSOANG00000011838	Contig214
ENSMODG00000008149	3	ENSOANG00000002298	7
ENSMODG00000008152	X	ENSOANG00000000679	Ultra403
ENSMODG00000008153	3	ENSOANG00000005792	Ultra672
ENSMODG00000008154	2	ENSOANG00000001761	4
ENSMODG00000008155	6	ENSOANG00000003118	Contig33605
ENSMODG00000008156	5	ENSOANG00000010311	Contig6367
ENSMODG00000008157	8	ENSOANG00000006041	Ultra274
ENSMODG00000008158	4	ENSOANG00000004016	Ultra462
ENSMODG00000008159	3	ENSOANG00000002037	Ultra39
ENSMODG00000008163	2	ENSOANG00000001760	4
ENSMODG00000008165	1	ENSOANG00000009459	Ultra366
ENSMODG00000008168	3	ENSOANG00000002297	7
ENSMODG00000008169	2	ENSOANG00000029761	Contig22690
ENSMODG00000008170	1	ENSOANG00000002000	Ultra103
ENSMODG00000008171	5	ENSOANG00000006069	3
ENSMODG00000008174	X	ENSOANG00000005316	Contig30113
ENSMODG00000008178	6	ENSOANG00000031497	Contig81251
ENSMODG00000008182	6	ENSOANG00000001855	Ultra32
ENSMODG00000008183	4	ENSOANG00000008541	Ultra514
ENSMODG00000008185	2	ENSOANG00000003001	Contig15388
ENSMODG00000008186	8	ENSOANG00000007064	Contig9540
ENSMODG00000008191	5	ENSOANG00000006073	3
ENSMODG00000008192	X	ENSOANG00000005181	Ultra403
ENSMODG00000008193	3	ENSOANG00000015739	X2
ENSMODG00000008194	8	ENSOANG00000006615	Ultra443
ENSMODG00000008195	8	ENSOANG00000006040	Ultra274
ENSMODG00000008196	4	ENSOANG00000009025	Contig59
ENSMODG00000008198	1	ENSOANG00000012338	X1
ENSMODG00000008199	4	ENSOANG00000002947	Contig6068
ENSMODG00000008200	6	ENSOANG00000001943	2
ENSMODG00000008203	6	ENSOANG00000013047	Contig890
ENSMODG00000008204	2	ENSOANG00000014989	Contig8794
ENSMODG00000008206	4	ENSOANG00000009028	Contig59
ENSMODG00000008209	5	ENSOANG00000030544	Contig26524
ENSMODG00000008210	4	ENSOANG00000022283	Contig17150
ENSMODG00000008216	4	ENSOANG00000009029	Contig59
ENSMODG00000008217	3	ENSOANG00000005056	7
ENSMODG00000008221	1	ENSOANG00000011840	Contig214
ENSMODG00000008223	1	ENSOANG00000009461	Ultra366
ENSMODG00000008224	6	ENSOANG00000004039	Ultra46
ENSMODG00000008225	6	ENSOANG00000000762	Contig1657
ENSMODG00000008231	8	ENSOANG00000006616	Ultra443
ENSMODG00000008232	8	ENSOANG00000006039	Ultra274
ENSMODG00000008234	4	ENSOANG00000010012	Contig33915
ENSMODG00000008236	4	ENSOANG00000008546	Ultra514
ENSMODG00000008239	6	ENSOANG00000000763	Contig1657
ENSMODG00000008241	1	ENSOANG00000011846	Contig214
ENSMODG00000008243	8	ENSOANG00000029232	Contig47042
ENSMODG00000008244	8	ENSOANG00000006038	Ultra274
ENSMODG00000008246	4	ENSOANG00000012926	Contig33006
ENSMODG00000008249	6	ENSOANG00000001942	2
ENSMODG00000008251	2	ENSOANG00000001216	Ultra461
ENSMODG00000008255	3	ENSOANG00000005053	7
ENSMODG00000008260	3	ENSOANG00000029425	X2
ENSMODG00000008263	1	ENSOANG00000007865	Ultra103
ENSMODG00000008265	4	ENSOANG00000008550	Ultra514
ENSMODG00000008267	8	ENSOANG00000006617	Ultra443
ENSMODG00000008268	3	ENSOANG00000005051	7
ENSMODG00000008269	7	ENSOANG00000005466	10
ENSMODG00000008270	1	ENSOANG00000011847	Contig214
ENSMODG00000008277	8	ENSOANG00000006618	Ultra443
ENSMODG00000008278	4	ENSOANG00000022538	Contig27108
ENSMODG00000008285	1	ENSOANG00000021951	Contig13982
ENSMODG00000008286	2	ENSOANG00000001215	Ultra461
ENSMODG00000008291	3	ENSOANG00000005049	7
ENSMODG00000008292	4	ENSOANG00000009034	Contig59
ENSMODG00000008293	8	ENSOANG00000006619	Ultra443
ENSMODG00000008295	2	ENSOANG00000003543	Contig29816
ENSMODG00000008298	3	ENSOANG00000005046	7
ENSMODG00000008301	2	ENSOANG00000006088	Ultra274
ENSMODG00000008304	4	ENSOANG00000019803	Contig19960
ENSMODG00000008305	1	ENSOANG00000005072	X1
ENSMODG00000008306	2	ENSOANG00000014384	Ultra430
ENSMODG00000008311	1	ENSOANG00000009462	Ultra366
ENSMODG00000008312	2	ENSOANG00000001213	Ultra461
ENSMODG00000008313	1	ENSOANG00000012824	Contig2836
ENSMODG00000008314	1	ENSOANG00000005073	X1
ENSMODG00000008317	4	ENSOANG00000009038	Contig59
ENSMODG00000008320	2	ENSOANG00000001212	Ultra461
ENSMODG00000008322	4	ENSOANG00000002044	Contig34540
ENSMODG00000008328	1	ENSOANG00000005074	X1
ENSMODG00000008332	1	ENSOANG00000008950	Contig28456
ENSMODG00000008334	6	ENSOANG00000015692	Contig7632
ENSMODG00000008335	2	ENSOANG00000002537	Contig665
ENSMODG00000008336	4	ENSOANG00000009032	Contig59
ENSMODG00000008337	1	ENSOANG00000003941	X1
ENSMODG00000008338	6	ENSOANG00000001936	2
ENSMODG00000008339	8	ENSOANG00000006347	Contig23208
ENSMODG00000008340	2	ENSOANG00000014383	Ultra430
ENSMODG00000008341	1	ENSOANG00000021410	X1
ENSMODG00000008343	2	ENSOANG00000014617	2
ENSMODG00000008345	3	ENSOANG00000008825	Ultra252
ENSMODG00000008346	1	ENSOANG00000004753	1
ENSMODG00000008347	4	ENSOANG00000009489	Ultra275
ENSMODG00000008349	8	ENSOANG00000003657	Contig8028
ENSMODG00000008351	3	ENSOANG00000005045	7
ENSMODG00000008358	7	ENSOANG00000005464	10
ENSMODG00000008363	2	ENSOANG00000014112	Contig12629
ENSMODG00000008364	5	ENSOANG00000015252	Contig26830
ENSMODG00000008365	1	ENSOANG00000031679	Contig31616
ENSMODG00000008367	3	ENSOANG00000006327	Ultra352
ENSMODG00000008368	2	ENSOANG00000014618	2
ENSMODG00000008369	4	ENSOANG00000009039	Contig59
ENSMODG00000008372	3	ENSOANG00000005044	7
ENSMODG00000008375	6	ENSOANG00000001935	2
ENSMODG00000008378	7	ENSOANG00000005462	10
ENSMODG00000008382	2	ENSOANG00000014619	2
ENSMODG00000008383	3	ENSOANG00000006326	Ultra352
ENSMODG00000008385	3	ENSOANG00000008820	Ultra252
ENSMODG00000008386	1	ENSOANG00000005077	X1
ENSMODG00000008387	6	ENSOANG00000013141	Ultra743
ENSMODG00000008388	3	ENSOANG00000014901	Ultra352
ENSMODG00000008389	8	ENSOANG00000006037	Ultra274
ENSMODG00000008390	6	ENSOANG00000001934	2
ENSMODG00000008391	4	ENSOANG00000010680	Ultra275
ENSMODG00000008392	2	ENSOANG00000020123	Contig273
ENSMODG00000008396	4	ENSOANG00000008553	Ultra514
ENSMODG00000008397	3	ENSOANG00000008819	Ultra252
ENSMODG00000008399	1	ENSOANG00000005078	X1
ENSMODG00000008403	6	ENSOANG00000006323	Contig4358
ENSMODG00000008405	1	ENSOANG00000002087	Ultra272
ENSMODG00000008406	3	ENSOANG00000008818	Ultra252
ENSMODG00000008407	X	ENSOANG00000005185	Ultra403
ENSMODG00000008410	6	ENSOANG00000013673	X1
ENSMODG00000008413	6	ENSOANG00000012767	Contig10234
ENSMODG00000008423	8	ENSOANG00000006036	Ultra274
ENSMODG00000008425	1	ENSOANG00000005079	X1
ENSMODG00000008428	4	ENSOANG00000009041	Contig59
ENSMODG00000008429	6	ENSOANG00000002703	Contig18650
ENSMODG00000008431	1	ENSOANG00000005192	Contig29077
ENSMODG00000008434	1	ENSOANG00000031159	Ultra36
ENSMODG00000008436	2	ENSOANG00000001206	Ultra461
ENSMODG00000008437	1	ENSOANG00000007558	Contig2389
ENSMODG00000008440	5	ENSOANG00000005324	Contig9849
ENSMODG00000008441	8	ENSOANG00000030972	Contig22305
ENSMODG00000008445	1	ENSOANG00000011849	Contig214
ENSMODG00000008446	4	ENSOANG00000008556	Ultra514
ENSMODG00000008449	6	ENSOANG00000001930	2
ENSMODG00000008458	2	ENSOANG00000013562	Contig273
ENSMODG00000008461	2	ENSOANG00000009404	Ultra476
ENSMODG00000008463	2	ENSOANG00000003595	2
ENSMODG00000008464	6	ENSOANG00000004841	Contig5768
ENSMODG00000008468	1	ENSOANG00000004754	1
ENSMODG00000008471	2	ENSOANG00000012945	Contig7494
ENSMODG00000008472	8	ENSOANG00000006034	Ultra274
ENSMODG00000008474	7	ENSOANG00000028385	Ultra304
ENSMODG00000008475	1	ENSOANG00000030860	Contig51527
ENSMODG00000008479	2	ENSOANG00000005215	Ultra428
ENSMODG00000008482	4	ENSOANG00000009042	Contig59
ENSMODG00000008486	1	ENSOANG00000004755	1
ENSMODG00000008487	2	ENSOANG00000003594	2
ENSMODG00000008488	3	ENSOANG00000005042	7
ENSMODG00000008489	2	ENSOANG00000030526	Contig25489
ENSMODG00000008492	4	ENSOANG00000009043	Contig59
ENSMODG00000008494	5	ENSOANG00000004734	Ultra152
ENSMODG00000008495	1	ENSOANG00000005082	X1
ENSMODG00000008497	8	ENSOANG00000005498	Contig27003
ENSMODG00000008498	6	ENSOANG00000007003	2
ENSMODG00000008499	8	ENSOANG00000006033	Ultra274
ENSMODG00000008500	6	ENSOANG00000010900	Ultra652
ENSMODG00000008502	2	ENSOANG00000000806	Contig12740
ENSMODG00000008503	7	ENSOANG00000000871	7
ENSMODG00000008504	2	ENSOANG00000004525	Contig4306
ENSMODG00000008505	3	ENSOANG00000014957	Ultra352
ENSMODG00000008508	1	ENSOANG00000002709	Contig3013
ENSMODG00000008511	2	ENSOANG00000003593	2
ENSMODG00000008512	3	ENSOANG00000014956	Ultra352
ENSMODG00000008513	5	ENSOANG00000004733	Ultra152
ENSMODG00000008514	6	ENSOANG00000006419	X1
ENSMODG00000008517	6	ENSOANG00000007001	2
ENSMODG00000008518	2	ENSOANG00000001060	Contig6285
ENSMODG00000008519	5	ENSOANG00000002939	Contig3220
ENSMODG00000008520	7	ENSOANG00000005460	10
ENSMODG00000008525	1	ENSOANG00000000474	Ultra272
ENSMODG00000008526	2	ENSOANG00000002914	Contig7095
ENSMODG00000008529	4	ENSOANG00000008559	Ultra514
ENSMODG00000008533	8	ENSOANG00000006032	Ultra274
ENSMODG00000008535	7	ENSOANG00000000869	7
ENSMODG00000008538	4	ENSOANG00000008790	Contig26952
ENSMODG00000008541	2	ENSOANG00000012916	Contig6395
ENSMODG00000008542	7	ENSOANG00000000868	7
ENSMODG00000008546	4	ENSOANG00000011713	Ultra29
ENSMODG00000008556	3	ENSOANG00000005041	7
ENSMODG00000008560	5	ENSOANG00000010397	Contig12845
ENSMODG00000008561	1	ENSOANG00000005091	X1
ENSMODG00000008565	1	ENSOANG00000011851	Contig214
ENSMODG00000008566	7	ENSOANG00000014911	Ultra284
ENSMODG00000008567	4	ENSOANG00000009046	Contig59
ENSMODG00000008568	X	ENSOANG00000005183	Ultra403
ENSMODG00000008569	6	ENSOANG00000021442	Contig24883
ENSMODG00000008571	3	ENSOANG00000005040	7
ENSMODG00000008572	6	ENSOANG00000006998	2
ENSMODG00000008578	1	ENSOANG00000011855	Contig214
ENSMODG00000008580	3	ENSOANG00000008816	Ultra252
ENSMODG00000008581	X	ENSOANG00000031499	Contig55916
ENSMODG00000008583	8	ENSOANG00000006030	Ultra274
ENSMODG00000008585	1	ENSOANG00000006698	Contig8587
ENSMODG00000008586	5	ENSOANG00000028613	Ultra627
ENSMODG00000008590	2	ENSOANG00000006841	Contig8749
ENSMODG00000008591	7	ENSOANG00000000861	7
ENSMODG00000008592	4	ENSOANG00000011111	Contig20849
ENSMODG00000008598	1	ENSOANG00000005092	X1
ENSMODG00000008600	2	ENSOANG00000031414	Contig32534
ENSMODG00000008601	6	ENSOANG00000006999	2
ENSMODG00000008605	3	ENSOANG00000008813	Ultra252
ENSMODG00000008609	1	ENSOANG00000005094	X1
ENSMODG00000008613	5	ENSOANG00000021775	3
ENSMODG00000008614	4	ENSOANG00000009047	Contig59
ENSMODG00000008615	1	ENSOANG00000011857	Contig214
ENSMODG00000008616	7	ENSOANG00000028601	Contig33494
ENSMODG00000008617	1	ENSOANG00000031200	Contig8125
