Human	ChrHuman	Mouse	ChrMouse
ENSG00000117020	1	ENSMUSG00000019699	1
ENSG00000117036	1	ENSMUSG00000003382	3
ENSG00000117054	1	ENSMUSG00000062908	3
ENSG00000117069	1	ENSMUSG00000039037	3
ENSG00000117090	1	ENSMUSG00000015316	1
ENSG00000117091	1	ENSMUSG00000015355	1
ENSG00000117114	1	ENSMUSG00000028184	3
ENSG00000117115	1	ENSMUSG00000028927	4
ENSG00000117118	1	ENSMUSG00000009863	4
ENSG00000117122	1	ENSMUSG00000060572	4
ENSG00000117133	1	ENSMUSG00000028187	3
ENSG00000117139	1	ENSMUSG00000042207	1
ENSG00000117143	1	ENSMUSG00000026670	1
ENSG00000117151	1	ENSMUSG00000028189	3
ENSG00000117152	1	ENSMUSG00000038530	1
ENSG00000117153	1	ENSMUSG00000026455	1
ENSG00000117154	1	ENSMUSG00000040972	4
ENSG00000117155	1	ENSMUSG00000036825	3
ENSG00000117174	1	ENSMUSG00000074182	3
ENSG00000117215	1	ENSMUSG00000041202	4
ENSG00000117222	1	ENSMUSG00000026439	1
ENSG00000117245	1	ENSMUSG00000028758	4
ENSG00000117266	1	ENSMUSG00000026437	1
ENSG00000117280	1	ENSMUSG00000026433	1
ENSG00000117281	1	ENSMUSG00000038304	3
ENSG00000117298	1	ENSMUSG00000057530	4
ENSG00000117305	1	ENSMUSG00000028672	4
ENSG00000117308	1	ENSMUSG00000028671	4
ENSG00000117318	1	ENSMUSG00000007872	4
ENSG00000117322	1	ENSMUSG00000026616	1
ENSG00000117335	1	ENSMUSG00000016493	1
ENSG00000117360	1	ENSMUSG00000015748	3
ENSG00000117362	1	ENSMUSG00000015750	3
ENSG00000117385	1	ENSMUSG00000028641	4
ENSG00000117394	1	ENSMUSG00000028645	4
ENSG00000117395	1	ENSMUSG00000028729	4
ENSG00000117399	1	ENSMUSG00000006398	4
ENSG00000117400	1	ENSMUSG00000006389	4
ENSG00000117407	1	ENSMUSG00000028539	4
ENSG00000117408	1	ENSMUSG00000033365	4
ENSG00000117410	1	ENSMUSG00000033379	4
ENSG00000117411	1	ENSMUSG00000028541	4
ENSG00000117419	1	ENSMUSG00000033423	4
ENSG00000117425	1	ENSMUSG00000028681	4
ENSG00000117448	1	ENSMUSG00000028692	4
ENSG00000117450	1	ENSMUSG00000028691	4
ENSG00000117461	1	ENSMUSG00000028698	4
ENSG00000117472	1	ENSMUSG00000028699	4
ENSG00000117475	1	ENSMUSG00000026577	1
ENSG00000117477	1	ENSMUSG00000026578	1
ENSG00000117479	1	ENSMUSG00000040918	1
ENSG00000117480	1	ENSMUSG00000034171	4
ENSG00000117481	1	ENSMUSG00000028706	4
ENSG00000117500	1	ENSMUSG00000063406	5
ENSG00000117501	1	ENSMUSG00000071890	1
ENSG00000117505	1	ENSMUSG00000029265	5
ENSG00000117519	1	ENSMUSG00000053931	3
ENSG00000117523	1	ENSMUSG00000040225	1
ENSG00000117525	1	ENSMUSG00000028128	3
ENSG00000117528	1	ENSMUSG00000028127	3
ENSG00000117533	1	ENSMUSG00000026696	1
ENSG00000117543	1	ENSMUSG00000033554	3
ENSG00000117560	1	ENSMUSG00000000817	1
ENSG00000117569	1	ENSMUSG00000028134	3
ENSG00000117586	1	ENSMUSG00000026700	1
ENSG00000117593	1	ENSMUSG00000026709	1
ENSG00000117594	1	ENSMUSG00000016194	1
ENSG00000117595	1	ENSMUSG00000026638	1
ENSG00000117597	1	ENSMUSG00000016181	1
ENSG00000117598	1	ENSMUSG00000033342	3
ENSG00000117600	1	ENSMUSG00000044667	3
ENSG00000117601	1	ENSMUSG00000026715	1
ENSG00000117602	1	ENSMUSG00000059713	4
ENSG00000117614	1	ENSMUSG00000028821	4
ENSG00000117616	1	ENSMUSG00000037266	4
ENSG00000117620	1	ENSMUSG00000027957	3
ENSG00000117625	1	ENSMUSG00000037395	1
ENSG00000117632	1	ENSMUSG00000028832	4
ENSG00000117640	1	ENSMUSG00000046671	4
ENSG00000117643	1	ENSMUSG00000037306	4
ENSG00000117650	1	ENSMUSG00000026622	1
ENSG00000117676	1	ENSMUSG00000003644	4
ENSG00000117682	1	ENSMUSG00000012117	4
ENSG00000117691	1	ENSMUSG00000037499	1
ENSG00000117697	1	ENSMUSG00000062510	1
ENSG00000117707	1	ENSMUSG00000010175	1
ENSG00000117713	1	ENSMUSG00000007880	4
ENSG00000117724	1	ENSMUSG00000026605	1
ENSG00000117748	1	ENSMUSG00000028884	4
ENSG00000117751	1	ENSMUSG00000028882	4
ENSG00000117758	1	ENSMUSG00000028879	4
ENSG00000117791	1	ENSMUSG00000073481	1
ENSG00000117834	1	ENSMUSG00000028544	4
ENSG00000117859	1	ENSMUSG00000028559	4
ENSG00000117862	1	ENSMUSG00000028567	4
ENSG00000117868	7	ENSMUSG00000021171	12
ENSG00000117877	19	ENSMUSG00000047649	7
ENSG00000117899	15	ENSMUSG00000038503	7
ENSG00000117906	15	ENSMUSG00000032320	9
ENSG00000117971	15	ENSMUSG00000035200	9
ENSG00000117983	11	ENSMUSG00000066108	7
ENSG00000118004	2	ENSMUSG00000036655	12
ENSG00000118007	3	ENSMUSG00000037286	9
ENSG00000118017	3	ENSMUSG00000037953	9
ENSG00000118046	19	ENSMUSG00000003068	10
ENSG00000118058	11	ENSMUSG00000002028	9
ENSG00000118094	11	ENSMUSG00000032098	9
ENSG00000118096	11	ENSMUSG00000002031	9
ENSG00000118113	11	ENSMUSG00000005800	9
ENSG00000118137	11	ENSMUSG00000032083	9
ENSG00000118156	19	ENSMUSG00000078796	7
ENSG00000118160	19	ENSMUSG00000030376	7
ENSG00000118162	19	ENSMUSG00000006021	7
ENSG00000118181	11	ENSMUSG00000009927	9
ENSG00000118193	1	ENSMUSG00000041498	1
ENSG00000118194	1	ENSMUSG00000026414	1
ENSG00000118197	1	ENSMUSG00000026404	1
ENSG00000118200	1	ENSMUSG00000041570	1
ENSG00000118217	1	ENSMUSG00000026663	1
ENSG00000118242	2	ENSMUSG00000039395	1
ENSG00000118245	2	ENSMUSG00000026182	1
ENSG00000118246	2	ENSMUSG00000025962	1
ENSG00000118257	2	ENSMUSG00000025969	1
ENSG00000118260	2	ENSMUSG00000025958	1
ENSG00000118263	2	ENSMUSG00000025959	1
ENSG00000118271	18	ENSMUSG00000061808	18
ENSG00000118276	18	ENSMUSG00000056124	18
ENSG00000118292	1	ENSMUSG00000038543	3
ENSG00000118298	1	ENSMUSG00000038526	3
ENSG00000118307	12	ENSMUSG00000043541	6
ENSG00000118308	12	ENSMUSG00000030263	6
ENSG00000118322	5	ENSMUSG00000055415	11
ENSG00000118363	11	ENSMUSG00000035227	7
ENSG00000118369	11	ENSMUSG00000035713	7
ENSG00000118402	6	ENSMUSG00000032262	9
ENSG00000118407	6	ENSMUSG00000034898	9
ENSG00000118412	6	ENSMUSG00000028282	4
ENSG00000118418	6	ENSMUSG00000066456	9
ENSG00000118420	6	ENSMUSG00000032415	9
ENSG00000118432	6	ENSMUSG00000044288	4
ENSG00000118434	6	ENSMUSG00000028264	4
ENSG00000118454	1	ENSMUSG00000039988	3
ENSG00000118473	1	ENSMUSG00000028524	4
ENSG00000118482	6	ENSMUSG00000048874	1
ENSG00000118491	6	ENSMUSG00000019815	10
ENSG00000118492	6	ENSMUSG00000050994	10
ENSG00000118495	6	ENSMUSG00000019817	10
ENSG00000118496	6	ENSMUSG00000047648	10
ENSG00000118503	6	ENSMUSG00000019850	10
ENSG00000118507	6	ENSMUSG00000039166	10
ENSG00000118508	6	ENSMUSG00000019832	10
ENSG00000118513	6	ENSMUSG00000019982	10
ENSG00000118514	6	ENSMUSG00000037542	10
ENSG00000118515	6	ENSMUSG00000019970	10
ENSG00000118518	6	ENSMUSG00000038876	10
ENSG00000118520	6	ENSMUSG00000019987	10
ENSG00000118523	6	ENSMUSG00000019997	10
ENSG00000118526	6	ENSMUSG00000045680	10
ENSG00000118557	16	ENSMUSG00000031727	8
ENSG00000118564	4	ENSMUSG00000039753	5
ENSG00000118579	4	ENSMUSG00000015804	5
ENSG00000118596	12	ENSMUSG00000020102	10
ENSG00000118600	12	ENSMUSG00000034620	10
ENSG00000118640	2	ENSMUSG00000050732	6
ENSG00000118655	1	ENSMUSG00000027845	3
ENSG00000118680	18	ENSMUSG00000034868	17
ENSG00000118689	6	ENSMUSG00000048756	10
ENSG00000118690	6	ENSMUSG00000071324	10
ENSG00000118702	20	ENSMUSG00000027643	2
ENSG00000118705	20	ENSMUSG00000027642	2
ENSG00000118707	20	ENSMUSG00000062175	2
ENSG00000118729	1	ENSMUSG00000027861	3
ENSG00000118733	1	ENSMUSG00000027965	3
ENSG00000118762	4	ENSMUSG00000034462	5
ENSG00000118785	4	ENSMUSG00000029304	5
ENSG00000118804	4	ENSMUSG00000047963	5
ENSG00000118816	4	ENSMUSG00000063015	5
ENSG00000118849	3	ENSMUSG00000049404	3
ENSG00000118855	3	ENSMUSG00000027775	3
ENSG00000118873	1	ENSMUSG00000039318	1
ENSG00000118898	16	ENSMUSG00000039457	16
ENSG00000118900	16	ENSMUSG00000039473	16
ENSG00000118922	13	ENSMUSG00000072294	14
ENSG00000118946	13	ENSMUSG00000035566	14
ENSG00000118960	2	ENSMUSG00000020605	12
ENSG00000118961	2	ENSMUSG00000037669	12
ENSG00000118965	2	ENSMUSG00000066643	12
ENSG00000118971	12	ENSMUSG00000000184	6
ENSG00000118972	12	ENSMUSG00000000182	6
ENSG00000118985	5	ENSMUSG00000001542	13
ENSG00000119004	2	ENSMUSG00000049439	1
ENSG00000119013	2	ENSMUSG00000026032	1
ENSG00000119041	2	ENSMUSG00000041303	1
ENSG00000119042	2	ENSMUSG00000038331	1
ENSG00000119048	5	ENSMUSG00000020390	11
ENSG00000119121	9	ENSMUSG00000024727	19
ENSG00000119125	9	ENSMUSG00000058624	19
ENSG00000119138	9	ENSMUSG00000033863	19
ENSG00000119147	2	ENSMUSG00000026051	1
ENSG00000119185	2	ENSMUSG00000062352	12
ENSG00000119203	2	ENSMUSG00000054309	12
ENSG00000119227	3	ENSMUSG00000045625	16
ENSG00000119231	3	ENSMUSG00000022772	16
ENSG00000119242	12	ENSMUSG00000037979	5
ENSG00000119280	1	ENSMUSG00000031983	8
ENSG00000119283	1	ENSMUSG00000036913	8
ENSG00000119285	1	ENSMUSG00000050244	13
ENSG00000119314	9	ENSMUSG00000028382	4
ENSG00000119318	9	ENSMUSG00000028426	4
ENSG00000119321	9	ENSMUSG00000066151	4
ENSG00000119326	9	ENSMUSG00000038816	4
ENSG00000119328	9	ENSMUSG00000038827	4
ENSG00000119333	9	ENSMUSG00000039715	2
ENSG00000119383	9	ENSMUSG00000039515	2
ENSG00000119392	9	ENSMUSG00000019715	2
ENSG00000119396	9	ENSMUSG00000026878	2
ENSG00000119397	9	ENSMUSG00000057110	2
ENSG00000119401	9	ENSMUSG00000051675	4
ENSG00000119402	9	ENSMUSG00000035949	2
ENSG00000119403	9	ENSMUSG00000026873	2
ENSG00000119408	9	ENSMUSG00000026749	2
ENSG00000119411	9	ENSMUSG00000028392	4
ENSG00000119414	9	ENSMUSG00000026753	2
ENSG00000119421	9	ENSMUSG00000026895	2
ENSG00000119431	9	ENSMUSG00000038422	4
ENSG00000119446	9	ENSMUSG00000026889	2
ENSG00000119457	9	ENSMUSG00000028386	4
ENSG00000119471	9	ENSMUSG00000028383	4
ENSG00000119487	9	ENSMUSG00000038696	2
ENSG00000119508	9	ENSMUSG00000028341	4
ENSG00000119509	9	ENSMUSG00000028344	4
ENSG00000119514	9	ENSMUSG00000039774	4
ENSG00000119522	9	ENSMUSG00000035392	2
ENSG00000119523	9	ENSMUSG00000039740	4
ENSG00000119535	1	ENSMUSG00000028859	4
ENSG00000119537	18	ENSMUSG00000009905	1
ENSG00000119541	18	ENSMUSG00000009907	1
ENSG00000119547	18	ENSMUSG00000045991	18
ENSG00000119559	19	ENSMUSG00000020133	10
ENSG00000119574	19	ENSMUSG00000049600	7
ENSG00000119596	14	ENSMUSG00000021244	12
ENSG00000119608	14	ENSMUSG00000042320	12
ENSG00000119614	14	ENSMUSG00000021239	12
ENSG00000119616	14	ENSMUSG00000021243	12
ENSG00000119630	14	ENSMUSG00000004791	12
ENSG00000119636	14	ENSMUSG00000057265	12
ENSG00000119638	14	ENSMUSG00000034290	12
ENSG00000119640	14	ENSMUSG00000008822	12
ENSG00000119650	14	ENSMUSG00000007867	12
ENSG00000119655	14	ENSMUSG00000021242	12
ENSG00000119661	14	ENSMUSG00000042523	12
ENSG00000119669	14	ENSMUSG00000034168	12
ENSG00000119681	14	ENSMUSG00000002020	12
ENSG00000119682	14	ENSMUSG00000042350	12
ENSG00000119684	14	ENSMUSG00000021245	12
ENSG00000119685	14	ENSMUSG00000012609	12
ENSG00000119686	14	ENSMUSG00000034258	12
ENSG00000119688	14	ENSMUSG00000021240	12
ENSG00000119689	14	ENSMUSG00000004789	12
ENSG00000119698	14	ENSMUSG00000021209	12
ENSG00000119699	14	ENSMUSG00000021253	12
ENSG00000119703	14	ENSMUSG00000045064	12
ENSG00000119705	14	ENSMUSG00000021040	12
ENSG00000119707	14	ENSMUSG00000010608	12
ENSG00000119711	14	ENSMUSG00000021238	12
ENSG00000119714	14	ENSMUSG00000047415	12
ENSG00000119715	14	ENSMUSG00000021255	12
ENSG00000119718	14	ENSMUSG00000004788	12
ENSG00000119720	14	ENSMUSG00000021179	12
ENSG00000119723	14	ENSMUSG00000021235	12
ENSG00000119725	14	ENSMUSG00000042472	12
ENSG00000119729	2	ENSMUSG00000024143	17
ENSG00000119737	2	ENSMUSG00000043999	11
ENSG00000119760	2	ENSMUSG00000053134	5
ENSG00000119771	2	ENSMUSG00000020627	12
ENSG00000119772	2	ENSMUSG00000020661	12
ENSG00000119777	2	ENSMUSG00000038828	5
ENSG00000119778	2	ENSMUSG00000052812	12
ENSG00000119782	2	ENSMUSG00000020635	12
ENSG00000119787	2	ENSMUSG00000059811	17
ENSG00000119801	2	ENSMUSG00000039770	17
ENSG00000119812	2	ENSMUSG00000002017	17
ENSG00000119820	2	ENSMUSG00000024072	17
ENSG00000119844	2	ENSMUSG00000049659	11
ENSG00000119865	2	ENSMUSG00000044629	11
ENSG00000119866	2	ENSMUSG00000000861	11
ENSG00000119878	2	ENSMUSG00000024146	17
ENSG00000119888	2	ENSMUSG00000045394	17
ENSG00000119899	6	ENSMUSG00000049624	9
ENSG00000119900	6	ENSMUSG00000026158	1
ENSG00000119906	10	ENSMUSG00000036097	19
ENSG00000119912	10	ENSMUSG00000056999	19
ENSG00000119913	10	ENSMUSG00000024979	19
ENSG00000119915	10	ENSMUSG00000038754	19
ENSG00000119919	10	ENSMUSG00000044220	19
ENSG00000119922	10	ENSMUSG00000045932	19
ENSG00000119927	10	ENSMUSG00000024978	19
ENSG00000119929	10	ENSMUSG00000025193	19
ENSG00000119938	10	ENSMUSG00000067279	19
ENSG00000119943	10	ENSMUSG00000060224	19
ENSG00000119946	10	ENSMUSG00000025189	19
ENSG00000119950	10	ENSMUSG00000025025	19
ENSG00000119953	10	ENSMUSG00000025024	19
ENSG00000119965	10	ENSMUSG00000040177	7
ENSG00000119969	10	ENSMUSG00000025001	19
ENSG00000119973	10	ENSMUSG00000045052	19
ENSG00000119977	10	ENSMUSG00000025008	19
ENSG00000119979	10	ENSMUSG00000024993	19
ENSG00000119986	10	ENSMUSG00000018821	19
ENSG00000120008	10	ENSMUSG00000042055	7
ENSG00000120029	10	ENSMUSG00000039901	19
ENSG00000120049	10	ENSMUSG00000025221	19
ENSG00000120051	10	ENSMUSG00000046585	19
ENSG00000120053	10	ENSMUSG00000025190	19
ENSG00000120054	10	ENSMUSG00000025196	19
ENSG00000120057	10	ENSMUSG00000018822	19
ENSG00000120063	17	ENSMUSG00000020611	11
ENSG00000120068	17	ENSMUSG00000056648	11
ENSG00000120071	17	ENSMUSG00000018412	11
ENSG00000120075	17	ENSMUSG00000038700	11
ENSG00000120093	17	ENSMUSG00000048763	11
ENSG00000120094	17	ENSMUSG00000018973	11
ENSG00000120129	5	ENSMUSG00000024190	17
ENSG00000120137	5	ENSMUSG00000018846	11
ENSG00000120149	5	ENSMUSG00000021469	13
ENSG00000120156	9	ENSMUSG00000006386	4
ENSG00000120158	9	ENSMUSG00000024785	19
ENSG00000120159	9	ENSMUSG00000028578	4
ENSG00000120160	9	ENSMUSG00000028575	4
ENSG00000120162	9	ENSMUSG00000073910	4
ENSG00000120210	9	ENSMUSG00000050957	19
ENSG00000120215	9	ENSMUSG00000024806	19
ENSG00000120217	9	ENSMUSG00000016496	19
ENSG00000120251	4	ENSMUSG00000033981	3
ENSG00000120253	6	ENSMUSG00000040034	10
ENSG00000120254	6	ENSMUSG00000040675	10
ENSG00000120256	6	ENSMUSG00000019796	10
ENSG00000120262	6	ENSMUSG00000019767	10
ENSG00000120265	6	ENSMUSG00000019795	10
ENSG00000120278	6	ENSMUSG00000040624	10
ENSG00000120279	6	ENSMUSG00000046916	10
ENSG00000120280	X	ENSMUSG00000025058	X
ENSG00000120306	5	ENSMUSG00000046727	18
ENSG00000120314	5	ENSMUSG00000042660	18
ENSG00000120318	5	ENSMUSG00000024451	18
ENSG00000120327	5	ENSMUSG00000046191	18
ENSG00000120329	5	ENSMUSG00000050304	18
ENSG00000120332	1	ENSMUSG00000026725	1
ENSG00000120333	1	ENSMUSG00000058267	1
ENSG00000120334	1	ENSMUSG00000026708	1
ENSG00000120337	1	ENSMUSG00000066755	1
ENSG00000120341	1	ENSMUSG00000026589	1
ENSG00000120370	1	ENSMUSG00000040124	1
ENSG00000120436	6	ENSMUSG00000071311	17
ENSG00000120438	6	ENSMUSG00000068039	17
ENSG00000120440	6	ENSMUSG00000079722	17
ENSG00000120451	11	ENSMUSG00000031993	9
ENSG00000120457	11	ENSMUSG00000032034	9
ENSG00000120458	11	ENSMUSG00000042138	9
ENSG00000120498	X	ENSMUSG00000009670	X
ENSG00000120500	X	ENSMUSG00000060890	X
ENSG00000120509	X	ENSMUSG00000015668	X
ENSG00000120519	4	ENSMUSG00000031684	8
ENSG00000120526	8	ENSMUSG00000038736	15
ENSG00000120533	8	ENSMUSG00000022338	15
ENSG00000120539	10	ENSMUSG00000026779	2
ENSG00000120549	10	ENSMUSG00000036617	2
ENSG00000120594	10	ENSMUSG00000026748	2
ENSG00000120616	10	ENSMUSG00000024240	18
ENSG00000120645	12	ENSMUSG00000040797	6
ENSG00000120647	12	ENSMUSG00000030177	6
ENSG00000120656	1	ENSMUSG00000028899	4
ENSG00000120658	13	ENSMUSG00000022012	14
ENSG00000120659	13	ENSMUSG00000022015	14
ENSG00000120662	13	ENSMUSG00000022022	14
ENSG00000120675	13	ENSMUSG00000022013	14
ENSG00000120685	13	ENSMUSG00000049504	3
ENSG00000120686	13	ENSMUSG00000027746	3
ENSG00000120688	13	ENSMUSG00000022023	14
ENSG00000120690	13	ENSMUSG00000036461	14
ENSG00000120693	13	ENSMUSG00000027796	3
ENSG00000120694	13	ENSMUSG00000029657	5
ENSG00000120696	13	ENSMUSG00000043881	14
ENSG00000120697	13	ENSMUSG00000036632	3
ENSG00000120699	13	ENSMUSG00000027752	3
ENSG00000120705	5	ENSMUSG00000024360	18
ENSG00000120708	5	ENSMUSG00000035493	13
ENSG00000120709	5	ENSMUSG00000034300	18
ENSG00000120725	5	ENSMUSG00000024357	18
ENSG00000120727	5	ENSMUSG00000037058	18
ENSG00000120729	5	ENSMUSG00000024471	18
ENSG00000120733	5	ENSMUSG00000038773	18
ENSG00000120738	5	ENSMUSG00000038418	18
ENSG00000120742	3	ENSMUSG00000027808	3
ENSG00000120756	3	ENSMUSG00000049493	9
ENSG00000120784	19	ENSMUSG00000047473	7
ENSG00000120798	12	ENSMUSG00000005897	10
ENSG00000120800	12	ENSMUSG00000004356	10
ENSG00000120802	12	ENSMUSG00000019961	10
ENSG00000120805	12	ENSMUSG00000060904	10
ENSG00000120820	12	ENSMUSG00000020251	10
ENSG00000120832	12	ENSMUSG00000049038	10
ENSG00000120837	12	ENSMUSG00000020248	10
ENSG00000120860	12	ENSMUSG00000020056	10
ENSG00000120868	12	ENSMUSG00000019979	10
ENSG00000120875	8	ENSMUSG00000031530	8
ENSG00000120885	8	ENSMUSG00000022037	14
ENSG00000120896	8	ENSMUSG00000022091	14
ENSG00000120899	8	ENSMUSG00000059456	14
ENSG00000120903	8	ENSMUSG00000022041	14
ENSG00000120907	8	ENSMUSG00000045875	14
ENSG00000120910	8	ENSMUSG00000022092	14
ENSG00000120913	8	ENSMUSG00000022090	14
ENSG00000120915	8	ENSMUSG00000022040	14
ENSG00000120942	1	ENSMUSG00000047719	4
ENSG00000120948	1	ENSMUSG00000041459	4
ENSG00000120949	1	ENSMUSG00000028602	4
ENSG00000120963	8	ENSMUSG00000062397	15
ENSG00000120992	8	ENSMUSG00000025903	1
ENSG00000121005	8	ENSMUSG00000025776	1
ENSG00000121022	8	ENSMUSG00000025917	1
ENSG00000121039	8	ENSMUSG00000025921	1
ENSG00000121053	17	ENSMUSG00000052234	11
ENSG00000121057	17	ENSMUSG00000018428	11
ENSG00000121058	17	ENSMUSG00000033983	11
ENSG00000121060	17	ENSMUSG00000000275	11
ENSG00000121064	17	ENSMUSG00000000278	11
ENSG00000121067	17	ENSMUSG00000057522	11
ENSG00000121068	17	ENSMUSG00000000093	11
ENSG00000121073	17	ENSMUSG00000020873	11
ENSG00000121075	17	ENSMUSG00000000094	11
ENSG00000121101	17	ENSMUSG00000010342	11
ENSG00000121104	17	ENSMUSG00000038893	11
ENSG00000121152	2	ENSMUSG00000034906	2
ENSG00000121207	4	ENSMUSG00000028003	3
ENSG00000121210	4	ENSMUSG00000033767	3
ENSG00000121211	4	ENSMUSG00000033752	3
ENSG00000121236	11	ENSMUSG00000072244	7
ENSG00000121274	16	ENSMUSG00000036779	8
ENSG00000121281	16	ENSMUSG00000031659	8
ENSG00000121289	19	ENSMUSG00000023072	7
ENSG00000121297	19	ENSMUSG00000021217	7
ENSG00000121310	1	ENSMUSG00000028601	4
ENSG00000121316	12	ENSMUSG00000030214	6
ENSG00000121350	12	ENSMUSG00000041671	6
ENSG00000121351	12	ENSMUSG00000041681	6
ENSG00000121361	12	ENSMUSG00000030247	6
ENSG00000121377	12	ENSMUSG00000054497	6
ENSG00000121380	12	ENSMUSG00000030200	6
ENSG00000121390	13	ENSMUSG00000021938	14
ENSG00000121410	19	ENSMUSG00000022347	15
ENSG00000121413	19	ENSMUSG00000070822	7
ENSG00000121440	3	ENSMUSG00000035357	6
ENSG00000121446	1	ENSMUSG00000042641	1
ENSG00000121454	1	ENSMUSG00000026468	1
ENSG00000121481	1	ENSMUSG00000026484	1
ENSG00000121486	1	ENSMUSG00000053286	1
ENSG00000121542	3	ENSMUSG00000034473	16
ENSG00000121570	3	ENSMUSG00000058550	16
ENSG00000121577	3	ENSMUSG00000022803	16
ENSG00000121578	3	ENSMUSG00000022793	16
ENSG00000121579	3	ENSMUSG00000022698	16
ENSG00000121594	3	ENSMUSG00000075122	16
ENSG00000121621	11	ENSMUSG00000027115	2
ENSG00000121634	1	ENSMUSG00000049908	3
ENSG00000121644	1	ENSMUSG00000026502	1
ENSG00000121653	11	ENSMUSG00000027223	2
ENSG00000121671	11	ENSMUSG00000068742	2
ENSG00000121680	11	ENSMUSG00000027222	2
ENSG00000121690	11	ENSMUSG00000027173	2
ENSG00000121691	11	ENSMUSG00000027187	2
ENSG00000121741	13	ENSMUSG00000021945	14
ENSG00000121742	13	ENSMUSG00000040055	14
ENSG00000121743	13	ENSMUSG00000048582	14
ENSG00000121749	12	ENSMUSG00000020130	10
ENSG00000121753	1	ENSMUSG00000028782	4
ENSG00000121764	1	ENSMUSG00000028778	4
ENSG00000121766	1	ENSMUSG00000028772	4
ENSG00000121774	1	ENSMUSG00000028790	4
ENSG00000121775	1	ENSMUSG00000053730	4
ENSG00000121797	3	ENSMUSG00000043953	9
ENSG00000121853	3	ENSMUSG00000051136	3
ENSG00000121858	3	ENSMUSG00000039304	3
ENSG00000121864	3	ENSMUSG00000027667	3
ENSG00000121871	3	ENSMUSG00000048304	3
ENSG00000121879	3	ENSMUSG00000027665	3
ENSG00000121892	4	ENSMUSG00000029202	5
ENSG00000121895	4	ENSMUSG00000037913	5
ENSG00000121897	4	ENSMUSG00000029199	5
ENSG00000121898	10	ENSMUSG00000030862	7
ENSG00000121900	1	ENSMUSG00000028786	4
ENSG00000121903	1	ENSMUSG00000061894	4
ENSG00000121904	1	ENSMUSG00000028804	4
ENSG00000121905	1	ENSMUSG00000028785	4
ENSG00000121931	1	ENSMUSG00000056260	3
ENSG00000121933	1	ENSMUSG00000074344	3
ENSG00000121940	1	ENSMUSG00000027884	3
ENSG00000121957	1	ENSMUSG00000027883	3
ENSG00000121964	2	ENSMUSG00000036890	2
ENSG00000121966	2	ENSMUSG00000045382	1
ENSG00000121988	2	ENSMUSG00000036086	1
ENSG00000121989	2	ENSMUSG00000052155	2
ENSG00000122008	5	ENSMUSG00000021668	13
ENSG00000122012	5	ENSMUSG00000051111	13
ENSG00000122025	13	ENSMUSG00000042817	5
ENSG00000122033	13	ENSMUSG00000016510	5
ENSG00000122034	13	ENSMUSG00000016503	5
ENSG00000122035	13	ENSMUSG00000029641	5
ENSG00000122042	13	ENSMUSG00000001687	5
ENSG00000122068	3	ENSMUSG00000022800	16
ENSG00000122085	2	ENSMUSG00000026273	1
ENSG00000122121	X	ENSMUSG00000037005	X
ENSG00000122122	X	ENSMUSG00000031101	X
ENSG00000122126	X	ENSMUSG00000001173	X
ENSG00000122140	9	ENSMUSG00000035772	2
ENSG00000122145	X	ENSMUSG00000031241	X
ENSG00000122176	1	ENSMUSG00000041559	1
ENSG00000122180	1	ENSMUSG00000026459	1
ENSG00000122188	1	ENSMUSG00000051998	1
ENSG00000122203	5	ENSMUSG00000025871	13
ENSG00000122218	1	ENSMUSG00000026553	1
ENSG00000122223	1	ENSMUSG00000004709	1
ENSG00000122224	1	ENSMUSG00000004707	1
ENSG00000122254	16	ENSMUSG00000046321	7
ENSG00000122257	16	ENSMUSG00000030779	7
ENSG00000122299	16	ENSMUSG00000037965	16
ENSG00000122335	6	ENSMUSG00000015659	17
ENSG00000122359	10	ENSMUSG00000021866	14
ENSG00000122367	10	ENSMUSG00000021798	14
ENSG00000122375	10	ENSMUSG00000021799	14
ENSG00000122376	10	ENSMUSG00000041471	14
ENSG00000122378	10	ENSMUSG00000021792	14
ENSG00000122386	16	ENSMUSG00000062012	17
ENSG00000122390	16	ENSMUSG00000005982	16
ENSG00000122406	1	ENSMUSG00000058558	5
ENSG00000122417	1	ENSMUSG00000028256	3
ENSG00000122420	1	ENSMUSG00000028036	3
ENSG00000122435	1	ENSMUSG00000033439	3
ENSG00000122477	1	ENSMUSG00000027961	3
ENSG00000122481	1	ENSMUSG00000028133	3
ENSG00000122482	1	ENSMUSG00000049606	5
ENSG00000122483	1	ENSMUSG00000056531	5
ENSG00000122484	1	ENSMUSG00000033773	5
ENSG00000122490	18	ENSMUSG00000034006	18
ENSG00000122507	7	ENSMUSG00000035919	9
ENSG00000122512	7	ENSMUSG00000104633	5
ENSG00000122515	7	ENSMUSG00000041164	11
ENSG00000122545	7	ENSMUSG00000001833	9
ENSG00000122547	7	ENSMUSG00000036611	9
ENSG00000122550	7	ENSMUSG00000028986	5
ENSG00000122557	7	ENSMUSG00000008429	9
ENSG00000122566	7	ENSMUSG00000004980	6
ENSG00000122574	7	ENSMUSG00000086040	6
ENSG00000122584	7	ENSMUSG00000046178	6
ENSG00000122585	7	ENSMUSG00000029819	6
ENSG00000122591	7	ENSMUSG00000028995	5
ENSG00000122592	7	ENSMUSG00000038236	6
ENSG00000122641	7	ENSMUSG00000041324	13
ENSG00000122642	7	ENSMUSG00000029781	6
