Platypus	ChrPlatypus	Chicken	ChrChicken
ENSOANG00000005391	X1	ENSGALG00000036189	3
ENSOANG00000005393	Ultra306	ENSGALG00000002341	Z
ENSOANG00000005394	Contig11449	ENSGALG00000005074	17
ENSOANG00000005400	Contig9481	ENSGALG00000039230	AADN04008583.1
ENSOANG00000005402	3	ENSGALG00000021262	6
ENSOANG00000005403	Contig13855	ENSGALG00000000477	26
ENSOANG00000005406	Contig1871	ENSGALG00000007097	4
ENSOANG00000005407	Contig33748	ENSGALG00000009732	4
ENSOANG00000005408	Contig12847	ENSGALG00000033919	1
ENSOANG00000005409	Contig397	ENSGALG00000009565	5
ENSOANG00000005410	Contig397	ENSGALG00000009570	5
ENSOANG00000005411	Contig397	ENSGALG00000009581	5
ENSOANG00000005412	Contig397	ENSGALG00000009587	5
ENSOANG00000005415	Contig4036	ENSGALG00000038128	13
ENSOANG00000005417	Ultra117	ENSGALG00000032958	2
ENSOANG00000005419	4	ENSGALG00000037940	2
ENSOANG00000005421	Contig14198	ENSGALG00000009383	9
ENSOANG00000005424	Contig10814	ENSGALG00000013911	1
ENSOANG00000005429	Contig65891	ENSGALG00000043016	5
ENSOANG00000005432	Ultra378	ENSGALG00000010811	5
ENSOANG00000005434	Ultra378	ENSGALG00000010820	5
ENSOANG00000005436	Ultra378	ENSGALG00000034898	5
ENSOANG00000005437	Contig6100	ENSGALG00000015702	Z
ENSOANG00000005441	Contig29413	ENSGALG00000037522	28
ENSOANG00000005447	10	ENSGALG00000014716	Z
ENSOANG00000005449	10	ENSGALG00000026768	Z
ENSOANG00000005450	10	ENSGALG00000016461	3
ENSOANG00000005451	10	ENSGALG00000002974	9
ENSOANG00000005452	10	ENSGALG00000015256	Z
ENSOANG00000005453	10	ENSGALG00000015257	Z
ENSOANG00000005455	10	ENSGALG00000015264	Z
ENSOANG00000005457	10	ENSGALG00000027512	Z
ENSOANG00000005459	10	ENSGALG00000015268	Z
ENSOANG00000005462	10	ENSGALG00000016885	1
ENSOANG00000005463	X5	ENSGALG00000028697	12
ENSOANG00000005464	10	ENSGALG00000016884	1
ENSOANG00000005466	10	ENSGALG00000016883	1
ENSOANG00000005470	10	ENSGALG00000016880	1
ENSOANG00000005472	Contig11074	ENSGALG00000015995	4
ENSOANG00000005479	X5	ENSGALG00000000785	12
ENSOANG00000005480	X5	ENSGALG00000002138	12
ENSOANG00000005481	X5	ENSGALG00000041338	12
ENSOANG00000005482	X5	ENSGALG00000038951	12
ENSOANG00000005484	Contig22091	ENSGALG00000005448	2
ENSOANG00000005488	Ultra331	ENSGALG00000003510	8
ENSOANG00000005489	Ultra331	ENSGALG00000033460	8
ENSOANG00000005490	Contig10622	ENSGALG00000034625	23
ENSOANG00000005492	Ultra331	ENSGALG00000003445	8
ENSOANG00000005493	Ultra331	ENSGALG00000003443	8
ENSOANG00000005497	Contig18274	ENSGALG00000029743	5
ENSOANG00000005501	7	ENSGALG00000042321	2
ENSOANG00000005502	7	ENSGALG00000014432	2
ENSOANG00000005503	7	ENSGALG00000015407	2
ENSOANG00000005504	7	ENSGALG00000043676	2
ENSOANG00000005505	Contig19222	ENSGALG00000045413	9
ENSOANG00000005506	Contig12454	ENSGALG00000006534	10
ENSOANG00000005507	1	ENSGALG00000016442	3
ENSOANG00000005509	Contig10951	ENSGALG00000007320	24
ENSOANG00000005510	Contig18336	ENSGALG00000028940	5
ENSOANG00000005511	Contig2497	ENSGALG00000012680	2
ENSOANG00000005514	Contig5967	ENSGALG00000007793	4
ENSOANG00000005515	Ultra443	ENSGALG00000012559	1
ENSOANG00000005518	Ultra443	ENSGALG00000028627	1
ENSOANG00000005520	Ultra443	ENSGALG00000039889	12
ENSOANG00000005522	Ultra443	ENSGALG00000012569	1
ENSOANG00000005524	Ultra443	ENSGALG00000012611	1
ENSOANG00000005526	Ultra443	ENSGALG00000012619	1
ENSOANG00000005530	Ultra443	ENSGALG00000012638	1
ENSOANG00000005531	Ultra443	ENSGALG00000012639	1
ENSOANG00000005532	Ultra443	ENSGALG00000012640	1
ENSOANG00000005533	Ultra443	ENSGALG00000029484	1
ENSOANG00000005535	Contig7688	ENSGALG00000014232	1
ENSOANG00000005536	Ultra443	ENSGALG00000012655	1
ENSOANG00000005538	Ultra443	ENSGALG00000012658	1
ENSOANG00000005539	4	ENSGALG00000008886	17
ENSOANG00000005540	Ultra443	ENSGALG00000012659	1
ENSOANG00000005541	Ultra443	ENSGALG00000012662	1
ENSOANG00000005542	Ultra443	ENSGALG00000027122	1
ENSOANG00000005543	Ultra443	ENSGALG00000028254	1
ENSOANG00000005544	Ultra443	ENSGALG00000012697	1
ENSOANG00000005545	Ultra443	ENSGALG00000030607	1
ENSOANG00000005546	Ultra443	ENSGALG00000035345	1
ENSOANG00000005548	Ultra443	ENSGALG00000041193	1
ENSOANG00000005549	Ultra443	ENSGALG00000029616	1
ENSOANG00000005552	Ultra443	ENSGALG00000031457	1
ENSOANG00000005554	Ultra443	ENSGALG00000033789	1
ENSOANG00000005556	Contig7968	ENSGALG00000001555	21
ENSOANG00000005557	Ultra443	ENSGALG00000029746	1
ENSOANG00000005562	Contig10959	ENSGALG00000015944	3
ENSOANG00000005563	Ultra443	ENSGALG00000012754	1
ENSOANG00000005565	Ultra443	ENSGALG00000019300	1
ENSOANG00000005566	Ultra443	ENSGALG00000012755	1
ENSOANG00000005567	Ultra443	ENSGALG00000012757	1
ENSOANG00000005568	Ultra443	ENSGALG00000012756	1
ENSOANG00000005569	Ultra443	ENSGALG00000012759	1
ENSOANG00000005570	Contig2799	ENSGALG00000014784	Z
ENSOANG00000005574	Ultra443	ENSGALG00000012763	1
ENSOANG00000005575	Ultra443	ENSGALG00000012769	1
ENSOANG00000005576	Ultra443	ENSGALG00000012783	1
ENSOANG00000005577	Ultra443	ENSGALG00000027209	1
ENSOANG00000005578	Ultra443	ENSGALG00000011643	1
ENSOANG00000005579	Ultra443	ENSGALG00000011633	1
ENSOANG00000005580	Contig5831	ENSGALG00000005024	12
ENSOANG00000005581	Ultra443	ENSGALG00000011614	1
ENSOANG00000005582	Ultra443	ENSGALG00000028373	1
ENSOANG00000005583	Ultra443	ENSGALG00000011594	1
ENSOANG00000005584	Ultra443	ENSGALG00000041122	1
ENSOANG00000005585	Ultra443	ENSGALG00000011569	1
ENSOANG00000005586	Ultra204	ENSGALG00000015737	1
ENSOANG00000005588	Ultra204	ENSGALG00000015730	1
ENSOANG00000005589	Ultra443	ENSGALG00000011557	1
ENSOANG00000005591	Ultra204	ENSGALG00000015720	1
ENSOANG00000005592	Ultra443	ENSGALG00000011531	1
ENSOANG00000005593	Ultra443	ENSGALG00000026284	1
ENSOANG00000005594	Ultra443	ENSGALG00000011514	1
ENSOANG00000005595	Ultra443	ENSGALG00000011504	1
ENSOANG00000005598	Ultra418	ENSGALG00000006677	13
ENSOANG00000005600	12	ENSGALG00000010764	4
ENSOANG00000005601	12	ENSGALG00000020201	4
ENSOANG00000005603	12	ENSGALG00000010781	4
ENSOANG00000005604	7	ENSGALG00000015219	2
ENSOANG00000005605	7	ENSGALG00000015215	2
ENSOANG00000005606	Contig17428	ENSGALG00000032219	AADN04001416.1
ENSOANG00000005607	7	ENSGALG00000015211	2
ENSOANG00000005609	7	ENSGALG00000015198	2
ENSOANG00000005610	7	ENSGALG00000015196	2
ENSOANG00000005612	7	ENSGALG00000036969	2
ENSOANG00000005613	7	ENSGALG00000015181	2
ENSOANG00000005614	7	ENSGALG00000044606	2
ENSOANG00000005615	Contig20307	ENSGALG00000012847	1
ENSOANG00000005616	7	ENSGALG00000015163	2
ENSOANG00000005618	7	ENSGALG00000015151	2
ENSOANG00000005623	Contig178895	ENSGALG00000028145	3
ENSOANG00000005626	3	ENSGALG00000002864	6
ENSOANG00000005630	Ultra515	ENSGALG00000043089	5
ENSOANG00000005631	Ultra515	ENSGALG00000040632	5
ENSOANG00000005632	7	ENSGALG00000015132	2
ENSOANG00000005633	7	ENSGALG00000005772	9
ENSOANG00000005636	Contig5910	ENSGALG00000011388	8
ENSOANG00000005639	Contig12149	ENSGALG00000004270	10
ENSOANG00000005640	Ultra1	ENSGALG00000016463	3
ENSOANG00000005641	Contig4981	ENSGALG00000026493	7
ENSOANG00000005642	4	ENSGALG00000002182	8
ENSOANG00000005648	Ultra200	ENSGALG00000015139	Z
ENSOANG00000005649	Contig7027	ENSGALG00000040038	1
ENSOANG00000005653	Ultra479	ENSGALG00000009023	1
ENSOANG00000005655	Ultra479	ENSGALG00000028069	1
ENSOANG00000005656	Ultra479	ENSGALG00000008975	1
ENSOANG00000005659	Contig15675	ENSGALG00000013590	4
ENSOANG00000005661	Contig19009	ENSGALG00000005805	2
ENSOANG00000005664	Ultra17	ENSGALG00000038096	19
ENSOANG00000005665	Ultra17	ENSGALG00000005685	19
ENSOANG00000005667	Ultra17	ENSGALG00000005567	19
ENSOANG00000005670	Ultra17	ENSGALG00000005594	19
ENSOANG00000005672	Ultra17	ENSGALG00000039084	19
ENSOANG00000005673	Contig15811	ENSGALG00000037463	AADN04004644.1
ENSOANG00000005674	Ultra17	ENSGALG00000005575	19
ENSOANG00000005679	Ultra202	ENSGALG00000010032	3
ENSOANG00000005680	Ultra202	ENSGALG00000010036	3
ENSOANG00000005681	Ultra202	ENSGALG00000010039	3
ENSOANG00000005682	Ultra202	ENSGALG00000010043	3
ENSOANG00000005683	Ultra202	ENSGALG00000010047	3
ENSOANG00000005685	Ultra202	ENSGALG00000010048	3
ENSOANG00000005687	Ultra202	ENSGALG00000016506	3
ENSOANG00000005689	Contig24429	ENSGALG00000036500	27
ENSOANG00000005690	Ultra202	ENSGALG00000016507	3
ENSOANG00000005691	Contig9790	ENSGALG00000013484	27
ENSOANG00000005692	15	ENSGALG00000044019	2
ENSOANG00000005694	15	ENSGALG00000007864	2
ENSOANG00000005695	15	ENSGALG00000041267	2
ENSOANG00000005696	15	ENSGALG00000007877	2
ENSOANG00000005697	15	ENSGALG00000007892	2
ENSOANG00000005699	15	ENSGALG00000007928	2
ENSOANG00000005700	15	ENSGALG00000017395	2
ENSOANG00000005701	15	ENSGALG00000031565	2
ENSOANG00000005703	15	ENSGALG00000007956	2
ENSOANG00000005704	15	ENSGALG00000008557	2
ENSOANG00000005705	15	ENSGALG00000008564	2
ENSOANG00000005706	15	ENSGALG00000008591	2
ENSOANG00000005707	15	ENSGALG00000008602	2
ENSOANG00000005708	Contig2863	ENSGALG00000008808	3
ENSOANG00000005711	15	ENSGALG00000035287	2
ENSOANG00000005714	Contig10469	ENSGALG00000026846	5
ENSOANG00000005718	Contig4232	ENSGALG00000008057	18
ENSOANG00000005719	Contig14845	ENSGALG00000042871	6
ENSOANG00000005720	Contig4092	ENSGALG00000003439	21
ENSOANG00000005721	Contig21248	ENSGALG00000035530	KQ759546.1
ENSOANG00000005722	Contig19398	ENSGALG00000014268	4
ENSOANG00000005723	Ultra378	ENSGALG00000017388	5
ENSOANG00000005724	Ultra378	ENSGALG00000011220	5
ENSOANG00000005726	Ultra378	ENSGALG00000011225	5
ENSOANG00000005727	Ultra378	ENSGALG00000011228	5
ENSOANG00000005730	Ultra378	ENSGALG00000045399	5
ENSOANG00000005731	Ultra378	ENSGALG00000011244	5
ENSOANG00000005732	Ultra378	ENSGALG00000029996	5
ENSOANG00000005733	Ultra378	ENSGALG00000041814	1
ENSOANG00000005735	Ultra378	ENSGALG00000011365	5
ENSOANG00000005736	Ultra378	ENSGALG00000011366	5
ENSOANG00000005738	Ultra378	ENSGALG00000011368	5
ENSOANG00000005740	Ultra378	ENSGALG00000011373	5
ENSOANG00000005741	Ultra378	ENSGALG00000011376	5
ENSOANG00000005744	Ultra139	ENSGALG00000033938	13
ENSOANG00000005745	Ultra139	ENSGALG00000032992	13
ENSOANG00000005746	Ultra49	ENSGALG00000033270	28
ENSOANG00000005747	Ultra139	ENSGALG00000007404	13
ENSOANG00000005748	Ultra49	ENSGALG00000021620	28
ENSOANG00000005749	Ultra139	ENSGALG00000012322	13
ENSOANG00000005752	Ultra49	ENSGALG00000037716	28
ENSOANG00000005753	Ultra139	ENSGALG00000045847	13
ENSOANG00000005754	Ultra139	ENSGALG00000043904	13
ENSOANG00000005755	Ultra139	ENSGALG00000007494	13
ENSOANG00000005756	Contig25413	ENSGALG00000003695	6
ENSOANG00000005757	Contig3263	ENSGALG00000035182	15
ENSOANG00000005759	Contig9213	ENSGALG00000038637	10
ENSOANG00000005761	Ultra80	ENSGALG00000010770	2
ENSOANG00000005763	Contig10200	ENSGALG00000027091	12
ENSOANG00000005765	Ultra80	ENSGALG00000035504	2
ENSOANG00000005766	Ultra133	ENSGALG00000034907	27
ENSOANG00000005767	Ultra133	ENSGALG00000000284	27
ENSOANG00000005768	Contig23364	ENSGALG00000003839	12
ENSOANG00000005770	Contig27503	ENSGALG00000002066	6
ENSOANG00000005774	Contig47720	ENSGALG00000005888	14
ENSOANG00000005779	Contig8898	ENSGALG00000005907	12
ENSOANG00000005784	Contig9854	ENSGALG00000000616	26
ENSOANG00000005788	Contig15383	ENSGALG00000003475	27
ENSOANG00000005789	Contig3873	ENSGALG00000015152	1
ENSOANG00000005792	Ultra672	ENSGALG00000034294	2
ENSOANG00000005794	Ultra733	ENSGALG00000016772	1
ENSOANG00000005796	Ultra171	ENSGALG00000000086	26
ENSOANG00000005801	Contig9665	ENSGALG00000012410	1
ENSOANG00000005802	Contig2106	ENSGALG00000002308	Z
ENSOANG00000005803	Contig8793	ENSGALG00000001407	24
ENSOANG00000005804	Ultra393	ENSGALG00000000946	13
ENSOANG00000005810	Contig26551	ENSGALG00000043139	5
ENSOANG00000005818	Contig8609	ENSGALG00000004425	Z
ENSOANG00000005819	Contig1917	ENSGALG00000007395	6
ENSOANG00000005821	Ultra667	ENSGALG00000032090	1
ENSOANG00000005824	Contig5398	ENSGALG00000040558	11
ENSOANG00000005826	Contig49291	ENSGALG00000042320	1
ENSOANG00000005827	Ultra151	ENSGALG00000028354	18
ENSOANG00000005828	Contig7714	ENSGALG00000016523	1
ENSOANG00000005830	Ultra157	ENSGALG00000002437	17
ENSOANG00000005833	Contig1258	ENSGALG00000006635	10
ENSOANG00000005835	Contig22759	ENSGALG00000014767	Z
ENSOANG00000005839	Ultra469	ENSGALG00000013617	4
ENSOANG00000005840	Ultra469	ENSGALG00000013627	4
ENSOANG00000005841	Contig3881	ENSGALG00000032249	5
ENSOANG00000005843	Contig3176	ENSGALG00000041832	KQ759585.1
ENSOANG00000005844	Contig3176	ENSGALG00000033877	KQ759644.1
ENSOANG00000005845	Contig596	ENSGALG00000007762	14
ENSOANG00000005846	Contig4960	ENSGALG00000006009	12
ENSOANG00000005847	Contig29894	ENSGALG00000016810	1
ENSOANG00000005849	Ultra634	ENSGALG00000014140	1
ENSOANG00000005850	Contig190	ENSGALG00000004386	18
ENSOANG00000005853	3	ENSGALG00000005787	5
ENSOANG00000005854	3	ENSGALG00000005769	5
ENSOANG00000005855	3	ENSGALG00000005750	5
ENSOANG00000005858	Ultra490	ENSGALG00000002836	21
ENSOANG00000005859	Ultra490	ENSGALG00000002888	21
ENSOANG00000005862	Contig8289	ENSGALG00000014124	4
ENSOANG00000005863	Contig8289	ENSGALG00000027986	4
ENSOANG00000005865	Contig163550	ENSGALG00000014554	1
ENSOANG00000005868	Ultra413	ENSGALG00000011341	3
ENSOANG00000005869	Ultra413	ENSGALG00000029811	2
ENSOANG00000005870	Ultra533	ENSGALG00000003567	23
ENSOANG00000005875	Ultra533	ENSGALG00000003597	23
ENSOANG00000005878	Contig3562	ENSGALG00000009619	5
ENSOANG00000005884	Ultra305	ENSGALG00000000329	26
ENSOANG00000005885	Ultra305	ENSGALG00000037995	26
ENSOANG00000005886	Ultra305	ENSGALG00000025867	26
ENSOANG00000005887	Ultra305	ENSGALG00000000394	26
ENSOANG00000005889	Contig8921	ENSGALG00000033295	1
ENSOANG00000005890	Contig8921	ENSGALG00000009497	1
ENSOANG00000005894	Ultra70	ENSGALG00000001728	17
ENSOANG00000005895	Ultra70	ENSGALG00000042564	17
ENSOANG00000005896	Ultra70	ENSGALG00000001692	17
ENSOANG00000005898	Contig21303	ENSGALG00000014646	25
ENSOANG00000005900	Contig4518	ENSGALG00000023279	18
ENSOANG00000005901	Contig2379	ENSGALG00000029223	15
ENSOANG00000005903	Contig2379	ENSGALG00000042213	15
ENSOANG00000005904	Contig4518	ENSGALG00000007661	18
ENSOANG00000005909	3	ENSGALG00000005017	6
ENSOANG00000005910	3	ENSGALG00000005004	6
ENSOANG00000005911	3	ENSGALG00000005002	6
ENSOANG00000005912	3	ENSGALG00000005000	6
ENSOANG00000005913	X1	ENSGALG00000007569	12
ENSOANG00000005914	Contig11670	ENSGALG00000033404	AADN04022860.1
ENSOANG00000005916	Ultra124	ENSGALG00000039209	1
ENSOANG00000005917	Contig2933	ENSGALG00000010335	8
ENSOANG00000005918	Ultra124	ENSGALG00000009873	1
ENSOANG00000005919	Ultra124	ENSGALG00000026661	1
ENSOANG00000005921	Ultra124	ENSGALG00000019358	1
ENSOANG00000005922	Ultra124	ENSGALG00000009879	1
ENSOANG00000005925	Ultra124	ENSGALG00000009895	1
ENSOANG00000005929	Contig17900	ENSGALG00000033408	Z
ENSOANG00000005932	Ultra124	ENSGALG00000009903	1
ENSOANG00000005933	Ultra124	ENSGALG00000037779	1
ENSOANG00000005934	Ultra124	ENSGALG00000009904	1
ENSOANG00000005935	Ultra124	ENSGALG00000009905	1
ENSOANG00000005936	Ultra124	ENSGALG00000009927	1
ENSOANG00000005937	Ultra124	ENSGALG00000009934	1
ENSOANG00000005940	Ultra124	ENSGALG00000032175	4
ENSOANG00000005942	Ultra124	ENSGALG00000009942	1
ENSOANG00000005943	Ultra124	ENSGALG00000009945	1
ENSOANG00000005944	Ultra124	ENSGALG00000019355	1
ENSOANG00000005945	Ultra124	ENSGALG00000009963	1
ENSOANG00000005946	Ultra124	ENSGALG00000029135	1
ENSOANG00000005947	Ultra124	ENSGALG00000009966	1
ENSOANG00000005949	5	ENSGALG00000015425	Z
ENSOANG00000005950	Ultra124	ENSGALG00000009975	1
ENSOANG00000005951	5	ENSGALG00000015422	Z
ENSOANG00000005952	5	ENSGALG00000040909	4
ENSOANG00000005956	Ultra124	ENSGALG00000010029	1
ENSOANG00000005957	Ultra124	ENSGALG00000009959	1
ENSOANG00000005958	Ultra124	ENSGALG00000019352	1
ENSOANG00000005959	Ultra124	ENSGALG00000010042	1
ENSOANG00000005961	Ultra124	ENSGALG00000010044	1
ENSOANG00000005962	Ultra124	ENSGALG00000010049	1
ENSOANG00000005965	Contig54716	ENSGALG00000043435	AADN04000612.1
ENSOANG00000005966	Contig13806	ENSGALG00000003286	10
ENSOANG00000005967	Contig25129	ENSGALG00000040312	AADN04011004.1
ENSOANG00000005970	Contig3654	ENSGALG00000020754	6
ENSOANG00000005972	Contig3654	ENSGALG00000031393	Z
ENSOANG00000005973	Contig7125	ENSGALG00000011618	5
ENSOANG00000005975	Contig263218	ENSGALG00000007251	18
ENSOANG00000005979	Contig6144	ENSGALG00000041792	26
ENSOANG00000005980	Contig26604	ENSGALG00000043163	24
ENSOANG00000005981	Ultra88	ENSGALG00000026011	2
ENSOANG00000005982	Ultra88	ENSGALG00000010384	9
ENSOANG00000005983	Ultra88	ENSGALG00000013657	2
ENSOANG00000005986	Contig18171	ENSGALG00000009954	3
ENSOANG00000005989	Ultra291	ENSGALG00000007115	10
ENSOANG00000005992	Contig3539	ENSGALG00000043826	6
ENSOANG00000005993	Contig25204	ENSGALG00000041953	AADN04000612.1
ENSOANG00000005994	Contig7928	ENSGALG00000011847	1
ENSOANG00000005997	Contig17168	ENSGALG00000006880	18
ENSOANG00000006004	Contig8110	ENSGALG00000044940	10
ENSOANG00000006005	Contig5523	ENSGALG00000012872	2
ENSOANG00000006007	Contig3847	ENSGALG00000007531	6
ENSOANG00000006008	Contig3847	ENSGALG00000007515	6
ENSOANG00000006009	X1	ENSGALG00000044610	12
ENSOANG00000006011	X1	ENSGALG00000007177	12
ENSOANG00000006012	X1	ENSGALG00000007184	12
ENSOANG00000006014	X1	ENSGALG00000012131	4
ENSOANG00000006016	Contig5242	ENSGALG00000013886	2
ENSOANG00000006018	Ultra213	ENSGALG00000016907	1
ENSOANG00000006019	Contig10293	ENSGALG00000015701	1
ENSOANG00000006020	Ultra274	ENSGALG00000007766	2
ENSOANG00000006022	Ultra274	ENSGALG00000007721	2
ENSOANG00000006023	Ultra274	ENSGALG00000007680	2
ENSOANG00000006024	Ultra274	ENSGALG00000007677	2
ENSOANG00000006026	Ultra274	ENSGALG00000007647	2
ENSOANG00000006028	Ultra274	ENSGALG00000040436	2
ENSOANG00000006029	Ultra274	ENSGALG00000019672	2
ENSOANG00000006030	Ultra274	ENSGALG00000007579	2
ENSOANG00000006032	Ultra274	ENSGALG00000007559	2
ENSOANG00000006033	Ultra274	ENSGALG00000007547	2
ENSOANG00000006035	Ultra198	ENSGALG00000010536	8
ENSOANG00000006037	Ultra274	ENSGALG00000007492	2
ENSOANG00000006038	Ultra274	ENSGALG00000007426	2
ENSOANG00000006039	Ultra274	ENSGALG00000007417	2
ENSOANG00000006040	Ultra274	ENSGALG00000007408	2
ENSOANG00000006041	Ultra274	ENSGALG00000035281	2
ENSOANG00000006042	Ultra274	ENSGALG00000040993	2
ENSOANG00000006044	Ultra274	ENSGALG00000007356	2
ENSOANG00000006046	Ultra274	ENSGALG00000007351	2
ENSOANG00000006047	Ultra274	ENSGALG00000007346	2
ENSOANG00000006048	Ultra274	ENSGALG00000007331	2
ENSOANG00000006050	Ultra274	ENSGALG00000007266	2
ENSOANG00000006051	Ultra274	ENSGALG00000007260	2
ENSOANG00000006052	Ultra274	ENSGALG00000007254	2
ENSOANG00000006054	Contig8089	ENSGALG00000001111	18
ENSOANG00000006056	Ultra274	ENSGALG00000007215	2
ENSOANG00000006057	Contig393	ENSGALG00000037015	1
ENSOANG00000006058	Ultra274	ENSGALG00000007169	2
ENSOANG00000006060	Ultra274	ENSGALG00000007145	2
ENSOANG00000006061	Contig40677	ENSGALG00000006374	15
ENSOANG00000006062	Contig11711	ENSGALG00000006008	10
ENSOANG00000006063	Ultra274	ENSGALG00000007140	2
ENSOANG00000006064	Ultra274	ENSGALG00000007125	2
ENSOANG00000006065	Ultra514	ENSGALG00000012449	7
ENSOANG00000006066	Ultra514	ENSGALG00000012453	7
ENSOANG00000006067	3	ENSGALG00000046593	5
ENSOANG00000006068	Ultra274	ENSGALG00000007095	2
ENSOANG00000006069	3	ENSGALG00000005662	5
ENSOANG00000006070	Ultra514	ENSGALG00000028759	7
ENSOANG00000006071	Ultra514	ENSGALG00000012470	7
ENSOANG00000006072	Ultra514	ENSGALG00000012473	7
ENSOANG00000006073	3	ENSGALG00000029586	5
ENSOANG00000006074	Ultra514	ENSGALG00000026313	7
ENSOANG00000006076	Ultra514	ENSGALG00000012481	7
ENSOANG00000006077	Ultra274	ENSGALG00000007082	2
ENSOANG00000006079	Contig20124	ENSGALG00000004251	4
ENSOANG00000006080	Ultra274	ENSGALG00000007076	2
ENSOANG00000006081	Ultra514	ENSGALG00000042362	AADN04000639.1
ENSOANG00000006082	Ultra274	ENSGALG00000007065	2
ENSOANG00000006083	Ultra274	ENSGALG00000033178	2
ENSOANG00000006084	Contig25944	ENSGALG00000028115	23
ENSOANG00000006086	Ultra274	ENSGALG00000006939	2
ENSOANG00000006089	Ultra274	ENSGALG00000006797	2
ENSOANG00000006090	Ultra274	ENSGALG00000006749	2
ENSOANG00000006091	Ultra274	ENSGALG00000006723	2
ENSOANG00000006096	Contig459	ENSGALG00000004097	21
ENSOANG00000006097	Contig459	ENSGALG00000004102	21
ENSOANG00000006099	Contig459	ENSGALG00000030376	21
ENSOANG00000006100	Ultra274	ENSGALG00000006672	2
ENSOANG00000006103	Contig459	ENSGALG00000034777	21
ENSOANG00000006104	Ultra514	ENSGALG00000041099	AADN04000639.1
ENSOANG00000006105	Ultra274	ENSGALG00000006652	2
ENSOANG00000006106	Ultra514	ENSGALG00000035466	AADN04000639.1
ENSOANG00000006107	Ultra75	ENSGALG00000030038	AADN04001210.1
ENSOANG00000006108	Ultra514	ENSGALG00000012525	7
ENSOANG00000006111	Ultra274	ENSGALG00000006599	2
ENSOANG00000006113	Ultra514	ENSGALG00000012526	7
ENSOANG00000006114	Ultra274	ENSGALG00000006575	2
ENSOANG00000006116	Ultra514	ENSGALG00000012536	7
ENSOANG00000006117	Contig6846	ENSGALG00000038290	18
ENSOANG00000006119	Ultra514	ENSGALG00000012537	7
ENSOANG00000006120	Ultra514	ENSGALG00000012538	7
ENSOANG00000006121	Ultra274	ENSGALG00000006542	2
ENSOANG00000006122	Ultra514	ENSGALG00000012543	7
ENSOANG00000006124	Contig6859	ENSGALG00000034831	23
ENSOANG00000006125	Ultra274	ENSGALG00000006525	2
ENSOANG00000006126	Ultra514	ENSGALG00000012544	7
ENSOANG00000006127	Contig6859	ENSGALG00000038488	23
ENSOANG00000006128	Ultra514	ENSGALG00000020575	7
ENSOANG00000006129	Ultra514	ENSGALG00000012545	7
ENSOANG00000006131	Ultra274	ENSGALG00000030054	2
ENSOANG00000006132	Ultra274	ENSGALG00000006477	2
ENSOANG00000006133	Ultra514	ENSGALG00000041257	7
ENSOANG00000006134	Ultra514	ENSGALG00000037301	7
ENSOANG00000006135	Ultra514	ENSGALG00000012555	7
ENSOANG00000006136	Ultra514	ENSGALG00000012561	7
ENSOANG00000006137	Ultra274	ENSGALG00000006461	2
ENSOANG00000006138	Ultra274	ENSGALG00000041154	2
ENSOANG00000006139	Ultra274	ENSGALG00000006437	2
ENSOANG00000006140	Contig24433	ENSGALG00000030657	11
ENSOANG00000006143	Ultra514	ENSGALG00000012570	7
ENSOANG00000006144	Ultra274	ENSGALG00000006387	2
ENSOANG00000006145	Ultra514	ENSGALG00000012574	7
ENSOANG00000006146	Ultra514	ENSGALG00000012579	7
