Mouse	ChrMouse	Chicken	ChrChicken
ENSMUSG00000022840	16	ENSGALG00000031244	7
ENSMUSG00000022841	16	ENSGALG00000008432	9
ENSMUSG00000022842	16	ENSGALG00000006272	9
ENSMUSG00000022843	16	ENSGALG00000025804	9
ENSMUSG00000022844	16	ENSGALG00000011689	7
ENSMUSG00000022847	16	ENSGALG00000025876	9
ENSMUSG00000022848	16	ENSGALG00000032632	7
ENSMUSG00000022849	16	ENSGALG00000011677	7
ENSMUSG00000022853	16	ENSGALG00000006680	9
ENSMUSG00000022856	16	ENSGALG00000006649	9
ENSMUSG00000022857	16	ENSGALG00000015730	1
ENSMUSG00000022858	16	ENSGALG00000006531	9
ENSMUSG00000022860	16	ENSGALG00000015720	1
ENSMUSG00000022861	16	ENSGALG00000005721	9
ENSMUSG00000022864	16	ENSGALG00000028290	1
ENSMUSG00000022867	16	ENSGALG00000015693	1
ENSMUSG00000022868	16	ENSGALG00000008601	9
ENSMUSG00000022871	16	ENSGALG00000008608	9
ENSMUSG00000022876	16	ENSGALG00000040926	1
ENSMUSG00000022877	16	ENSGALG00000008646	9
ENSMUSG00000022878	16	ENSGALG00000005554	9
ENSMUSG00000022881	16	ENSGALG00000008703	9
ENSMUSG00000022883	16	ENSGALG00000042104	1
ENSMUSG00000022884	16	ENSGALG00000042487	AADN04015909.1
ENSMUSG00000022885	16	ENSGALG00000005550	9
ENSMUSG00000022887	16	ENSGALG00000007419	9
ENSMUSG00000022889	16	ENSGALG00000015742	1
ENSMUSG00000022890	16	ENSGALG00000015751	1
ENSMUSG00000022892	16	ENSGALG00000015770	1
ENSMUSG00000022893	16	ENSGALG00000040342	1
ENSMUSG00000022894	16	ENSGALG00000015795	1
ENSMUSG00000022895	16	ENSGALG00000016059	1
ENSMUSG00000022898	16	ENSGALG00000016052	1
ENSMUSG00000022899	16	ENSGALG00000011671	7
ENSMUSG00000022900	16	ENSGALG00000015136	1
ENSMUSG00000022901	16	ENSGALG00000014362	1
ENSMUSG00000022905	16	ENSGALG00000014426	1
ENSMUSG00000022906	16	ENSGALG00000045511	7
ENSMUSG00000022911	16	ENSGALG00000015412	1
ENSMUSG00000022912	16	ENSGALG00000015409	1
ENSMUSG00000022913	16	ENSGALG00000016062	1
ENSMUSG00000022914	16	ENSGALG00000016065	1
ENSMUSG00000022935	16	ENSGALG00000015835	1
ENSMUSG00000022938	16	ENSGALG00000016140	1
ENSMUSG00000022940	16	ENSGALG00000038098	1
ENSMUSG00000022941	16	ENSGALG00000029218	1
ENSMUSG00000022945	16	ENSGALG00000016042	1
ENSMUSG00000022946	16	ENSGALG00000016036	1
ENSMUSG00000022948	16	ENSGALG00000016024	1
ENSMUSG00000022949	16	ENSGALG00000016020	1
ENSMUSG00000022951	16	ENSGALG00000016014	1
ENSMUSG00000022952	16	ENSGALG00000016022	1
ENSMUSG00000022956	16	ENSGALG00000041812	1
ENSMUSG00000022957	16	ENSGALG00000036677	1
ENSMUSG00000022960	16	ENSGALG00000038649	1
ENSMUSG00000022962	16	ENSGALG00000037076	1
ENSMUSG00000022964	16	ENSGALG00000034396	1
ENSMUSG00000022965	16	ENSGALG00000032660	1
ENSMUSG00000022967	16	ENSGALG00000030363	1
ENSMUSG00000022971	16	ENSGALG00000041867	1
ENSMUSG00000022972	16	ENSGALG00000037962	1
ENSMUSG00000022973	16	ENSGALG00000034317	1
ENSMUSG00000022974	16	ENSGALG00000036833	1
ENSMUSG00000022978	16	ENSGALG00000015884	1
ENSMUSG00000022982	16	ENSGALG00000015844	1
ENSMUSG00000022983	16	ENSGALG00000033965	1
ENSMUSG00000022992	15	ENSGALG00000033877	KQ759644.1
ENSMUSG00000022994	15	ENSGALG00000043490	KQ759585.1
ENSMUSG00000022995	1	ENSGALG00000009303	3
ENSMUSG00000022997	15	ENSGALG00000043009	KQ759553.1
ENSMUSG00000022999	15	ENSGALG00000037665	33
ENSMUSG00000023000	15	ENSGALG00000031707	33
ENSMUSG00000023011	15	ENSGALG00000031615	33
ENSMUSG00000023013	15	ENSGALG00000037878	33
ENSMUSG00000023015	15	ENSGALG00000033231	33
ENSMUSG00000023017	15	ENSGALG00000034025	33
ENSMUSG00000023018	15	ENSGALG00000029247	33
ENSMUSG00000023020	15	ENSGALG00000033441	33
ENSMUSG00000023021	15	ENSGALG00000039734	33
ENSMUSG00000023022	15	ENSGALG00000034742	33
ENSMUSG00000023025	15	ENSGALG00000042122	33
ENSMUSG00000023026	15	ENSGALG00000034965	33
ENSMUSG00000023030	15	ENSGALG00000041533	AADN04005037.1
ENSMUSG00000023032	15	ENSGALG00000031274	33
ENSMUSG00000023033	15	ENSGALG00000043728	33
ENSMUSG00000023034	15	ENSGALG00000043727	AADN04001839.1
ENSMUSG00000023039	15	ENSGALG00000034868	33
ENSMUSG00000023043	15	ENSGALG00000030002	KQ759485.1
ENSMUSG00000023051	15	ENSGALG00000038939	33
ENSMUSG00000023057	3	ENSGALG00000011986	4
ENSMUSG00000023066	18	ENSGALG00000013745	2
ENSMUSG00000023067	17	ENSGALG00000028318	26
ENSMUSG00000023068	10	ENSGALG00000014899	3
ENSMUSG00000023070	X	ENSGALG00000016724	1
ENSMUSG00000023072	7	ENSGALG00000004756	11
ENSMUSG00000023073	8	ENSGALG00000016858	1
ENSMUSG00000023074	X	ENSGALG00000006132	4
ENSMUSG00000023079	5	ENSGALG00000001263	19
ENSMUSG00000023084	3	ENSGALG00000027351	25
ENSMUSG00000023088	16	ENSGALG00000006646	14
ENSMUSG00000023089	6	ENSGALG00000008821	1
ENSMUSG00000023104	5	ENSGALG00000029449	19
ENSMUSG00000023106	5	ENSGALG00000003795	15
ENSMUSG00000023132	13	ENSGALG00000013548	Z
ENSMUSG00000023147	16	ENSGALG00000016070	1
ENSMUSG00000023169	15	ENSGALG00000009698	1
ENSMUSG00000023175	10	ENSGALG00000001328	28
ENSMUSG00000023176	16	ENSGALG00000045776	9
ENSMUSG00000023191	6	ENSGALG00000014490	1
ENSMUSG00000023192	9	ENSGALG00000003839	12
ENSMUSG00000023216	2	ENSGALG00000021230	20
ENSMUSG00000023224	2	ENSGALG00000007381	5
ENSMUSG00000023232	4	ENSGALG00000021685	23
ENSMUSG00000023236	2	ENSGALG00000009725	5
ENSMUSG00000023243	14	ENSGALG00000034077	3
ENSMUSG00000023247	4	ENSGALG00000027269	21
ENSMUSG00000023249	9	ENSGALG00000004517	12
ENSMUSG00000023259	9	ENSGALG00000026089	12
ENSMUSG00000023266	17	ENSGALG00000003447	26
ENSMUSG00000023267	4	ENSGALG00000015776	3
ENSMUSG00000023272	15	ENSGALG00000008551	1
ENSMUSG00000023274	6	ENSGALG00000014477	1
ENSMUSG00000023277	9	ENSGALG00000003977	12
ENSMUSG00000023279	X	ENSGALG00000004742	4
ENSMUSG00000023286	4	ENSGALG00000001848	21
ENSMUSG00000023307	19	ENSGALG00000032234	6
ENSMUSG00000023330	2	ENSGALG00000005673	10
ENSMUSG00000023333	9	ENSGALG00000016316	3
ENSMUSG00000023336	8	ENSGALG00000005503	11
ENSMUSG00000023345	9	ENSGALG00000034572	12
ENSMUSG00000023387	14	ENSGALG00000020049	3
ENSMUSG00000023393	2	ENSGALG00000028225	20
ENSMUSG00000023403	6	ENSGALG00000010980	2
ENSMUSG00000023439	6	ENSGALG00000034438	1
ENSMUSG00000023460	17	ENSGALG00000033608	2
ENSMUSG00000023473	9	ENSGALG00000036763	12
ENSMUSG00000023484	15	ENSGALG00000039571	AADN04000737.1
ENSMUSG00000023495	9	ENSGALG00000027695	12
ENSMUSG00000023505	6	ENSGALG00000014513	1
ENSMUSG00000023571	4	ENSGALG00000001857	21
ENSMUSG00000023572	2	ENSGALG00000004837	20
ENSMUSG00000023707	5	ENSGALG00000003687	15
ENSMUSG00000023723	11	ENSGALG00000005559	19
ENSMUSG00000023791	16	ENSGALG00000006408	9
ENSMUSG00000023800	17	ENSGALG00000036005	3
ENSMUSG00000023802	17	ENSGALG00000013659	3
ENSMUSG00000023805	17	ENSGALG00000013727	3
ENSMUSG00000023809	17	ENSGALG00000011473	3
ENSMUSG00000023826	17	ENSGALG00000011562	3
ENSMUSG00000023827	17	ENSGALG00000011571	3
ENSMUSG00000023828	17	ENSGALG00000020002	3
ENSMUSG00000023845	17	ENSGALG00000015301	Z
ENSMUSG00000023861	17	ENSGALG00000011483	3
ENSMUSG00000023868	17	ENSGALG00000011537	3
ENSMUSG00000023883	17	ENSGALG00000011192	3
ENSMUSG00000023885	17	ENSGALG00000011200	3
ENSMUSG00000023886	17	ENSGALG00000011205	3
ENSMUSG00000023913	17	ENSGALG00000016713	3
ENSMUSG00000023914	17	ENSGALG00000033033	3
ENSMUSG00000023915	17	ENSGALG00000016719	3
ENSMUSG00000023919	17	ENSGALG00000016692	3
ENSMUSG00000023921	17	ENSGALG00000016697	3
ENSMUSG00000023923	17	ENSGALG00000011251	2
ENSMUSG00000023926	17	ENSGALG00000016684	3
ENSMUSG00000023927	17	ENSGALG00000011254	2
ENSMUSG00000023931	17	ENSGALG00000011267	2
ENSMUSG00000023932	17	ENSGALG00000016704	3
ENSMUSG00000023938	17	ENSGALG00000035337	3
ENSMUSG00000023939	17	ENSGALG00000010285	3
ENSMUSG00000023940	17	ENSGALG00000011281	2
ENSMUSG00000023942	17	ENSGALG00000010182	3
ENSMUSG00000023943	17	ENSGALG00000016805	1
ENSMUSG00000023944	17	ENSGALG00000010175	3
ENSMUSG00000023945	17	ENSGALG00000016804	1
ENSMUSG00000023947	17	ENSGALG00000044525	3
ENSMUSG00000023949	17	ENSGALG00000010165	3
ENSMUSG00000023951	17	ENSGALG00000010290	3
ENSMUSG00000023953	17	ENSGALG00000010317	3
ENSMUSG00000023959	17	ENSGALG00000016707	3
ENSMUSG00000023961	17	ENSGALG00000016708	3
ENSMUSG00000023963	17	ENSGALG00000016710	3
ENSMUSG00000023964	6	ENSGALG00000009509	2
ENSMUSG00000023965	17	ENSGALG00000000276	Z
ENSMUSG00000023966	17	ENSGALG00000010299	3
ENSMUSG00000023967	17	ENSGALG00000010296	3
ENSMUSG00000023971	17	ENSGALG00000028056	3
ENSMUSG00000023972	17	ENSGALG00000008609	3
ENSMUSG00000023973	17	ENSGALG00000028471	3
ENSMUSG00000023977	17	ENSGALG00000009906	3
ENSMUSG00000023978	17	ENSGALG00000009909	3
ENSMUSG00000023979	17	ENSGALG00000001418	26
ENSMUSG00000023980	17	ENSGALG00000003498	26
ENSMUSG00000023982	17	ENSGALG00000001431	26
ENSMUSG00000023988	17	ENSGALG00000003467	26
ENSMUSG00000023990	17	ENSGALG00000039878	26
ENSMUSG00000023991	17	ENSGALG00000033497	26
ENSMUSG00000023992	17	ENSGALG00000023781	26
ENSMUSG00000023994	17	ENSGALG00000003247	26
ENSMUSG00000023995	17	ENSGALG00000003212	26
ENSMUSG00000023999	17	ENSGALG00000010057	3
ENSMUSG00000024002	17	ENSGALG00000034725	AADN04000659.1
ENSMUSG00000024006	17	ENSGALG00000000523	26
ENSMUSG00000024007	17	ENSGALG00000034630	26
ENSMUSG00000024008	17	ENSGALG00000030676	26
ENSMUSG00000024011	17	ENSGALG00000000560	26
ENSMUSG00000024012	17	ENSGALG00000000186	26
ENSMUSG00000024014	17	ENSGALG00000038902	26
ENSMUSG00000024018	17	ENSGALG00000010151	3
ENSMUSG00000024019	17	ENSGALG00000010149	3
ENSMUSG00000024026	17	ENSGALG00000010127	3
ENSMUSG00000024027	17	ENSGALG00000010078	3
ENSMUSG00000024030	17	ENSGALG00000016164	1
ENSMUSG00000024033	17	ENSGALG00000043976	1
ENSMUSG00000024034	17	ENSGALG00000016169	1
ENSMUSG00000024036	17	ENSGALG00000016185	1
ENSMUSG00000024037	17	ENSGALG00000016187	1
ENSMUSG00000024038	17	ENSGALG00000022813	1
ENSMUSG00000024039	17	ENSGALG00000016196	1
ENSMUSG00000024041	17	ENSGALG00000016199	1
ENSMUSG00000024042	17	ENSGALG00000041988	1
ENSMUSG00000024043	17	ENSGALG00000014758	2
ENSMUSG00000024044	17	ENSGALG00000038678	2
ENSMUSG00000024045	17	ENSGALG00000043107	AADN04004788.1
ENSMUSG00000024049	17	ENSGALG00000014847	2
ENSMUSG00000024052	17	ENSGALG00000014836	2
ENSMUSG00000024053	17	ENSGALG00000032997	2
ENSMUSG00000024054	17	ENSGALG00000014811	2
ENSMUSG00000024056	17	ENSGALG00000014801	2
ENSMUSG00000024059	17	ENSGALG00000009024	3
ENSMUSG00000024063	17	ENSGALG00000009052	3
ENSMUSG00000024064	17	ENSGALG00000009078	3
ENSMUSG00000024065	17	ENSGALG00000009086	3
ENSMUSG00000024066	17	ENSGALG00000008701	3
ENSMUSG00000024067	17	ENSGALG00000010621	3
ENSMUSG00000024068	17	ENSGALG00000010620	3
ENSMUSG00000024069	17	ENSGALG00000010618	3
ENSMUSG00000024070	17	ENSGALG00000010612	3
ENSMUSG00000024072	17	ENSGALG00000010547	3
ENSMUSG00000024073	17	ENSGALG00000010541	3
ENSMUSG00000024074	17	ENSGALG00000032640	3
ENSMUSG00000024076	17	ENSGALG00000010583	3
ENSMUSG00000024077	17	ENSGALG00000010580	3
ENSMUSG00000024079	17	ENSGALG00000010560	3
ENSMUSG00000024081	17	ENSGALG00000040335	3
ENSMUSG00000024082	17	ENSGALG00000010609	3
ENSMUSG00000024084	17	ENSGALG00000032440	3
ENSMUSG00000024085	17	ENSGALG00000000255	Z
ENSMUSG00000024087	17	ENSGALG00000025822	3
ENSMUSG00000024096	17	ENSGALG00000008405	2
ENSMUSG00000024098	17	ENSGALG00000008400	2
ENSMUSG00000024099	17	ENSGALG00000036625	2
ENSMUSG00000024101	17	ENSGALG00000012974	1
ENSMUSG00000024104	6	ENSGALG00000005914	6
ENSMUSG00000024107	17	ENSGALG00000009095	3
ENSMUSG00000024109	17	ENSGALG00000009107	3
ENSMUSG00000024112	17	ENSGALG00000005215	14
ENSMUSG00000024120	17	ENSGALG00000009967	3
ENSMUSG00000024121	17	ENSGALG00000009229	14
ENSMUSG00000024122	17	ENSGALG00000006418	14
ENSMUSG00000024127	17	ENSGALG00000009981	3
ENSMUSG00000024131	17	ENSGALG00000009973	3
ENSMUSG00000024132	17	ENSGALG00000031563	14
ENSMUSG00000024134	17	ENSGALG00000023303	3
ENSMUSG00000024135	17	ENSGALG00000009990	3
ENSMUSG00000024136	17	ENSGALG00000046313	14
ENSMUSG00000024137	17	ENSGALG00000005900	14
ENSMUSG00000024140	17	ENSGALG00000010005	3
ENSMUSG00000024142	17	ENSGALG00000005878	14
ENSMUSG00000024143	17	ENSGALG00000010010	3
ENSMUSG00000024145	17	ENSGALG00000020057	3
ENSMUSG00000024146	17	ENSGALG00000010014	3
ENSMUSG00000024151	17	ENSGALG00000008962	3
ENSMUSG00000024154	17	ENSGALG00000026747	3
ENSMUSG00000024155	17	ENSGALG00000005411	14
ENSMUSG00000024158	17	ENSGALG00000005398	14
ENSMUSG00000024160	17	ENSGALG00000002285	14
ENSMUSG00000024163	17	ENSGALG00000029514	AADN04000668.1
ENSMUSG00000024164	17	ENSGALG00000030038	AADN04001210.1
ENSMUSG00000024165	17	ENSGALG00000009346	14
ENSMUSG00000024168	17	ENSGALG00000029047	14
ENSMUSG00000024169	17	ENSGALG00000009318	14
ENSMUSG00000024170	17	ENSGALG00000009297	14
ENSMUSG00000024172	17	ENSGALG00000016803	1
ENSMUSG00000024175	17	ENSGALG00000005247	14
ENSMUSG00000024176	17	ENSGALG00000005263	14
ENSMUSG00000024177	17	ENSGALG00000002688	14
ENSMUSG00000024181	17	ENSGALG00000007473	14
ENSMUSG00000024182	17	ENSGALG00000029402	14
ENSMUSG00000024184	17	ENSGALG00000040070	14
ENSMUSG00000024186	17	ENSGALG00000040648	14
ENSMUSG00000024187	17	ENSGALG00000031303	14
ENSMUSG00000024188	17	ENSGALG00000037983	14
ENSMUSG00000024190	17	ENSGALG00000040360	13
ENSMUSG00000024191	17	ENSGALG00000002882	13
ENSMUSG00000024201	17	ENSGALG00000034592	28
ENSMUSG00000024206	17	ENSGALG00000001773	28
ENSMUSG00000024208	17	ENSGALG00000002881	26
ENSMUSG00000024210	17	ENSGALG00000026536	26
ENSMUSG00000024211	6	ENSGALG00000039403	1
ENSMUSG00000024212	17	ENSGALG00000001596	28
ENSMUSG00000024213	17	ENSGALG00000002830	26
ENSMUSG00000024215	17	ENSGALG00000002792	26
ENSMUSG00000024217	17	ENSGALG00000002773	26
ENSMUSG00000024218	17	ENSGALG00000002735	26
ENSMUSG00000024219	17	ENSGALG00000002723	26
ENSMUSG00000024220	17	ENSGALG00000002630	26
ENSMUSG00000024222	17	ENSGALG00000042148	26
ENSMUSG00000024228	17	ENSGALG00000015268	Z
ENSMUSG00000024231	18	ENSGALG00000007095	2
ENSMUSG00000024232	18	ENSGALG00000040993	2
ENSMUSG00000024234	18	ENSGALG00000007351	2
ENSMUSG00000024235	18	ENSGALG00000007356	2
ENSMUSG00000024236	18	ENSGALG00000007331	2
ENSMUSG00000024238	18	ENSGALG00000007260	2
ENSMUSG00000024240	18	ENSGALG00000007169	2
ENSMUSG00000024241	17	ENSGALG00000039450	3
ENSMUSG00000024245	17	ENSGALG00000028327	5
ENSMUSG00000024246	17	ENSGALG00000009119	3
ENSMUSG00000024247	17	ENSGALG00000042511	3
ENSMUSG00000024248	17	ENSGALG00000037996	3
ENSMUSG00000024251	17	ENSGALG00000009932	3
ENSMUSG00000024253	17	ENSGALG00000009954	3
ENSMUSG00000024254	17	ENSGALG00000009958	3
ENSMUSG00000024256	17	ENSGALG00000014858	2
ENSMUSG00000024258	18	ENSGALG00000002057	9
ENSMUSG00000024259	18	ENSGALG00000000253	Z
ENSMUSG00000024260	18	ENSGALG00000002070	9
ENSMUSG00000024261	18	ENSGALG00000042626	Z
ENSMUSG00000024269	18	ENSGALG00000026547	Z
ENSMUSG00000024270	18	ENSGALG00000013209	2
ENSMUSG00000024271	18	ENSGALG00000039034	2
ENSMUSG00000024273	18	ENSGALG00000013131	2
ENSMUSG00000024277	18	ENSGALG00000015215	2
ENSMUSG00000024283	18	ENSGALG00000035281	2
ENSMUSG00000024286	18	ENSGALG00000007076	2
ENSMUSG00000024287	18	ENSGALG00000014915	2
ENSMUSG00000024290	18	ENSGALG00000014922	2
ENSMUSG00000024293	18	ENSGALG00000014936	2
ENSMUSG00000024294	18	ENSGALG00000014974	2
ENSMUSG00000024299	17	ENSGALG00000033157	28
ENSMUSG00000024300	17	ENSGALG00000001571	28
ENSMUSG00000024302	18	ENSGALG00000015211	2
ENSMUSG00000024304	18	ENSGALG00000015132	2
ENSMUSG00000024306	18	ENSGALG00000019484	2
ENSMUSG00000024308	17	ENSGALG00000008022	16
ENSMUSG00000024313	18	ENSGALG00000044606	2
ENSMUSG00000024335	17	ENSGALG00000000156	16
ENSMUSG00000024339	17	ENSGALG00000029381	16
ENSMUSG00000024346	18	ENSGALG00000000946	13
ENSMUSG00000024347	18	ENSGALG00000030836	13
ENSMUSG00000024349	18	ENSGALG00000041129	13
ENSMUSG00000024350	18	ENSGALG00000002528	13
ENSMUSG00000024353	18	ENSGALG00000044427	13
ENSMUSG00000024354	18	ENSGALG00000037642	13
ENSMUSG00000024357	18	ENSGALG00000002457	13
ENSMUSG00000024359	18	ENSGALG00000002363	13
ENSMUSG00000024360	18	ENSGALG00000002262	13
ENSMUSG00000024365	17	ENSGALG00000039742	16
ENSMUSG00000024366	18	ENSGALG00000007620	13
ENSMUSG00000024370	18	ENSGALG00000007610	13
ENSMUSG00000024376	18	ENSGALG00000000234	Z
ENSMUSG00000024378	18	ENSGALG00000000241	Z
ENSMUSG00000024381	18	ENSGALG00000011541	7
ENSMUSG00000024382	18	ENSGALG00000011515	7
ENSMUSG00000024383	18	ENSGALG00000011502	7
ENSMUSG00000024384	18	ENSGALG00000001803	9
ENSMUSG00000024386	18	ENSGALG00000001780	9
ENSMUSG00000024388	18	ENSGALG00000001936	9
ENSMUSG00000024395	18	ENSGALG00000001995	9
ENSMUSG00000024400	18	ENSGALG00000002043	9
ENSMUSG00000024404	18	ENSGALG00000015004	2
ENSMUSG00000024410	18	ENSGALG00000033054	2
ENSMUSG00000024411	18	ENSGALG00000015128	2
ENSMUSG00000024413	18	ENSGALG00000015030	2
ENSMUSG00000024414	11	ENSGALG00000038812	18
ENSMUSG00000024422	17	ENSGALG00000029334	AADN04013142.1
ENSMUSG00000024423	18	ENSGALG00000015093	2
ENSMUSG00000024424	18	ENSGALG00000015064	2
ENSMUSG00000024425	18	ENSGALG00000043744	13
ENSMUSG00000024427	18	ENSGALG00000033012	13
ENSMUSG00000024431	18	ENSGALG00000032992	13
ENSMUSG00000024440	18	ENSGALG00000002544	13
ENSMUSG00000024442	18	ENSGALG00000042423	13
ENSMUSG00000024451	18	ENSGALG00000002562	13
ENSMUSG00000024454	18	ENSGALG00000002634	13
ENSMUSG00000024471	18	ENSGALG00000031826	13
ENSMUSG00000024472	18	ENSGALG00000000215	Z
ENSMUSG00000024474	18	ENSGALG00000037172	13
ENSMUSG00000024477	18	ENSGALG00000008197	Z
ENSMUSG00000024479	15	ENSGALG00000040768	2
ENSMUSG00000024480	18	ENSGALG00000002341	Z
ENSMUSG00000024481	18	ENSGALG00000002318	Z
ENSMUSG00000024483	18	ENSGALG00000001099	13
ENSMUSG00000024485	18	ENSGALG00000044387	13
ENSMUSG00000024486	18	ENSGALG00000000949	13
ENSMUSG00000024487	18	ENSGALG00000007404	13
ENSMUSG00000024491	18	ENSGALG00000007516	13
ENSMUSG00000024493	18	ENSGALG00000007494	13
ENSMUSG00000024497	18	ENSGALG00000043334	13
ENSMUSG00000024498	18	ENSGALG00000007528	13
ENSMUSG00000024500	18	ENSGALG00000007565	13
ENSMUSG00000024501	18	ENSGALG00000007582	13
ENSMUSG00000024502	18	ENSGALG00000007593	13
ENSMUSG00000024505	18	ENSGALG00000002250	Z
ENSMUSG00000024507	18	ENSGALG00000002187	Z
ENSMUSG00000024515	18	ENSGALG00000039417	25
ENSMUSG00000024516	18	ENSGALG00000031663	Z
ENSMUSG00000024517	18	ENSGALG00000040959	Z
ENSMUSG00000024518	18	ENSGALG00000013431	28
ENSMUSG00000024519	18	ENSGALG00000038426	Z
ENSMUSG00000024521	18	ENSGALG00000035325	Z
ENSMUSG00000024524	18	ENSGALG00000013785	2
ENSMUSG00000024525	18	ENSGALG00000013814	2
ENSMUSG00000024526	18	ENSGALG00000034500	2
ENSMUSG00000024527	18	ENSGALG00000013853	2
ENSMUSG00000024528	18	ENSGALG00000005316	Z
ENSMUSG00000024529	18	ENSGALG00000028063	Z
ENSMUSG00000024530	18	ENSGALG00000013830	2
ENSMUSG00000024534	18	ENSGALG00000005330	Z
ENSMUSG00000024535	18	ENSGALG00000018874	Z
ENSMUSG00000024537	18	ENSGALG00000013863	2
ENSMUSG00000024538	18	ENSGALG00000005346	Z
ENSMUSG00000024539	18	ENSGALG00000013867	2
ENSMUSG00000024542	18	ENSGALG00000035625	2
ENSMUSG00000024544	18	ENSGALG00000013886	2
ENSMUSG00000024548	18	ENSGALG00000036775	Z
ENSMUSG00000024553	18	ENSGALG00000026011	2
ENSMUSG00000024565	18	ENSGALG00000041404	2
ENSMUSG00000024570	18	ENSGALG00000036067	2
ENSMUSG00000024576	18	ENSGALG00000001364	13
ENSMUSG00000024578	18	ENSGALG00000021471	13
ENSMUSG00000024579	18	ENSGALG00000040340	13
ENSMUSG00000024580	18	ENSGALG00000002673	13
ENSMUSG00000024581	18	ENSGALG00000013932	2
ENSMUSG00000024583	18	ENSGALG00000033862	Z
ENSMUSG00000024587	18	ENSGALG00000040506	Z
ENSMUSG00000024588	18	ENSGALG00000038461	Z
ENSMUSG00000024590	18	ENSGALG00000014692	Z
ENSMUSG00000024592	18	ENSGALG00000028135	Z
ENSMUSG00000024593	18	ENSGALG00000014699	Z
ENSMUSG00000024594	18	ENSGALG00000014703	Z
ENSMUSG00000024597	18	ENSGALG00000014690	Z
ENSMUSG00000024598	18	ENSGALG00000014686	Z
ENSMUSG00000024600	18	ENSGALG00000000184	Z
ENSMUSG00000024601	18	ENSGALG00000000161	Z
ENSMUSG00000024603	18	ENSGALG00000004534	13
ENSMUSG00000024604	18	ENSGALG00000004555	13
ENSMUSG00000024608	18	ENSGALG00000004588	13
ENSMUSG00000024610	18	ENSGALG00000004594	13
ENSMUSG00000024614	18	ENSGALG00000013757	2
ENSMUSG00000024617	18	ENSGALG00000005621	13
ENSMUSG00000024619	18	ENSGALG00000005679	13
ENSMUSG00000024620	18	ENSGALG00000030613	13
ENSMUSG00000024621	18	ENSGALG00000005725	13
ENSMUSG00000024622	18	ENSGALG00000005770	13
ENSMUSG00000024639	19	ENSGALG00000015177	Z
ENSMUSG00000024640	19	ENSGALG00000015180	Z
ENSMUSG00000024644	18	ENSGALG00000019514	2
ENSMUSG00000024645	18	ENSGALG00000013709	2
ENSMUSG00000024646	18	ENSGALG00000013708	2
ENSMUSG00000024647	18	ENSGALG00000028682	2
ENSMUSG00000024654	19	ENSGALG00000015949	3
ENSMUSG00000024659	19	ENSGALG00000015148	Z
ENSMUSG00000024661	19	ENSGALG00000007220	5
ENSMUSG00000024666	19	ENSGALG00000029480	5
ENSMUSG00000024667	19	ENSGALG00000039648	5
ENSMUSG00000024668	19	ENSGALG00000040632	5
ENSMUSG00000024669	19	ENSGALG00000031735	5
ENSMUSG00000024682	19	ENSGALG00000031546	AADN04000990.1
ENSMUSG00000024683	19	ENSGALG00000029419	AADN04000990.1
ENSMUSG00000024687	19	ENSGALG00000030548	AADN04001190.1
ENSMUSG00000024695	19	ENSGALG00000007287	5
ENSMUSG00000024697	19	ENSGALG00000015176	Z
ENSMUSG00000024725	19	ENSGALG00000017447	Z
ENSMUSG00000024726	19	ENSGALG00000015155	Z
ENSMUSG00000024727	19	ENSGALG00000015154	Z
ENSMUSG00000024732	19	ENSGALG00000036935	AADN04000990.1
ENSMUSG00000024734	19	ENSGALG00000031916	AADN04000990.1
ENSMUSG00000024736	19	ENSGALG00000031067	5
ENSMUSG00000024738	19	ENSGALG00000039242	5
ENSMUSG00000024740	19	ENSGALG00000042333	5
ENSMUSG00000024742	19	ENSGALG00000033781	5
ENSMUSG00000024743	19	ENSGALG00000043139	5
ENSMUSG00000024749	19	ENSGALG00000015145	Z
ENSMUSG00000024750	19	ENSGALG00000015144	Z
ENSMUSG00000024764	19	ENSGALG00000038219	KQ759534.1
ENSMUSG00000024767	19	ENSGALG00000038229	KQ759534.1
ENSMUSG00000024774	19	ENSGALG00000028250	6
ENSMUSG00000024776	19	ENSGALG00000006331	6
ENSMUSG00000024778	19	ENSGALG00000006351	6
ENSMUSG00000024780	19	ENSGALG00000014448	Z
ENSMUSG00000024781	19	ENSGALG00000006378	6
ENSMUSG00000024782	19	ENSGALG00000014447	Z
ENSMUSG00000024785	19	ENSGALG00000015024	Z
ENSMUSG00000024789	19	ENSGALG00000015027	Z
ENSMUSG00000024793	4	ENSGALG00000026499	21
ENSMUSG00000024797	19	ENSGALG00000004166	5
ENSMUSG00000024798	19	ENSGALG00000040549	6
ENSMUSG00000024800	19	ENSGALG00000006486	6
ENSMUSG00000024803	19	ENSGALG00000006491	6
ENSMUSG00000024805	19	ENSGALG00000006502	6
ENSMUSG00000024806	19	ENSGALG00000019756	Z
ENSMUSG00000024807	19	ENSGALG00000031594	KQ759558.1
ENSMUSG00000024811	19	ENSGALG00000014614	6
ENSMUSG00000024812	19	ENSGALG00000015109	Z
ENSMUSG00000024817	19	ENSGALG00000015052	Z
ENSMUSG00000024824	19	ENSGALG00000036642	AADN04000612.1
ENSMUSG00000024826	19	ENSGALG00000030221	AADN04003264.1
ENSMUSG00000024827	19	ENSGALG00000015053	Z
