Human	ChrHuman	Platypus	ChrPlatypus
ENSG00000106591	7	ENSOANG00000010696	Contig48
ENSG00000106603	7	ENSOANG00000010689	Contig48
ENSG00000106605	7	ENSOANG00000010688	Contig48
ENSG00000106608	7	ENSOANG00000015809	Contig4633
ENSG00000106617	7	ENSOANG00000006167	Ultra274
ENSG00000106624	7	ENSOANG00000006502	Contig2861
ENSG00000106628	7	ENSOANG00000006504	Contig2861
ENSG00000106631	7	ENSOANG00000006505	Contig2861
ENSG00000106633	7	ENSOANG00000006506	Contig2861
ENSG00000106635	7	ENSOANG00000000274	Contig14888
ENSG00000106636	7	ENSOANG00000003450	Contig11824
ENSG00000106638	7	ENSOANG00000013476	Contig20212
ENSG00000106665	7	ENSOANG00000004486	Contig25091
ENSG00000106682	7	ENSOANG00000004334	Contig7702
ENSG00000106683	7	ENSOANG00000002923	Ultra42
ENSG00000106686	9	ENSOANG00000022565	X5
ENSG00000106688	9	ENSOANG00000013192	X5
ENSG00000106689	9	ENSOANG00000003099	Ultra134
ENSG00000106692	9	ENSOANG00000004195	Ultra477
ENSG00000106701	9	ENSOANG00000004196	Ultra477
ENSG00000106733	9	ENSOANG00000011647	Ultra200
ENSG00000106772	9	ENSOANG00000028413	Contig36806
ENSG00000106780	9	ENSOANG00000014651	Contig15316
ENSG00000106785	9	ENSOANG00000011133	Ultra309
ENSG00000106789	9	ENSOANG00000004527	Contig20895
ENSG00000106799	9	ENSOANG00000014872	Contig447
ENSG00000106804	9	ENSOANG00000001103	Ultra70
ENSG00000106809	9	ENSOANG00000000113	Ultra497
ENSG00000106819	9	ENSOANG00000007011	Ultra497
ENSG00000106823	9	ENSOANG00000006388	Contig4487
ENSG00000106829	9	ENSOANG00000007857	Ultra304
ENSG00000106852	9	ENSOANG00000004698	Ultra70
ENSG00000106927	9	ENSOANG00000003126	Contig37198
ENSG00000106948	9	ENSOANG00000021642	Contig12606
ENSG00000106952	9	ENSOANG00000010613	4
ENSG00000106976	9	ENSOANG00000000394	Contig11096
ENSG00000106992	9	ENSOANG00000009542	Contig20596
ENSG00000106993	9	ENSOANG00000001511	X5
ENSG00000107020	9	ENSOANG00000013191	X5
ENSG00000107021	9	ENSOANG00000012174	Contig23238
ENSG00000107099	9	ENSOANG00000021558	Contig7785
ENSG00000107104	9	ENSOANG00000008293	X5
ENSG00000107105	9	ENSOANG00000009634	X5
ENSG00000107130	9	ENSOANG00000001037	4
ENSG00000107140	9	ENSOANG00000007476	Contig6793
ENSG00000107147	9	ENSOANG00000029565	Contig30127
ENSG00000107164	9	ENSOANG00000001042	4
ENSG00000107165	9	ENSOANG00000004481	X5
ENSG00000107175	9	ENSOANG00000005239	Contig15625
ENSG00000107185	9	ENSOANG00000009626	Contig29594
ENSG00000107186	9	ENSOANG00000013531	X5
ENSG00000107201	9	ENSOANG00000012131	X5
ENSG00000107223	9	ENSOANG00000010203	Contig2738
ENSG00000107242	9	ENSOANG00000013264	X5
ENSG00000107249	9	ENSOANG00000014997	X5
ENSG00000107263	9	ENSOANG00000014783	4
ENSG00000107282	9	ENSOANG00000002093	X5
ENSG00000107290	9	ENSOANG00000029879	Contig15011
ENSG00000107295	9	ENSOANG00000003340	X5
ENSG00000107317	9	ENSOANG00000020840	Contig12301
ENSG00000107338	9	ENSOANG00000030503	X5
ENSG00000107341	9	ENSOANG00000010218	3
ENSG00000107362	9	ENSOANG00000005648	Ultra200
ENSG00000107371	9	ENSOANG00000000886	X5
ENSG00000107372	9	ENSOANG00000001774	Contig1104
ENSG00000107404	1	ENSOANG00000030798	Contig75396
ENSG00000107438	10	ENSOANG00000005138	Ultra97
ENSG00000107443	10	ENSOANG00000015791	Ultra97
ENSG00000107447	10	ENSOANG00000005141	Ultra97
ENSG00000107485	10	ENSOANG00000015442	Contig13
ENSG00000107518	10	ENSOANG00000001553	Ultra272
ENSG00000107521	10	ENSOANG00000003472	Ultra322
ENSG00000107537	10	ENSOANG00000015408	Contig13
ENSG00000107554	10	ENSOANG00000002780	Contig16121
ENSG00000107560	10	ENSOANG00000007362	Ultra272
ENSG00000107562	10	ENSOANG00000000657	Contig4520
ENSG00000107566	10	ENSOANG00000002484	Ultra472
ENSG00000107593	10	ENSOANG00000015212	Contig11691
ENSG00000107614	10	ENSOANG00000022730	Contig11183
ENSG00000107625	10	ENSOANG00000004776	Contig2241
ENSG00000107643	10	ENSOANG00000031763	3
ENSG00000107651	10	ENSOANG00000001533	Ultra272
ENSG00000107669	10	ENSOANG00000031159	Ultra36
ENSG00000107679	10	ENSOANG00000007865	Ultra103
ENSG00000107719	10	ENSOANG00000008289	Contig6801
ENSG00000107731	10	ENSOANG00000004338	Ultra28
ENSG00000107736	10	ENSOANG00000012413	Ultra56
ENSG00000107738	10	ENSOANG00000011744	Contig677
ENSG00000107742	10	ENSOANG00000011747	Contig677
ENSG00000107745	10	ENSOANG00000001130	3
ENSG00000107758	10	ENSOANG00000000322	Ultra97
ENSG00000107771	10	ENSOANG00000001117	3
ENSG00000107779	10	ENSOANG00000008907	Ultra334
ENSG00000107789	10	ENSOANG00000005756	Contig25413
ENSG00000107796	10	ENSOANG00000000460	Ultra12
ENSG00000107798	10	ENSOANG00000029269	Contig27053
ENSG00000107807	10	ENSOANG00000007318	17
ENSG00000107816	10	ENSOANG00000007324	17
ENSG00000107819	10	ENSOANG00000007319	17
ENSG00000107821	10	ENSOANG00000007323	17
ENSG00000107829	10	ENSOANG00000007313	17
ENSG00000107833	10	ENSOANG00000008952	Contig24853
ENSG00000107854	10	ENSOANG00000000256	Ultra110
ENSG00000107859	10	ENSOANG00000003670	Ultra445
ENSG00000107862	10	ENSOANG00000007818	17
ENSG00000107863	10	ENSOANG00000006022	Ultra274
ENSG00000107864	10	ENSOANG00000015723	Ultra110
ENSG00000107872	10	ENSOANG00000001987	Contig10357
ENSG00000107874	10	ENSOANG00000001988	Contig10357
ENSG00000107882	10	ENSOANG00000030393	Ultra628
ENSG00000107897	10	ENSOANG00000006034	Ultra274
ENSG00000107902	10	ENSOANG00000031321	Contig12568
ENSG00000107929	10	ENSOANG00000006100	Ultra274
ENSG00000107938	10	ENSOANG00000014188	Contig14051
ENSG00000107949	10	ENSOANG00000002143	Contig7280
ENSG00000107951	10	ENSOANG00000006046	Ultra274
ENSG00000107954	10	ENSOANG00000001631	Ultra272
ENSG00000107957	10	ENSOANG00000001630	Ultra272
ENSG00000107960	10	ENSOANG00000001628	Ultra272
ENSG00000107968	10	ENSOANG00000006044	Ultra274
ENSG00000107984	10	ENSOANG00000007031	3
ENSG00000108001	10	ENSOANG00000012326	Ultra350
ENSG00000108018	10	ENSOANG00000001604	Ultra272
ENSG00000108021	10	ENSOANG00000015462	Contig13
ENSG00000108039	10	ENSOANG00000001602	Ultra272
ENSG00000108061	10	ENSOANG00000020152	Contig31799
ENSG00000108091	10	ENSOANG00000013054	3
ENSG00000108094	10	ENSOANG00000006068	Ultra274
ENSG00000108100	10	ENSOANG00000006080	Ultra274
ENSG00000108175	10	ENSOANG00000022033	Contig29965
ENSG00000108176	10	ENSOANG00000012157	Contig3621
ENSG00000108179	10	ENSOANG00000005176	3
ENSG00000108187	10	ENSOANG00000020345	Ultra660
ENSG00000108219	10	ENSOANG00000010864	3
ENSG00000108244	17	ENSOANG00000002901	Contig607
ENSG00000108255	17	ENSOANG00000012646	Ultra69
ENSG00000108256	17	ENSOANG00000012647	Ultra69
ENSG00000108262	17	ENSOANG00000031696	Contig28550
ENSG00000108306	17	ENSOANG00000011737	Contig3357
ENSG00000108309	17	ENSOANG00000030588	Ultra192
ENSG00000108342	17	ENSOANG00000000903	Contig19463
ENSG00000108344	17	ENSOANG00000029005	Contig19463
ENSG00000108349	17	ENSOANG00000003499	Contig20919
ENSG00000108370	17	ENSOANG00000008064	Ultra288
ENSG00000108375	17	ENSOANG00000004578	Contig17774
ENSG00000108381	17	ENSOANG00000012703	Ultra69
ENSG00000108384	17	ENSOANG00000008491	Ultra324
ENSG00000108387	17	ENSOANG00000008487	Ultra324
ENSG00000108389	17	ENSOANG00000008485	Ultra324
ENSG00000108405	17	ENSOANG00000003459	Contig11658
ENSG00000108406	17	ENSOANG00000008516	Ultra324
ENSG00000108423	17	ENSOANG00000002225	Ultra324
ENSG00000108424	17	ENSOANG00000000110	Contig20092
ENSG00000108439	17	ENSOANG00000013451	Contig30655
ENSG00000108443	17	ENSOANG00000002226	Ultra324
ENSG00000108465	17	ENSOANG00000013386	Contig22848
ENSG00000108468	17	ENSOANG00000004199	Contig4661
ENSG00000108469	17	ENSOANG00000015844	Contig4053
ENSG00000108474	17	ENSOANG00000012686	Ultra69
ENSG00000108479	17	ENSOANG00000012912	Contig19997
ENSG00000108506	17	ENSOANG00000002229	Ultra324
ENSG00000108510	17	ENSOANG00000002228	Ultra324
ENSG00000108515	17	ENSOANG00000003456	Contig35414
ENSG00000108523	17	ENSOANG00000001365	Contig29026
ENSG00000108528	17	ENSOANG00000001366	Contig29026
ENSG00000108551	17	ENSOANG00000001260	2
ENSG00000108557	17	ENSOANG00000012280	2
ENSG00000108559	17	ENSOANG00000031876	Contig41138
ENSG00000108576	17	ENSOANG00000012658	Ultra69
ENSG00000108578	17	ENSOANG00000012661	Ultra69
ENSG00000108582	17	ENSOANG00000012664	Ultra69
ENSG00000108587	17	ENSOANG00000012668	Ultra69
ENSG00000108588	17	ENSOANG00000013142	Contig12124
ENSG00000108590	17	ENSOANG00000000461	Contig7686
ENSG00000108591	17	ENSOANG00000006771	Ultra497
ENSG00000108599	17	ENSOANG00000012706	Ultra69
ENSG00000108602	17	ENSOANG00000012709	Ultra69
ENSG00000108639	17	ENSOANG00000004466	Contig4327
ENSG00000108641	17	ENSOANG00000015815	Contig1161
ENSG00000108651	17	ENSOANG00000004279	Contig5451
ENSG00000108666	17	ENSOANG00000009545	Contig4580
ENSG00000108669	17	ENSOANG00000003476	Contig12351
ENSG00000108733	17	ENSOANG00000029914	Contig22580
ENSG00000108771	17	ENSOANG00000030614	Contig17765
ENSG00000108773	17	ENSOANG00000009954	Contig17765
ENSG00000108788	17	ENSOANG00000004620	Contig56570
ENSG00000108798	17	ENSOANG00000004676	Contig18290
ENSG00000108799	17	ENSOANG00000030878	Contig37215
ENSG00000108813	17	ENSOANG00000001385	Contig6035
ENSG00000108819	17	ENSOANG00000029101	Contig44114
ENSG00000108821	17	ENSOANG00000001736	Contig5955
ENSG00000108823	17	ENSOANG00000009519	Contig8860
ENSG00000108826	17	ENSOANG00000030806	Contig17267
ENSG00000108828	17	ENSOANG00000012075	Contig26844
ENSG00000108848	17	ENSOANG00000012492	Contig5399
ENSG00000108852	17	ENSOANG00000004816	Contig18031
ENSG00000108854	17	ENSOANG00000008046	Ultra288
ENSG00000108878	17	ENSOANG00000008057	Ultra288
ENSG00000108924	17	ENSOANG00000010288	Contig524
ENSG00000108932	17	ENSOANG00000031245	Ultra288
ENSG00000108946	17	ENSOANG00000008070	Ultra288
ENSG00000108950	17	ENSOANG00000008071	Ultra288
ENSG00000108953	17	ENSOANG00000002535	Contig665
ENSG00000108960	17	ENSOANG00000010289	Contig524
ENSG00000108963	17	ENSOANG00000002701	Contig17178
ENSG00000108984	17	ENSOANG00000008075	Ultra288
ENSG00000109016	17	ENSOANG00000007735	2
ENSG00000109047	17	ENSOANG00000008444	Ultra720
ENSG00000109062	17	ENSOANG00000012584	Ultra428
ENSG00000109063	17	ENSOANG00000000986	Contig14157
ENSG00000109065	17	ENSOANG00000012585	Ultra428
ENSG00000109066	17	ENSOANG00000012586	Ultra428
ENSG00000109072	17	ENSOANG00000015617	Contig6837
ENSG00000109079	17	ENSOANG00000012208	Contig18101
ENSG00000109083	17	ENSOANG00000012207	Contig18101
ENSG00000109089	17	ENSOANG00000004375	Contig12618
ENSG00000109101	17	ENSOANG00000014185	Ultra17
ENSG00000109103	17	ENSOANG00000014183	Ultra17
ENSG00000109107	17	ENSOANG00000014180	Ultra17
ENSG00000109111	17	ENSOANG00000000148	Contig11469
ENSG00000109113	17	ENSOANG00000000147	Contig11469
ENSG00000109118	17	ENSOANG00000008692	Contig1830
ENSG00000109133	4	ENSOANG00000000329	Contig2991
ENSG00000109171	4	ENSOANG00000004487	Contig29651
ENSG00000109180	4	ENSOANG00000000842	Contig5172
ENSG00000109184	4	ENSOANG00000005193	Contig10291
ENSG00000109189	4	ENSOANG00000008879	Contig1391
ENSG00000109193	4	ENSOANG00000013688	Ultra362
ENSG00000109220	4	ENSOANG00000014096	Contig13388
ENSG00000109255	4	ENSOANG00000004716	Ultra277
ENSG00000109265	4	ENSOANG00000030031	Contig1914
ENSG00000109270	4	ENSOANG00000011704	Contig9495
ENSG00000109321	4	ENSOANG00000006918	Ultra362
ENSG00000109323	4	ENSOANG00000020629	Contig15816
ENSG00000109332	4	ENSOANG00000012614	Contig3286
ENSG00000109339	4	ENSOANG00000006227	12
ENSG00000109381	4	ENSOANG00000013760	Ultra445
ENSG00000109424	4	ENSOANG00000015294	Ultra33
ENSG00000109436	4	ENSOANG00000013540	Contig102
ENSG00000109445	4	ENSOANG00000013166	Ultra33
ENSG00000109452	4	ENSOANG00000013164	Ultra33
ENSG00000109458	4	ENSOANG00000013925	Ultra33
ENSG00000109466	4	ENSOANG00000014478	12
ENSG00000109472	4	ENSOANG00000014480	12
ENSG00000109475	4	ENSOANG00000007856	Ultra95
ENSG00000109501	4	ENSOANG00000031798	Contig40750
ENSG00000109511	4	ENSOANG00000007455	12
ENSG00000109519	4	ENSOANG00000014532	Contig11484
ENSG00000109534	4	ENSOANG00000003665	Ultra445
ENSG00000109572	4	ENSOANG00000007442	12
ENSG00000109576	4	ENSOANG00000007439	12
ENSG00000109586	4	ENSOANG00000011495	12
ENSG00000109606	4	ENSOANG00000006682	18
ENSG00000109654	4	ENSOANG00000005287	Ultra539
ENSG00000109667	4	ENSOANG00000007038	Ultra94
ENSG00000109670	4	ENSOANG00000005283	Ultra539
ENSG00000109680	4	ENSOANG00000006700	18
ENSG00000109685	4	ENSOANG00000014321	Contig3034
ENSG00000109686	4	ENSOANG00000013775	Contig3999
ENSG00000109689	4	ENSOANG00000006701	18
ENSG00000109736	4	ENSOANG00000001782	Contig3635
ENSG00000109738	4	ENSOANG00000015656	12
ENSG00000109743	4	ENSOANG00000022178	Contig24608
ENSG00000109756	4	ENSOANG00000014970	12
ENSG00000109758	4	ENSOANG00000021232	Contig28757
ENSG00000109762	4	ENSOANG00000031663	Contig23597
ENSG00000109771	4	ENSOANG00000012291	Contig10069
ENSG00000109775	4	ENSOANG00000004307	Contig14045
ENSG00000109787	4	ENSOANG00000010416	Contig25559
ENSG00000109790	4	ENSOANG00000010322	Ultra544
ENSG00000109794	4	ENSOANG00000004549	Contig27684
ENSG00000109805	4	ENSOANG00000006664	18
ENSG00000109814	4	ENSOANG00000010334	Ultra544
ENSG00000109819	4	ENSOANG00000006680	18
ENSG00000109832	11	ENSOANG00000012968	Contig7469
ENSG00000109846	11	ENSOANG00000006525	Contig41893
ENSG00000109854	11	ENSOANG00000011287	3
ENSG00000109861	11	ENSOANG00000008871	Ultra29
ENSG00000109881	11	ENSOANG00000028411	3
ENSG00000109906	11	ENSOANG00000008151	Contig74693
ENSG00000109911	11	ENSOANG00000015151	3
ENSG00000109917	11	ENSOANG00000009914	Contig7433
ENSG00000109919	11	ENSOANG00000007903	Ultra163
ENSG00000109920	11	ENSOANG00000007909	Ultra163
ENSG00000109927	11	ENSOANG00000006272	Ultra285
ENSG00000109929	11	ENSOANG00000005098	Ultra285
ENSG00000109943	11	ENSOANG00000011158	Contig5733
ENSG00000109944	11	ENSOANG00000001112	Contig14232
ENSG00000109956	11	ENSOANG00000001735	Contig10290
ENSG00000109971	11	ENSOANG00000014580	Contig7489
ENSG00000109991	11	ENSOANG00000004960	Contig4846
ENSG00000110031	11	ENSOANG00000011149	Ultra475
ENSG00000110042	11	ENSOANG00000000125	Ultra475
ENSG00000110046	11	ENSOANG00000029768	Contig24704
ENSG00000110047	11	ENSOANG00000008494	Contig19331
ENSG00000110048	11	ENSOANG00000013150	Ultra475
ENSG00000110057	11	ENSOANG00000010918	Contig28639
ENSG00000110060	11	ENSOANG00000000406	Contig4160
ENSG00000110063	11	ENSOANG00000030679	Contig10382
ENSG00000110075	11	ENSOANG00000005004	Contig27489
ENSG00000110076	11	ENSOANG00000031202	Contig24798
ENSG00000110090	11	ENSOANG00000022672	Contig27794
ENSG00000110092	11	ENSOANG00000007416	3
ENSG00000110107	11	ENSOANG00000009681	Contig7909
ENSG00000110108	11	ENSOANG00000009683	Contig7909
ENSG00000110169	11	ENSOANG00000013529	Contig21840
ENSG00000110171	11	ENSOANG00000001409	Contig10237
ENSG00000110218	11	ENSOANG00000011723	Ultra29
ENSG00000110315	11	ENSOANG00000006073	3
ENSG00000110318	11	ENSOANG00000010490	Ultra192
ENSG00000110321	11	ENSOANG00000015252	Contig26830
ENSG00000110324	11	ENSOANG00000002342	Contig2734
ENSG00000110328	11	ENSOANG00000005324	Contig9849
ENSG00000110344	11	ENSOANG00000005343	Contig1426
ENSG00000110367	11	ENSOANG00000003751	Contig1194
ENSG00000110395	11	ENSOANG00000003064	Contig2400
ENSG00000110400	11	ENSOANG00000015255	Ultra285
ENSG00000110422	11	ENSOANG00000015138	3
ENSG00000110427	11	ENSOANG00000015134	3
ENSG00000110429	11	ENSOANG00000007403	3
ENSG00000110435	11	ENSOANG00000007393	3
ENSG00000110436	11	ENSOANG00000007391	3
ENSG00000110442	11	ENSOANG00000011767	3
ENSG00000110448	11	ENSOANG00000008009	Contig11557
ENSG00000110455	11	ENSOANG00000021887	Contig130788
ENSG00000110497	11	ENSOANG00000014521	Contig1215
ENSG00000110514	11	ENSOANG00000007884	Ultra163
ENSG00000110536	11	ENSOANG00000007893	Ultra163
ENSG00000110583	11	ENSOANG00000012758	Contig5618
ENSG00000110628	11	ENSOANG00000032218	Contig17670
ENSG00000110675	11	ENSOANG00000010462	Ultra192
ENSG00000110680	11	ENSOANG00000011255	Ultra270
ENSG00000110693	11	ENSOANG00000022345	Ultra270
ENSG00000110696	11	ENSOANG00000007690	Ultra270
ENSG00000110700	11	ENSOANG00000007687	Ultra270
ENSG00000110721	11	ENSOANG00000030763	Contig65263
ENSG00000110723	11	ENSOANG00000014097	Contig7791
ENSG00000110768	11	ENSOANG00000022264	Contig18857
ENSG00000110777	11	ENSOANG00000021406	Contig111376
ENSG00000110786	11	ENSOANG00000032302	Contig21653
ENSG00000110811	12	ENSOANG00000031189	Contig36099
ENSG00000110841	12	ENSOANG00000006286	Contig9466
ENSG00000110844	12	ENSOANG00000022148	Contig40956
ENSG00000110848	12	ENSOANG00000021654	Contig4063
ENSG00000110851	12	ENSOANG00000005526	Ultra443
ENSG00000110871	12	ENSOANG00000001789	Contig2701
ENSG00000110880	12	ENSOANG00000020906	Ultra252
ENSG00000110887	12	ENSOANG00000010143	Contig6571
ENSG00000110888	12	ENSOANG00000004769	Contig30910
ENSG00000110900	12	ENSOANG00000021381	Contig33746
ENSG00000110911	12	ENSOANG00000002889	Contig25513
ENSG00000110917	12	ENSOANG00000012870	Contig15160
ENSG00000110931	12	ENSOANG00000002742	Contig1876
ENSG00000110934	12	ENSOANG00000030258	Contig29465
ENSG00000110944	12	ENSOANG00000012738	Contig24310
ENSG00000110955	12	ENSOANG00000003235	Contig21023
ENSG00000110958	12	ENSOANG00000010129	Contig48158
ENSG00000110987	12	ENSOANG00000006214	Ultra196
ENSG00000111011	12	ENSOANG00000006196	Ultra196
ENSG00000111046	12	ENSOANG00000004854	Ultra119
ENSG00000111049	12	ENSOANG00000004853	Ultra119
ENSG00000111052	12	ENSOANG00000028575	Ultra119
ENSG00000111058	12	ENSOANG00000004851	Ultra119
ENSG00000111110	12	ENSOANG00000014788	Ultra66
ENSG00000111144	12	ENSOANG00000006608	Ultra443
ENSG00000111145	12	ENSOANG00000006606	Ultra443
ENSG00000111186	12	ENSOANG00000010481	Contig18238
ENSG00000111199	12	ENSOANG00000010408	Contig19837
ENSG00000111206	12	ENSOANG00000001393	Contig6615
ENSG00000111218	12	ENSOANG00000005194	Contig10563
ENSG00000111229	12	ENSOANG00000004783	2
ENSG00000111231	12	ENSOANG00000004785	2
ENSG00000111237	12	ENSOANG00000004784	2
ENSG00000111241	12	ENSOANG00000020755	Contig14702
ENSG00000111245	12	ENSOANG00000004792	2
ENSG00000111247	12	ENSOANG00000011973	Contig15434
ENSG00000111249	12	ENSOANG00000004793	2
ENSG00000111252	12	ENSOANG00000004795	2
ENSG00000111261	12	ENSOANG00000000732	Ultra121
ENSG00000111262	12	ENSOANG00000008085	Contig67345
ENSG00000111266	12	ENSOANG00000000734	Ultra121
ENSG00000111269	12	ENSOANG00000000735	Ultra121
ENSG00000111271	12	ENSOANG00000004798	2
ENSG00000111276	12	ENSOANG00000022630	Contig17081
ENSG00000111291	12	ENSOANG00000006594	Contig17277
ENSG00000111305	12	ENSOANG00000002878	Contig6688
ENSG00000111319	12	ENSOANG00000001688	Contig9297
ENSG00000111325	12	ENSOANG00000008083	Contig63496
ENSG00000111328	12	ENSOANG00000012868	Ultra196
ENSG00000111344	12	ENSOANG00000004409	Contig21204
ENSG00000111348	12	ENSOANG00000028842	Contig26256
ENSG00000111361	12	ENSOANG00000015331	Ultra196
ENSG00000111364	12	ENSOANG00000015332	Ultra196
ENSG00000111371	12	ENSOANG00000006345	2
ENSG00000111404	12	ENSOANG00000014437	Contig4884
ENSG00000111405	12	ENSOANG00000002118	Contig35495
ENSG00000111432	12	ENSOANG00000000935	Contig11456
ENSG00000111445	12	ENSOANG00000019819	Contig15911
ENSG00000111450	12	ENSOANG00000031607	Contig25203
ENSG00000111452	12	ENSOANG00000001028	Contig454
ENSG00000111490	12	ENSOANG00000009918	Ultra31
ENSG00000111530	12	ENSOANG00000005930	Ultra124
ENSG00000111536	12	ENSOANG00000005933	Ultra124
ENSG00000111537	12	ENSOANG00000005932	Ultra124
ENSG00000111554	12	ENSOANG00000005935	Ultra124
ENSG00000111581	12	ENSOANG00000005937	Ultra124
ENSG00000111596	12	ENSOANG00000005959	Ultra124
ENSG00000111602	12	ENSOANG00000012531	Contig11898
ENSG00000111605	12	ENSOANG00000005944	Ultra124
ENSG00000111615	12	ENSOANG00000014451	Contig18235
ENSG00000111639	12	ENSOANG00000003012	Contig20610
ENSG00000111640	12	ENSOANG00000001991	Ultra429
ENSG00000111642	12	ENSOANG00000015700	Contig21276
ENSG00000111644	12	ENSOANG00000029873	Contig53814
ENSG00000111647	12	ENSOANG00000005589	Ultra443
ENSG00000111652	12	ENSOANG00000003858	Contig12723
ENSG00000111664	12	ENSOANG00000009941	Contig36099
ENSG00000111665	12	ENSOANG00000012471	Contig37675
ENSG00000111666	12	ENSOANG00000005575	Ultra443
ENSG00000111669	12	ENSOANG00000028540	Contig84426
ENSG00000111670	12	ENSOANG00000005574	Ultra443
ENSG00000111674	12	ENSOANG00000003357	Contig13294
ENSG00000111676	12	ENSOANG00000005865	Contig163550
ENSG00000111679	12	ENSOANG00000012769	Contig16221
ENSG00000111684	12	ENSOANG00000008658	Contig13534
ENSG00000111696	12	ENSOANG00000005557	Ultra443
ENSG00000111701	12	ENSOANG00000032049	Contig7532
ENSG00000111711	12	ENSOANG00000014151	Contig35033
ENSG00000111716	12	ENSOANG00000010493	Contig8353
ENSG00000111725	12	ENSOANG00000009517	Contig6722
ENSG00000111726	12	ENSOANG00000011047	Contig17690
ENSG00000111727	12	ENSOANG00000005549	Ultra443
ENSG00000111731	12	ENSOANG00000031241	Contig5832
ENSG00000111732	12	ENSOANG00000007150	Contig7532
ENSG00000111737	12	ENSOANG00000030143	Contig3172
ENSG00000111752	12	ENSOANG00000001574	Contig22149
ENSG00000111785	12	ENSOANG00000005533	Ultra443
ENSG00000111790	12	ENSOANG00000030440	Contig19486
ENSG00000111799	6	ENSOANG00000001292	Ultra483
ENSG00000111817	6	ENSOANG00000002200	Contig10936
ENSG00000111832	6	ENSOANG00000030664	Contig23797
ENSG00000111834	6	ENSOANG00000012472	Contig784
ENSG00000111837	6	ENSOANG00000007190	Ultra474
ENSG00000111845	6	ENSOANG00000007187	Ultra474
ENSG00000111846	6	ENSOANG00000007186	Ultra474
ENSG00000111850	6	ENSOANG00000000547	Ultra483
ENSG00000111859	6	ENSOANG00000007193	Ultra474
ENSG00000111860	6	ENSOANG00000009500	Contig5074
ENSG00000111863	6	ENSOANG00000007195	Ultra474
ENSG00000111875	6	ENSOANG00000008809	Ultra147
ENSG00000111877	6	ENSOANG00000008808	Ultra147
