Human	ChrHuman	Chicken	ChrChicken
ENSG00000111886	6	ENSGALG00000015776	3
ENSG00000111897	6	ENSGALG00000014868	3
ENSG00000111906	6	ENSGALG00000014841	3
ENSG00000111907	6	ENSGALG00000014843	3
ENSG00000111911	6	ENSGALG00000044342	3
ENSG00000111912	6	ENSGALG00000014834	3
ENSG00000111961	6	ENSGALG00000012342	3
ENSG00000111962	6	ENSGALG00000012345	3
ENSG00000112029	6	ENSGALG00000013607	3
ENSG00000112031	6	ENSGALG00000013609	3
ENSG00000112033	6	ENSGALG00000002588	26
ENSG00000112038	6	ENSGALG00000013616	3
ENSG00000112039	6	ENSGALG00000002561	26
ENSG00000112041	6	ENSGALG00000031301	26
ENSG00000112053	6	ENSGALG00000040498	26
ENSG00000112062	6	ENSGALG00000042833	26
ENSG00000112077	6	ENSGALG00000016684	3
ENSG00000112078	6	ENSGALG00000000511	26
ENSG00000112079	6	ENSGALG00000000523	26
ENSG00000112081	6	ENSGALG00000000533	26
ENSG00000112096	6	ENSGALG00000011661	3
ENSG00000112110	6	ENSGALG00000011625	3
ENSG00000112118	6	ENSGALG00000016676	3
ENSG00000112130	6	ENSGALG00000023256	3
ENSG00000112137	6	ENSGALG00000012732	2
ENSG00000112139	6	ENSGALG00000010145	3
ENSG00000112144	6	ENSGALG00000016321	3
ENSG00000112146	6	ENSGALG00000016320	3
ENSG00000112149	6	ENSGALG00000046032	2
ENSG00000112164	6	ENSGALG00000010078	3
ENSG00000112167	6	ENSGALG00000028573	3
ENSG00000112175	6	ENSGALG00000016293	3
ENSG00000112182	6	ENSGALG00000015605	3
ENSG00000112183	6	ENSGALG00000012712	2
ENSG00000112186	6	ENSGALG00000012715	2
ENSG00000112200	6	ENSGALG00000016282	3
ENSG00000112212	6	ENSGALG00000003212	26
ENSG00000112214	6	ENSGALG00000015573	3
ENSG00000112218	6	ENSGALG00000015570	3
ENSG00000112232	6	ENSGALG00000016276	3
ENSG00000112234	6	ENSGALG00000015490	3
ENSG00000112237	6	ENSGALG00000015471	3
ENSG00000112238	6	ENSGALG00000038476	3
ENSG00000112242	6	ENSGALG00000012680	2
ENSG00000112245	6	ENSGALG00000016271	3
ENSG00000112246	6	ENSGALG00000015466	3
ENSG00000112249	6	ENSGALG00000015465	3
ENSG00000112276	6	ENSGALG00000015410	3
ENSG00000112280	6	ENSGALG00000015970	3
ENSG00000112282	6	ENSGALG00000040607	3
ENSG00000112290	6	ENSGALG00000015066	3
ENSG00000112294	6	ENSGALG00000032544	2
ENSG00000112304	6	ENSGALG00000013632	2
ENSG00000112305	6	ENSGALG00000015959	3
ENSG00000112306	6	ENSGALG00000013990	3
ENSG00000112308	6	ENSGALG00000013628	2
ENSG00000112309	6	ENSGALG00000031590	3
ENSG00000112312	6	ENSGALG00000013626	2
ENSG00000112319	6	ENSGALG00000031656	3
ENSG00000112320	6	ENSGALG00000043047	3
ENSG00000112333	6	ENSGALG00000015305	3
ENSG00000112335	6	ENSGALG00000015304	3
ENSG00000112339	6	ENSGALG00000013962	3
ENSG00000112357	6	ENSGALG00000013874	3
ENSG00000112365	6	ENSGALG00000015231	3
ENSG00000112367	6	ENSGALG00000015070	3
ENSG00000112379	6	ENSGALG00000013846	3
ENSG00000112394	6	ENSGALG00000015040	3
ENSG00000112406	6	ENSGALG00000013824	3
ENSG00000112414	6	ENSGALG00000013803	3
ENSG00000112419	6	ENSGALG00000013768	3
ENSG00000112425	6	ENSGALG00000012275	3
ENSG00000112486	6	ENSGALG00000011418	3
ENSG00000112494	6	ENSGALG00000011341	3
ENSG00000112530	6	ENSGALG00000011560	3
ENSG00000112531	6	ENSGALG00000011555	3
ENSG00000112541	6	ENSGALG00000011537	3
ENSG00000112559	6	ENSGALG00000030377	26
ENSG00000112561	6	ENSGALG00000039878	26
ENSG00000112562	6	ENSGALG00000011205	3
ENSG00000112576	6	ENSGALG00000003485	26
ENSG00000112578	6	ENSGALG00000003467	26
ENSG00000112584	6	ENSGALG00000011180	3
ENSG00000112592	6	ENSGALG00000011171	3
ENSG00000112599	6	ENSGALG00000001418	26
ENSG00000112619	6	ENSGALG00000009909	3
ENSG00000112624	6	ENSGALG00000009911	3
ENSG00000112640	6	ENSGALG00000040005	3
ENSG00000112651	6	ENSGALG00000008597	3
ENSG00000112655	6	ENSGALG00000008609	3
ENSG00000112658	6	ENSGALG00000032029	3
ENSG00000112679	6	ENSGALG00000027397	2
ENSG00000112685	6	ENSGALG00000012837	2
ENSG00000112695	6	ENSGALG00000015906	3
ENSG00000112697	6	ENSGALG00000015904	3
ENSG00000112701	6	ENSGALG00000015901	3
ENSG00000112706	6	ENSGALG00000015897	3
ENSG00000112715	6	ENSGALG00000010290	3
ENSG00000112742	6	ENSGALG00000015874	3
ENSG00000112759	6	ENSGALG00000010182	3
ENSG00000112769	6	ENSGALG00000015001	3
ENSG00000112773	6	ENSGALG00000035903	3
ENSG00000112782	6	ENSGALG00000016707	3
ENSG00000112787	12	ENSGALG00000002205	15
ENSG00000112799	6	ENSGALG00000012801	2
ENSG00000112818	6	ENSGALG00000033033	3
ENSG00000112837	6	ENSGALG00000032789	3
ENSG00000112851	5	ENSGALG00000014773	Z
ENSG00000112874	5	ENSGALG00000015268	Z
ENSG00000112893	5	ENSGALG00000000255	Z
ENSG00000112902	5	ENSGALG00000028685	2
ENSG00000112936	5	ENSGALG00000014835	Z
ENSG00000112941	5	ENSGALG00000013061	2
ENSG00000112981	5	ENSGALG00000043569	13
ENSG00000112983	5	ENSGALG00000037646	13
ENSG00000112984	5	ENSGALG00000035030	13
ENSG00000112992	5	ENSGALG00000014869	Z
ENSG00000113013	5	ENSGALG00000002363	13
ENSG00000113048	5	ENSGALG00000015002	Z
ENSG00000113068	5	ENSGALG00000000946	13
ENSG00000113070	5	ENSGALG00000000949	13
ENSG00000113073	5	ENSGALG00000044387	13
ENSG00000113083	5	ENSGALG00000028063	Z
ENSG00000113100	5	ENSGALG00000012923	2
ENSG00000113108	5	ENSGALG00000001132	13
ENSG00000113119	5	ENSGALG00000037776	13
ENSG00000113140	5	ENSGALG00000004184	13
ENSG00000113141	5	ENSGALG00000037172	13
ENSG00000113161	5	ENSGALG00000014948	Z
ENSG00000113163	5	ENSGALG00000014952	Z
ENSG00000113194	5	ENSGALG00000003331	13
ENSG00000113196	5	ENSGALG00000035104	13
ENSG00000113231	5	ENSGALG00000004339	Z
ENSG00000113240	5	ENSGALG00000006057	13
ENSG00000113263	5	ENSGALG00000003857	13
ENSG00000113269	5	ENSGALG00000005820	13
ENSG00000113272	5	ENSGALG00000003722	13
ENSG00000113273	5	ENSGALG00000004438	Z
ENSG00000113282	5	ENSGALG00000003702	13
ENSG00000113296	5	ENSGALG00000014804	Z
ENSG00000113300	5	ENSGALG00000034316	13
ENSG00000113302	5	ENSGALG00000001409	13
ENSG00000113312	5	ENSGALG00000001429	13
ENSG00000113318	5	ENSGALG00000015589	Z
ENSG00000113319	5	ENSGALG00000015598	Z
ENSG00000113327	5	ENSGALG00000038042	13
ENSG00000113328	5	ENSGALG00000001718	13
ENSG00000113356	5	ENSGALG00000014650	Z
ENSG00000113360	5	ENSGALG00000012916	2
ENSG00000113361	5	ENSGALG00000012917	2
ENSG00000113368	5	ENSGALG00000014692	Z
ENSG00000113369	5	ENSGALG00000025915	Z
ENSG00000113389	5	ENSGALG00000017405	Z
ENSG00000113391	5	ENSGALG00000014661	Z
ENSG00000113396	5	ENSGALG00000000184	Z
ENSG00000113407	5	ENSGALG00000003288	Z
ENSG00000113430	5	ENSGALG00000022896	2
ENSG00000113441	5	ENSGALG00000015301	Z
ENSG00000113448	5	ENSGALG00000014727	Z
ENSG00000113456	5	ENSGALG00000003365	Z
ENSG00000113460	5	ENSGALG00000003373	Z
ENSG00000113492	5	ENSGALG00000003432	Z
ENSG00000113494	5	ENSGALG00000003446	Z
ENSG00000113504	5	ENSGALG00000042396	2
ENSG00000113522	5	ENSGALG00000006794	13
ENSG00000113532	5	ENSGALG00000026192	Z
ENSG00000113552	5	ENSGALG00000040594	13
ENSG00000113555	5	ENSGALG00000002544	13
ENSG00000113569	5	ENSGALG00000003688	Z
ENSG00000113575	5	ENSGALG00000006462	13
ENSG00000113578	5	ENSGALG00000031255	13
ENSG00000113580	5	ENSGALG00000032992	13
ENSG00000113583	5	ENSGALG00000006506	13
ENSG00000113593	5	ENSGALG00000014756	Z
ENSG00000113594	5	ENSGALG00000003733	Z
ENSG00000113595	5	ENSGALG00000014765	Z
ENSG00000113597	5	ENSGALG00000014767	Z
ENSG00000113615	5	ENSGALG00000006417	13
ENSG00000113621	5	ENSGALG00000039781	13
ENSG00000113638	5	ENSGALG00000014826	Z
ENSG00000113643	5	ENSGALG00000001850	13
ENSG00000113645	5	ENSGALG00000001826	13
ENSG00000113648	5	ENSGALG00000040141	13
ENSG00000113649	5	ENSGALG00000007528	13
ENSG00000113657	5	ENSGALG00000007582	13
ENSG00000113658	5	ENSGALG00000006309	13
ENSG00000113716	5	ENSGALG00000005770	13
ENSG00000113719	5	ENSGALG00000002863	13
ENSG00000113721	5	ENSGALG00000030613	13
ENSG00000113722	5	ENSGALG00000005679	13
ENSG00000113734	5	ENSGALG00000002882	13
ENSG00000113739	5	ENSGALG00000002893	13
ENSG00000113742	5	ENSGALG00000033512	13
ENSG00000113749	5	ENSGALG00000024171	13
ENSG00000113758	5	ENSGALG00000033405	13
ENSG00000113761	5	ENSGALG00000001144	13
ENSG00000113763	5	ENSGALG00000018998	13
ENSG00000113790	3	ENSGALG00000006680	9
ENSG00000113805	3	ENSGALG00000007862	12
ENSG00000113810	3	ENSGALG00000009553	9
ENSG00000113811	3	ENSGALG00000005391	12
ENSG00000113812	3	ENSGALG00000005385	12
ENSG00000113838	3	ENSGALG00000006566	9
ENSG00000113845	3	ENSGALG00000024480	1
ENSG00000113851	3	ENSGALG00000008274	12
ENSG00000113889	3	ENSGALG00000046159	9
ENSG00000113905	3	ENSGALG00000008646	9
ENSG00000113916	3	ENSGALG00000007357	9
ENSG00000113924	3	ENSGALG00000014966	1
ENSG00000113946	3	ENSGALG00000025821	9
ENSG00000113966	3	ENSGALG00000019215	1
ENSG00000114013	3	ENSGALG00000014362	1
ENSG00000114021	3	ENSGALG00000015275	1
ENSG00000114023	3	ENSGALG00000007378	1
ENSG00000114026	3	ENSGALG00000006651	12
ENSG00000114030	3	ENSGALG00000014426	1
ENSG00000114054	3	ENSGALG00000037238	9
ENSG00000114062	15	ENSGALG00000034944	1
ENSG00000114098	3	ENSGALG00000040889	9
ENSG00000114107	3	ENSGALG00000012087	7
ENSG00000114113	3	ENSGALG00000005327	9
ENSG00000114115	3	ENSGALG00000037875	9
ENSG00000114120	3	ENSGALG00000005283	9
ENSG00000114124	3	ENSGALG00000002800	9
ENSG00000114125	3	ENSGALG00000021117	9
ENSG00000114126	3	ENSGALG00000025759	9
ENSG00000114127	3	ENSGALG00000002706	9
ENSG00000114166	3	ENSGALG00000011278	2
ENSG00000114200	3	ENSGALG00000034860	9
ENSG00000114209	3	ENSGALG00000009477	9
ENSG00000114248	3	ENSGALG00000023616	9
ENSG00000114251	3	ENSGALG00000034168	12
ENSG00000114268	3	ENSGALG00000002099	12
ENSG00000114270	3	ENSGALG00000005811	12
ENSG00000114279	3	ENSGALG00000036971	9
ENSG00000114302	3	ENSGALG00000007023	12
ENSG00000114316	3	ENSGALG00000003799	12
ENSG00000114349	3	ENSGALG00000028697	12
ENSG00000114353	3	ENSGALG00000035645	12
ENSG00000114354	3	ENSGALG00000015299	1
ENSG00000114378	3	ENSGALG00000000785	12
ENSG00000114383	3	ENSGALG00000041338	12
ENSG00000114388	3	ENSGALG00000002131	12
ENSG00000114391	3	ENSGALG00000015339	1
ENSG00000114405	3	ENSGALG00000007182	12
ENSG00000114416	3	ENSGALG00000008864	9
ENSG00000114423	3	ENSGALG00000015351	1
ENSG00000114439	3	ENSGALG00000015353	1
ENSG00000114446	3	ENSGALG00000015356	1
ENSG00000114450	3	ENSGALG00000008983	9
ENSG00000114455	3	ENSGALG00000022871	1
ENSG00000114473	3	ENSGALG00000007607	9
ENSG00000114480	3	ENSGALG00000042771	1
ENSG00000114491	3	ENSGALG00000011770	7
ENSG00000114520	3	ENSGALG00000012052	7
ENSG00000114529	3	ENSGALG00000026299	1
ENSG00000114541	3	ENSGALG00000037791	12
ENSG00000114544	3	ENSGALG00000034289	12
ENSG00000114554	3	ENSGALG00000006097	12
ENSG00000114573	3	ENSGALG00000014800	1
ENSG00000114626	3	ENSGALG00000005999	12
ENSG00000114631	3	ENSGALG00000006009	12
ENSG00000114638	3	ENSGALG00000015079	1
ENSG00000114646	3	ENSGALG00000032184	2
ENSG00000114648	3	ENSGALG00000005582	2
ENSG00000114650	3	ENSGALG00000035768	2
ENSG00000114654	3	ENSGALG00000005024	12
ENSG00000114670	3	ENSGALG00000037242	2
ENSG00000114686	3	ENSGALG00000040873	2
ENSG00000114735	3	ENSGALG00000002253	12
ENSG00000114737	3	ENSGALG00000002260	12
ENSG00000114738	3	ENSGALG00000002283	12
ENSG00000114739	3	ENSGALG00000006158	2
ENSG00000114742	3	ENSGALG00000006052	2
ENSG00000114744	3	ENSGALG00000028001	9
ENSG00000114745	3	ENSGALG00000006033	2
ENSG00000114757	3	ENSGALG00000043386	9
ENSG00000114767	3	ENSGALG00000043359	12
ENSG00000114770	3	ENSGALG00000008369	9
ENSG00000114779	3	ENSGALG00000038589	12
ENSG00000114784	3	ENSGALG00000038646	2
ENSG00000114790	3	ENSGALG00000010352	9
ENSG00000114796	3	ENSGALG00000002277	9
ENSG00000114805	3	ENSGALG00000010312	9
ENSG00000114812	3	ENSGALG00000005259	2
ENSG00000114841	3	ENSGALG00000004297	12
ENSG00000114850	3	ENSGALG00000028683	9
ENSG00000114853	3	ENSGALG00000005287	2
ENSG00000114854	3	ENSGALG00000001459	12
ENSG00000114857	3	ENSGALG00000030268	2
ENSG00000114859	3	ENSGALG00000025804	9
ENSG00000114861	3	ENSGALG00000007769	12
ENSG00000114867	3	ENSGALG00000008520	9
ENSG00000114902	3	ENSGALG00000001655	12
ENSG00000114904	3	ENSGALG00000041428	12
ENSG00000114923	2	ENSGALG00000011224	7
ENSG00000114933	2	ENSGALG00000029701	7
ENSG00000114942	2	ENSGALG00000008590	7
ENSG00000114948	2	ENSGALG00000008582	7
ENSG00000114978	2	ENSGALG00000039203	22
ENSG00000114988	2	ENSGALG00000041177	KQ759471.1
ENSG00000114999	2	ENSGALG00000008614	3
ENSG00000115009	2	ENSGALG00000003003	9
ENSG00000115020	2	ENSGALG00000008842	7
ENSG00000115041	2	ENSGALG00000043262	AADN04001130.1
ENSG00000115053	2	ENSGALG00000032930	9
ENSG00000115084	2	ENSGALG00000012166	7
ENSG00000115085	2	ENSGALG00000001486	28
ENSG00000115091	2	ENSGALG00000012159	7
ENSG00000115107	2	ENSGALG00000012117	7
ENSG00000115109	2	ENSGALG00000011605	7
ENSG00000115112	2	ENSGALG00000011635	7
ENSG00000115128	2	ENSGALG00000016501	3
ENSG00000115129	2	ENSGALG00000016502	3
ENSG00000115137	2	ENSGALG00000028967	3
ENSG00000115138	2	ENSGALG00000016600	3
ENSG00000115145	2	ENSGALG00000012513	7
ENSG00000115155	2	ENSGALG00000016577	3
ENSG00000115159	2	ENSGALG00000012543	7
ENSG00000115163	2	ENSGALG00000037735	16
ENSG00000115165	2	ENSGALG00000012545	7
ENSG00000115170	2	ENSGALG00000037301	7
ENSG00000115183	2	ENSGALG00000012570	7
ENSG00000115204	2	ENSGALG00000026239	3
ENSG00000115207	2	ENSGALG00000031281	3
ENSG00000115211	2	ENSGALG00000033575	3
ENSG00000115216	2	ENSGALG00000016512	3
ENSG00000115221	2	ENSGALG00000011141	7
ENSG00000115226	2	ENSGALG00000016507	3
ENSG00000115232	2	ENSGALG00000041577	7
ENSG00000115233	2	ENSGALG00000034883	AADN04016876.1
ENSG00000115234	2	ENSGALG00000032468	3
ENSG00000115241	2	ENSGALG00000016513	3
ENSG00000115252	2	ENSGALG00000008885	7
ENSG00000115257	19	ENSGALG00000026384	28
ENSG00000115263	2	ENSGALG00000011104	7
ENSG00000115266	19	ENSGALG00000042153	28
ENSG00000115267	2	ENSGALG00000041192	7
ENSG00000115275	2	ENSGALG00000041152	KQ759550.1
ENSG00000115282	2	ENSGALG00000036747	KQ759550.1
ENSG00000115286	19	ENSGALG00000009703	28
ENSG00000115289	2	ENSGALG00000030118	KQ759550.1
ENSG00000115290	2	ENSGALG00000020703	7
ENSG00000115295	2	ENSGALG00000009024	3
ENSG00000115297	2	ENSGALG00000038533	KQ759405.1
ENSG00000115306	2	ENSGALG00000029512	3
ENSG00000115307	2	ENSGALG00000030148	KQ759405.1
ENSG00000115310	2	ENSGALG00000029261	3
ENSG00000115317	2	ENSGALG00000030931	KQ759405.1
ENSG00000115318	2	ENSGALG00000036142	KQ759405.1
ENSG00000115325	2	ENSGALG00000035718	KQ759405.1
ENSG00000115339	2	ENSGALG00000010960	7
ENSG00000115350	2	ENSGALG00000031679	28
ENSG00000115353	2	ENSGALG00000036638	22
ENSG00000115355	2	ENSGALG00000043587	3
ENSG00000115361	2	ENSGALG00000002891	7
ENSG00000115365	2	ENSGALG00000002921	7
ENSG00000115380	2	ENSGALG00000037901	3
ENSG00000115392	2	ENSGALG00000030022	3
ENSG00000115414	2	ENSGALG00000003578	7
ENSG00000115415	2	ENSGALG00000007651	7
ENSG00000115419	2	ENSGALG00000030419	7
ENSG00000115421	2	ENSGALG00000007853	3
ENSG00000115425	2	ENSGALG00000011497	7
ENSG00000115457	2	ENSGALG00000011469	7
ENSG00000115459	2	ENSGALG00000046248	AADN04000662.1
ENSG00000115461	2	ENSGALG00000011468	7
ENSG00000115464	2	ENSGALG00000004455	3
ENSG00000115468	2	ENSGALG00000001428	9
ENSG00000115474	2	ENSGALG00000001490	9
ENSG00000115484	2	ENSGALG00000008812	3
ENSG00000115488	2	ENSGALG00000037467	AADN04001081.1
ENSG00000115507	2	ENSGALG00000028817	3
ENSG00000115514	2	ENSGALG00000032090	1
ENSG00000115520	2	ENSGALG00000038440	7
ENSG00000115524	2	ENSGALG00000008038	7
ENSG00000115525	2	ENSGALG00000033260	4
ENSG00000115526	2	ENSGALG00000016769	1
ENSG00000115539	2	ENSGALG00000016772	1
ENSG00000115541	2	ENSGALG00000009070	7
ENSG00000115548	2	ENSGALG00000015803	4
ENSG00000115556	2	ENSGALG00000026687	7
ENSG00000115568	2	ENSGALG00000011393	7
ENSG00000115590	2	ENSGALG00000046326	1
ENSG00000115592	2	ENSGALG00000011360	7
ENSG00000115593	2	ENSGALG00000015935	4
ENSG00000115596	2	ENSGALG00000011358	7
ENSG00000115602	2	ENSGALG00000016785	1
ENSG00000115604	2	ENSGALG00000040621	1
ENSG00000115607	2	ENSGALG00000016788	1
ENSG00000115616	2	ENSGALG00000016791	1
ENSG00000115641	2	ENSGALG00000016797	1
ENSG00000115648	2	ENSGALG00000003904	7
ENSG00000115649	2	ENSGALG00000011343	7
ENSG00000115652	2	ENSGALG00000016801	1
ENSG00000115657	2	ENSGALG00000029672	7
ENSG00000115661	2	ENSGALG00000011326	7
ENSG00000115665	2	ENSGALG00000016804	1
ENSG00000115677	2	ENSGALG00000005823	9
ENSG00000115685	2	ENSGALG00000031766	9
ENSG00000115687	2	ENSGALG00000006016	9
ENSG00000115694	2	ENSGALG00000037739	9
ENSG00000115705	2	ENSGALG00000016370	3
ENSG00000115718	2	ENSGALG00000001780	9
ENSG00000115738	2	ENSGALG00000035016	3
ENSG00000115750	2	ENSGALG00000016437	3
ENSG00000115756	2	ENSGALG00000016443	3
ENSG00000115758	2	ENSGALG00000016444	3
ENSG00000115760	2	ENSGALG00000010541	3
ENSG00000115761	2	ENSGALG00000016445	3
ENSG00000115762	2	ENSGALG00000002169	9
ENSG00000115806	2	ENSGALG00000009583	7
ENSG00000115808	2	ENSGALG00000010580	3
ENSG00000115816	2	ENSGALG00000040335	3
ENSG00000115825	2	ENSGALG00000010612	3
ENSG00000115827	2	ENSGALG00000037327	7
ENSG00000115828	2	ENSGALG00000032440	3
ENSG00000115839	2	ENSGALG00000012214	7
ENSG00000115840	2	ENSGALG00000009545	7
ENSG00000115841	2	ENSGALG00000010554	3
ENSG00000115850	2	ENSGALG00000012260	7
ENSG00000115866	2	ENSGALG00000012355	7
ENSG00000115884	2	ENSGALG00000016480	3
ENSG00000115896	2	ENSGALG00000008113	7
ENSG00000115902	2	ENSGALG00000008811	3
ENSG00000115904	2	ENSGALG00000039450	3
ENSG00000115935	2	ENSGALG00000036441	7
ENSG00000115942	2	ENSGALG00000008234	7
ENSG00000115944	2	ENSGALG00000037996	3
ENSG00000115946	2	ENSGALG00000009093	3
ENSG00000115947	2	ENSGALG00000012448	7
ENSG00000115956	2	ENSGALG00000008756	3
ENSG00000115963	2	ENSGALG00000026313	7
ENSG00000115966	2	ENSGALG00000009287	7
ENSG00000115970	2	ENSGALG00000009932	3
ENSG00000115977	2	ENSGALG00000041911	22
ENSG00000115993	2	ENSGALG00000008370	7
ENSG00000116001	2	ENSGALG00000013879	22
ENSG00000116005	2	ENSGALG00000013878	22
ENSG00000116016	2	ENSGALG00000010005	3
ENSG00000116017	19	ENSGALG00000026231	28
ENSG00000116030	2	ENSGALG00000008435	7
ENSG00000116032	19	ENSGALG00000026241	28
ENSG00000116044	2	ENSGALG00000009240	7
ENSG00000116062	2	ENSGALG00000008957	3
ENSG00000116095	2	ENSGALG00000009135	7
ENSG00000116096	2	ENSGALG00000000067	4
ENSG00000116106	2	ENSGALG00000005256	9
ENSG00000116117	2	ENSGALG00000042645	7
ENSG00000116120	2	ENSGALG00000005236	9
ENSG00000116127	2	ENSGALG00000044620	4
ENSG00000116128	1	ENSGALG00000037655	1
ENSG00000116132	1	ENSGALG00000003324	8
ENSG00000116133	1	ENSGALG00000010798	8
ENSG00000116138	1	ENSGALG00000032832	21
ENSG00000116141	1	ENSGALG00000009483	3
ENSG00000116147	1	ENSGALG00000004526	8
ENSG00000116157	1	ENSGALG00000010633	8
ENSG00000116161	1	ENSGALG00000004554	8
ENSG00000116171	1	ENSGALG00000010652	8
ENSG00000116183	1	ENSGALG00000040432	8
ENSG00000116191	1	ENSGALG00000004273	8
ENSG00000116194	1	ENSGALG00000004290	8
ENSG00000116198	1	ENSGALG00000000978	21
ENSG00000116199	1	ENSGALG00000004227	8
ENSG00000116205	1	ENSGALG00000010749	8
ENSG00000116209	1	ENSGALG00000010746	8
ENSG00000116212	1	ENSGALG00000010743	8
ENSG00000116213	1	ENSGALG00000001017	21
ENSG00000116218	1	ENSGALG00000004163	8
ENSG00000116221	1	ENSGALG00000010761	8
ENSG00000116237	1	ENSGALG00000024053	21
ENSG00000116251	1	ENSGALG00000000719	21
ENSG00000116254	1	ENSGALG00000000747	21
ENSG00000116260	1	ENSGALG00000003933	8
ENSG00000116266	1	ENSGALG00000002001	8
ENSG00000116273	1	ENSGALG00000028148	21
ENSG00000116285	1	ENSGALG00000000535	21
ENSG00000116288	1	ENSGALG00000036214	21
ENSG00000116299	1	ENSGALG00000030941	26
ENSG00000116329	1	ENSGALG00000036782	23
ENSG00000116337	1	ENSGALG00000034009	26
ENSG00000116350	1	ENSGALG00000037539	23
ENSG00000116353	1	ENSGALG00000032763	23
ENSG00000116406	1	ENSGALG00000004806	8
ENSG00000116455	1	ENSGALG00000040864	26
ENSG00000116459	1	ENSGALG00000001452	26
ENSG00000116473	1	ENSGALG00000001476	26
ENSG00000116478	1	ENSGALG00000003297	23
ENSG00000116489	1	ENSGALG00000001547	26
ENSG00000116514	1	ENSGALG00000039716	23
ENSG00000116521	1	ENSGALG00000041797	25
ENSG00000116525	1	ENSGALG00000028437	21
ENSG00000116539	1	ENSGALG00000014638	25
ENSG00000116544	1	ENSGALG00000032980	23
ENSG00000116560	1	ENSGALG00000002514	23
ENSG00000116586	1	ENSGALG00000029881	25
ENSG00000116604	1	ENSGALG00000037787	25
ENSG00000116649	1	ENSGALG00000003039	21
ENSG00000116661	1	ENSGALG00000004657	21
ENSG00000116667	1	ENSGALG00000020922	8
ENSG00000116668	1	ENSGALG00000034230	8
ENSG00000116670	1	ENSGALG00000004640	21
ENSG00000116675	1	ENSGALG00000011041	8
ENSG00000116678	1	ENSGALG00000011058	8
ENSG00000116685	1	ENSGALG00000004533	21
ENSG00000116688	1	ENSGALG00000004523	21
ENSG00000116691	1	ENSGALG00000044581	21
ENSG00000116698	1	ENSGALG00000004667	8
ENSG00000116701	1	ENSGALG00000004700	8
ENSG00000116703	1	ENSGALG00000030417	8
ENSG00000116704	1	ENSGALG00000011121	8
ENSG00000116711	1	ENSGALG00000005065	8
ENSG00000116717	1	ENSGALG00000025977	8
ENSG00000116729	1	ENSGALG00000011238	8
ENSG00000116731	1	ENSGALG00000038780	21
ENSG00000116741	1	ENSGALG00000042744	8
ENSG00000116745	1	ENSGALG00000011259	8
ENSG00000116747	1	ENSGALG00000002504	8
ENSG00000116748	1	ENSGALG00000002082	26
ENSG00000116750	1	ENSGALG00000002524	8
ENSG00000116752	1	ENSGALG00000002002	26
ENSG00000116754	1	ENSGALG00000011305	8
ENSG00000116761	1	ENSGALG00000011331	8
ENSG00000116771	1	ENSGALG00000031872	21
ENSG00000116774	1	ENSGALG00000001956	26
ENSG00000116786	1	ENSGALG00000003439	21
ENSG00000116791	1	ENSGALG00000011361	8
ENSG00000116793	1	ENSGALG00000001845	26
ENSG00000116809	1	ENSGALG00000035352	21
ENSG00000116819	1	ENSGALG00000039497	23
ENSG00000116830	1	ENSGALG00000015249	1
ENSG00000116833	1	ENSGALG00000002182	8
ENSG00000116852	1	ENSGALG00000034347	26
ENSG00000116857	1	ENSGALG00000000226	26
ENSG00000116863	1	ENSGALG00000002304	23
ENSG00000116871	1	ENSGALG00000021634	23
ENSG00000116874	1	ENSGALG00000014772	1
ENSG00000116882	1	ENSGALG00000014766	1
ENSG00000116885	1	ENSGALG00000002123	23
ENSG00000116898	1	ENSGALG00000044433	23
ENSG00000116903	1	ENSGALG00000043280	3
ENSG00000116906	1	ENSGALG00000011163	3
ENSG00000116922	1	ENSGALG00000045165	23
ENSG00000116954	1	ENSGALG00000033079	23
ENSG00000116957	1	ENSGALG00000013950	3
ENSG00000116962	1	ENSGALG00000042079	3
ENSG00000116977	1	ENSGALG00000014371	3
ENSG00000116981	1	ENSGALG00000003816	23
ENSG00000116983	1	ENSGALG00000003829	23
