Human	Opossum	ChrOpossum	ChrHuman
ENSG00000167183	ENSMODG00000024090	2	17
ENSG00000186790	ENSMODG00000001419	2	1
ENSG00000138802	ENSMODG00000020587	5	4
ENSG00000069943	ENSMODG00000007999	1	15
ENSG00000233932	ENSMODG00000024402	1	15
ENSG00000081818	ENSMODG00000011223	1	5
ENSG00000081818	ENSMODG00000011237	1	5
ENSG00000081818	ENSMODG00000006343	1	5
ENSG00000081818	ENSMODG00000011229	1	5
ENSG00000081818	ENSMODG00000011065	1	5
ENSG00000081818	ENSMODG00000010988	Un	5
ENSG00000081818	ENSMODG00000011226	1	5
ENSG00000104218	ENSMODG00000007824	3	8
ENSG00000140030	ENSMODG00000024047	1	14
ENSG00000108883	ENSMODG00000011347	2	17
ENSG00000065600	ENSMODG00000002976	2	1
ENSG00000144591	ENSMODG00000015078	7	2
ENSG00000204356	ENSMODG00000015063	2	6
ENSG00000204178	ENSMODG00000013985	4	1
ENSG00000164758	ENSMODG00000004103	3	8
ENSG00000169862	ENSMODG00000002489	3	5
ENSG00000148400	ENSMODG00000017591	1	9
ENSG00000112406	ENSMODG00000017287	2	6
ENSG00000181031	ENSMODG00000010146	2	17
ENSG00000204392	ENSMODG00000015177	2	6
ENSG00000146223	ENSMODG00000019028	2	6
ENSG00000125629	ENSMODG00000000458	4	2
ENSG00000107902	ENSMODG00000016588	1	10
ENSG00000108771	ENSMODG00000014782	2	17
ENSG00000198373	ENSMODG00000002655	1	16
ENSG00000133121	ENSMODG00000009691	4	13
ENSG00000174177	ENSMODG00000004151	1	16
ENSG00000162572	ENSMODG00000023686	4	1
ENSG00000074410	ENSMODG00000011032	1	15
ENSG00000120659	ENSMODG00000014856	7	13
ENSG00000198842	ENSMODG00000002519	2	1
ENSG00000114030	ENSMODG00000018306	4	3
ENSG00000211965	ENSMODG00000023887	1	14
ENSG00000155903	ENSMODG00000021230	7	3
ENSG00000100092	ENSMODG00000000489	8	22
ENSG00000156564	ENSMODG00000013102	2	6
ENSG00000116141	ENSMODG00000004622	2	1
ENSG00000256514	ENSMODG00000007683	8	11
ENSG00000188643	ENSMODG00000017391	2	1
ENSG00000170379	ENSMODG00000001667	8	7
ENSG00000136244	ENSMODG00000001265	8	7
ENSG00000082515	ENSMODG00000008561	1	5
ENSG00000119231	ENSMODG00000015905	7	3
ENSG00000154102	ENSMODG00000004599	1	16
ENSG00000116032	ENSMODG00000005656	3	19
ENSG00000127533	ENSMODG00000028689	3	19
ENSG00000127533	ENSMODG00000014994	3	19
ENSG00000101347	ENSMODG00000001280	1	20
ENSG00000044524	ENSMODG00000016972	7	3
ENSG00000153292	ENSMODG00000018880	2	6
ENSG00000092208	ENSMODG00000011946	1	14
ENSG00000158445	ENSMODG00000016295	1	20
ENSG00000107937	ENSMODG00000005978	8	10
ENSG00000111679	ENSMODG00000018156	8	12
ENSG00000189409	ENSMODG00000006736	2	1
ENSG00000100578	ENSMODG00000008090	1	14
ENSG00000160145	ENSMODG00000018350	4	3
ENSG00000187758	ENSMODG00000020713	5	4
ENSG00000173692	ENSMODG00000010703	2	2
ENSG00000163156	ENSMODG00000018842	2	1
ENSG00000197054	ENSMODG00000023117	2	19
ENSG00000197054	ENSMODG00000029425	4	19
ENSG00000197054	ENSMODG00000012595	3	19
ENSG00000197054	ENSMODG00000022822	Un	19
ENSG00000197054	ENSMODG00000022741	Un	19
ENSG00000197054	ENSMODG00000023439	3	19
ENSG00000101160	ENSMODG00000016601	1	20
ENSG00000187522	ENSMODG00000016926	8	10
ENSG00000163623	ENSMODG00000020778	5	4
ENSG00000105618	ENSMODG00000004098	4	19
ENSG00000123600	ENSMODG00000008665	4	2
ENSG00000105819	ENSMODG00000017224	8	7
ENSG00000163808	ENSMODG00000011228	8	3
ENSG00000139053	ENSMODG00000017940	8	12
ENSG00000166266	ENSMODG00000014666	4	11
ENSG00000086102	ENSMODG00000003990	6	9
ENSG00000115718	ENSMODG00000018683	4	2
ENSG00000100399	ENSMODG00000028924	8	22
ENSG00000168060	ENSMODG00000010186	8	11
ENSG00000159685	ENSMODG00000028931	6	3
ENSG00000242852	ENSMODG00000023117	2	19
ENSG00000242852	ENSMODG00000029425	4	19
ENSG00000242852	ENSMODG00000012595	3	19
ENSG00000242852	ENSMODG00000022822	Un	19
ENSG00000242852	ENSMODG00000022741	Un	19
ENSG00000242852	ENSMODG00000023439	3	19
ENSG00000127948	ENSMODG00000013703	2	7
ENSG00000197043	ENSMODG00000009301	1	5
ENSG00000156232	ENSMODG00000019371	1	15
ENSG00000157399	ENSMODG00000000044	7	X
ENSG00000137135	ENSMODG00000007501	6	9
ENSG00000135002	ENSMODG00000023302	4	9
ENSG00000135002	ENSMODG00000001904	6	9
ENSG00000181698	ENSMODG00000020040	5	11
ENSG00000111642	ENSMODG00000018094	8	12
ENSG00000112769	ENSMODG00000017881	2	6
ENSG00000124006	ENSMODG00000015072	7	2
ENSG00000185022	ENSMODG00000018732	Un	22
ENSG00000185615	ENSMODG00000016662	6	16
ENSG00000067560	ENSMODG00000012981	6	3
ENSG00000188827	ENSMODG00000016412	6	16
ENSG00000166900	ENSMODG00000020204	5	11
ENSG00000188931	ENSMODG00000005016	2	1
ENSG00000169562	ENSMODG00000004387	X	X
ENSG00000174898	ENSMODG00000025644	3	19
ENSG00000070444	ENSMODG00000010713	2	17
ENSG00000204256	ENSMODG00000014295	2	6
ENSG00000149716	ENSMODG00000004085	5	11
ENSG00000122140	ENSMODG00000017608	1	9
ENSG00000204172	ENSMODG00000002915	2	10
ENSG00000161955	ENSMODG00000025682	2	17
ENSG00000074935	ENSMODG00000017887	2	6
ENSG00000100078	ENSMODG00000009610	3	22
ENSG00000160229	ENSMODG00000019812	1	19
ENSG00000160229	ENSMODG00000022757	Un	19
ENSG00000160229	ENSMODG00000023375	4	19
ENSG00000160229	ENSMODG00000023480	4	19
ENSG00000160229	ENSMODG00000013304	1	19
ENSG00000160229	ENSMODG00000023371	4	19
ENSG00000160229	ENSMODG00000014208	4	19
ENSG00000160229	ENSMODG00000016504	Un	19
ENSG00000173535	ENSMODG00000009216	1	8
ENSG00000100239	ENSMODG00000005766	8	22
ENSG00000173163	ENSMODG00000002887	1	2
ENSG00000128881	ENSMODG00000017868	1	15
ENSG00000182093	ENSMODG00000020971	4	21
ENSG00000119655	ENSMODG00000006270	1	14
ENSG00000070010	ENSMODG00000010149	3	22
ENSG00000198755	ENSMODG00000000002	5	6
ENSG00000106484	ENSMODG00000014516	8	7
ENSG00000120889	ENSMODG00000009216	1	8
ENSG00000130734	ENSMODG00000005790	3	19
ENSG00000155542	ENSMODG00000019525	3	5
ENSG00000187630	ENSMODG00000003691	1	14
ENSG00000134121	ENSMODG00000004153	6	3
ENSG00000165997	ENSMODG00000009449	8	10
ENSG00000159915	ENSMODG00000024125	5	19
ENSG00000159915	ENSMODG00000022671	Un	19
ENSG00000159915	ENSMODG00000023647	3	19
ENSG00000159915	ENSMODG00000023031	1	19
ENSG00000167711	ENSMODG00000010263	2	17
ENSG00000125735	ENSMODG00000002091	3	19
ENSG00000107341	ENSMODG00000003686	6	9
ENSG00000197430	ENSMODG00000025726	1	10
ENSG00000197416	ENSMODG00000006339	3	8
ENSG00000204843	ENSMODG00000005141	5	2
ENSG00000196576	ENSMODG00000005681	8	22
ENSG00000012779	ENSMODG00000010770	1	10
ENSG00000165899	ENSMODG00000020473	8	12
ENSG00000126461	ENSMODG00000023396	4	19
ENSG00000205186	ENSMODG00000006483	3	8
ENSG00000197081	ENSMODG00000007100	2	6
ENSG00000055483	ENSMODG00000001999	2	17
ENSG00000055483	ENSMODG00000012917	8	17
ENSG00000168273	ENSMODG00000024115	6	3
ENSG00000280314	ENSMODG00000024320	5	11
ENSG00000280314	ENSMODG00000024318	5	11
ENSG00000280314	ENSMODG00000024319	5	11
ENSG00000280314	ENSMODG00000025541	5	11
ENSG00000280314	ENSMODG00000024322	5	11
ENSG00000170236	ENSMODG00000002207	1	15
ENSG00000134882	ENSMODG00000007817	7	13
ENSG00000124532	ENSMODG00000011554	3	6
ENSG00000172922	ENSMODG00000009547	8	11
ENSG00000105520	ENSMODG00000006505	3	19
ENSG00000089902	ENSMODG00000013350	1	14
ENSG00000046653	ENSMODG00000017304	7	X
ENSG00000160325	ENSMODG00000012977	1	9
ENSG00000137955	ENSMODG00000019091	2	1
ENSG00000123584	ENSMODG00000011382	X	X
ENSG00000123584	ENSMODG00000016736	8	X
ENSG00000197142	ENSMODG00000010262	1	10
ENSG00000198286	ENSMODG00000000213	6	7
ENSG00000133275	ENSMODG00000004527	3	19
ENSG00000197110	ENSMODG00000023790	4	19
ENSG00000070214	ENSMODG00000016274	6	9
ENSG00000038295	ENSMODG00000002435	5	4
ENSG00000149932	ENSMODG00000015717	6	16
ENSG00000134864	ENSMODG00000007432	7	13
ENSG00000204334	ENSMODG00000029694	4	2
ENSG00000275066	ENSMODG00000002531	2	17
ENSG00000136404	ENSMODG00000019377	1	15
ENSG00000128272	ENSMODG00000009380	8	22
ENSG00000164070	ENSMODG00000012257	5	4
ENSG00000113575	ENSMODG00000014177	1	5
ENSG00000157110	ENSMODG00000019006	5	8
ENSG00000168356	ENSMODG00000013414	6	3
ENSG00000139734	ENSMODG00000006363	7	13
ENSG00000129951	ENSMODG00000006257	3	19
ENSG00000163512	ENSMODG00000015075	8	3
ENSG00000168282	ENSMODG00000011389	1	14
ENSG00000211673	ENSMODG00000013969	3	22
ENSG00000211673	ENSMODG00000013971	3	22
ENSG00000153130	ENSMODG00000025528	5	4
ENSG00000172154	ENSMODG00000024326	5	11
ENSG00000172154	ENSMODG00000024325	5	11
ENSG00000160214	ENSMODG00000021036	4	21
ENSG00000026751	ENSMODG00000009405	2	1
ENSG00000126768	ENSMODG00000010069	X	X
ENSG00000126768	ENSMODG00000024065	8	X
ENSG00000144659	ENSMODG00000010875	8	3
ENSG00000102452	ENSMODG00000007346	7	13
ENSG00000206538	ENSMODG00000016934	7	3
ENSG00000237649	ENSMODG00000014132	2	6
ENSG00000115526	ENSMODG00000001482	7	2
ENSG00000175463	ENSMODG00000007632	8	11
ENSG00000034677	ENSMODG00000006288	3	8
ENSG00000184956	ENSMODG00000018618	Un	11
ENSG00000164031	ENSMODG00000020687	5	4
ENSG00000164031	ENSMODG00000023234	1	4
ENSG00000164346	ENSMODG00000001900	3	5
ENSG00000114115	ENSMODG00000018603	4	3
ENSG00000187323	ENSMODG00000011028	3	18
ENSG00000131089	ENSMODG00000020843	X	X
ENSG00000149133	ENSMODG00000020027	5	11
ENSG00000149133	ENSMODG00000020029	5	11
ENSG00000133935	ENSMODG00000005762	1	14
ENSG00000140015	ENSMODG00000008936	1	14
ENSG00000047849	ENSMODG00000014294	6	3
ENSG00000176658	ENSMODG00000019177	2	17
ENSG00000103245	ENSMODG00000016805	6	16
ENSG00000168522	ENSMODG00000010003	1	8
ENSG00000062282	ENSMODG00000006739	4	11
ENSG00000177283	ENSMODG00000006737	8	10
ENSG00000154380	ENSMODG00000005856	2	1
ENSG00000107672	ENSMODG00000008405	1	10
ENSG00000081320	ENSMODG00000012121	4	2
ENSG00000115009	ENSMODG00000027463	7	2
ENSG00000152404	ENSMODG00000014689	4	11
ENSG00000152990	ENSMODG00000000582	5	4
ENSG00000182271	ENSMODG00000009919	2	17
ENSG00000196275	ENSMODG00000024037	1	7
ENSG00000158525	ENSMODG00000014548	8	7
ENSG00000082014	ENSMODG00000004451	8	7
ENSG00000197183	ENSMODG00000019455	1	20
ENSG00000176387	ENSMODG00000005929	1	16
ENSG00000136875	ENSMODG00000004444	1	9
ENSG00000136875	ENSMODG00000025096	5	9
ENSG00000114999	ENSMODG00000006593	1	2
ENSG00000196628	ENSMODG00000020455	3	18
ENSG00000198932	ENSMODG00000017216	8	X
ENSG00000163497	ENSMODG00000015354	7	2
ENSG00000172508	ENSMODG00000007620	8	11
ENSG00000049283	ENSMODG00000020907	Un	17
ENSG00000125510	ENSMODG00000017068	1	20
ENSG00000142789	ENSMODG00000016072	4	1
ENSG00000169992	ENSMODG00000006922	2	17
ENSG00000130653	ENSMODG00000017152	1	9
ENSG00000156675	ENSMODG00000010813	1	8
ENSG00000101542	ENSMODG00000004905	3	18
ENSG00000064607	ENSMODG00000003992	3	19
ENSG00000096088	ENSMODG00000012910	2	6
ENSG00000145358	ENSMODG00000020685	5	4
ENSG00000135218	ENSMODG00000017083	8	7
ENSG00000164438	ENSMODG00000006508	1	5
ENSG00000196235	ENSMODG00000013570	4	19
ENSG00000164690	ENSMODG00000005028	8	7
ENSG00000127616	ENSMODG00000006287	3	19
ENSG00000143157	ENSMODG00000001618	2	1
ENSG00000117016	ENSMODG00000017587	4	1
ENSG00000164713	ENSMODG00000008344	6	7
ENSG00000157152	ENSMODG00000006159	6	3
ENSG00000121957	ENSMODG00000002268	2	1
ENSG00000101323	ENSMODG00000004027	1	20
ENSG00000226124	ENSMODG00000024601	4	2
ENSG00000226124	ENSMODG00000024083	2	2
ENSG00000182022	ENSMODG00000007407	1	10
ENSG00000119689	ENSMODG00000006129	1	14
ENSG00000214309	ENSMODG00000024715	7	7
ENSG00000168621	ENSMODG00000020332	3	5
ENSG00000163293	ENSMODG00000020624	5	4
ENSG00000159885	ENSMODG00000024125	5	19
ENSG00000159885	ENSMODG00000022671	Un	19
ENSG00000159885	ENSMODG00000023647	3	19
ENSG00000159885	ENSMODG00000023031	1	19
ENSG00000230626	ENSMODG00000000809	3	7
ENSG00000204385	ENSMODG00000015138	2	6
ENSG00000177098	ENSMODG00000013544	4	11
ENSG00000183979	ENSMODG00000003041	2	17
ENSG00000126821	ENSMODG00000009061	1	14
ENSG00000089127	ENSMODG00000003252	3	12
ENSG00000107077	ENSMODG00000015213	6	9
ENSG00000170791	ENSMODG00000024930	3	8
ENSG00000273611	ENSMODG00000003379	2	17
ENSG00000156502	ENSMODG00000010700	Un	10
ENSG00000066933	ENSMODG00000001934	1	15
ENSG00000166997	ENSMODG00000004296	2	7
ENSG00000152270	ENSMODG00000007280	5	11
ENSG00000064012	ENSMODG00000015183	7	2
ENSG00000164300	ENSMODG00000019704	3	5
ENSG00000156885	ENSMODG00000001809	6	16
ENSG00000171148	ENSMODG00000005129	6	3
ENSG00000100644	ENSMODG00000008760	1	14
ENSG00000197454	ENSMODG00000021137	4	1
ENSG00000213937	ENSMODG00000016481	6	16
ENSG00000134830	ENSMODG00000007252	4	19
ENSG00000256771	ENSMODG00000019812	1	19
ENSG00000256771	ENSMODG00000022757	Un	19
ENSG00000256771	ENSMODG00000023375	4	19
ENSG00000256771	ENSMODG00000023480	4	19
ENSG00000256771	ENSMODG00000013304	1	19
ENSG00000256771	ENSMODG00000023371	4	19
ENSG00000256771	ENSMODG00000014208	4	19
ENSG00000256771	ENSMODG00000016504	Un	19
ENSG00000170667	ENSMODG00000013627	2	7
ENSG00000039319	ENSMODG00000019425	3	5
ENSG00000211710	ENSMODG00000000694	8	7
ENSG00000101558	ENSMODG00000025397	5	18
ENSG00000101558	ENSMODG00000021442	3	18
ENSG00000168056	ENSMODG00000009717	8	11
ENSG00000160803	ENSMODG00000016961	2	1
ENSG00000081041	ENSMODG00000019188	5	4
ENSG00000196666	ENSMODG00000024428	5	11
ENSG00000205629	ENSMODG00000016303	6	16
ENSG00000196411	ENSMODG00000004739	2	7
ENSG00000229894	ENSMODG00000002417	4	4
ENSG00000229894	ENSMODG00000014514	X	4
ENSG00000183323	ENSMODG00000019423	3	5
ENSG00000091947	ENSMODG00000011809	2	17
ENSG00000131437	ENSMODG00000013930	1	5
ENSG00000123165	ENSMODG00000019054	4	X
ENSG00000053524	ENSMODG00000021286	7	3
ENSG00000166069	ENSMODG00000001174	1	15
ENSG00000173546	ENSMODG00000008830	1	15
ENSG00000100030	ENSMODG00000017722	3	22
ENSG00000100030	ENSMODG00000014668	1	22
ENSG00000169635	ENSMODG00000017662	3	22
ENSG00000136842	ENSMODG00000003143	6	9
ENSG00000127507	ENSMODG00000002652	3	19
ENSG00000127507	ENSMODG00000025645	3	19
ENSG00000171208	ENSMODG00000012864	1	16
ENSG00000203778	ENSMODG00000017886	2	6
ENSG00000100320	ENSMODG00000001122	8	22
ENSG00000124731	ENSMODG00000028376	2	6
ENSG00000124731	ENSMODG00000012942	2	6
ENSG00000092847	ENSMODG00000023335	4	1
ENSG00000137806	ENSMODG00000000141	1	15
ENSG00000221938	ENSMODG00000001599	8	7
ENSG00000163507	ENSMODG00000018072	4	3
ENSG00000134571	ENSMODG00000019908	5	11
ENSG00000197256	ENSMODG00000006347	3	19
ENSG00000065675	ENSMODG00000016663	8	10
ENSG00000105401	ENSMODG00000005701	3	19
ENSG00000126653	ENSMODG00000009868	2	17
ENSG00000129988	ENSMODG00000000183	1	20
ENSG00000169047	ENSMODG00000021208	7	2
ENSG00000100121	ENSMODG00000019840	Un	22
ENSG00000117054	ENSMODG00000019089	2	1
ENSG00000268964	ENSMODG00000014409	8	19
ENSG00000171604	ENSMODG00000011772	1	5
ENSG00000108826	ENSMODG00000020899	Un	17
ENSG00000205858	ENSMODG00000027605	8	7
ENSG00000250305	ENSMODG00000019077	5	8
ENSG00000119777	ENSMODG00000015750	1	2
ENSG00000101782	ENSMODG00000021496	3	18
ENSG00000120539	ENSMODG00000008423	8	10
ENSG00000144045	ENSMODG00000004879	5	2
ENSG00000211808	ENSMODG00000029137	1	14
ENSG00000211808	ENSMODG00000029010	1	14
ENSG00000211808	ENSMODG00000005724	1	14
ENSG00000211808	ENSMODG00000005728	1	14
ENSG00000211808	ENSMODG00000005883	1	14
ENSG00000168334	ENSMODG00000012224	6	3
ENSG00000171103	ENSMODG00000028065	1	2
ENSG00000181104	ENSMODG00000013575	3	5
ENSG00000183762	ENSMODG00000014939	Un	22
ENSG00000153789	ENSMODG00000004634	1	16
ENSG00000199886	ENSMODG00000027217	4	12
ENSG00000204610	ENSMODG00000016004	2	6
ENSG00000278188	ENSMODG00000022219	3	22
ENSG00000278188	ENSMODG00000021869	4	22
ENSG00000278188	ENSMODG00000022051	4	22
ENSG00000278188	ENSMODG00000026999	6	22
ENSG00000278188	ENSMODG00000027114	5	22
ENSG00000278188	ENSMODG00000021811	X	22
ENSG00000278188	ENSMODG00000022483	3	22
ENSG00000278188	ENSMODG00000026958	7	22
ENSG00000167881	ENSMODG00000008204	2	17
ENSG00000170264	ENSMODG00000002850	1	2
ENSG00000120265	ENSMODG00000016804	2	6
ENSG00000198812	ENSMODG00000025136	8	12
ENSG00000221989	ENSMODG00000001599	8	7
ENSG00000164078	ENSMODG00000012335	6	3
ENSG00000196284	ENSMODG00000018921	2	6
ENSG00000165807	ENSMODG00000009487	1	14
ENSG00000102878	ENSMODG00000006228	1	16
ENSG00000120594	ENSMODG00000009233	8	10
ENSG00000183474	ENSMODG00000001415	3	5
ENSG00000183474	ENSMODG00000025598	3	5
ENSG00000123838	ENSMODG00000002230	2	1
ENSG00000184378	ENSMODG00000016122	7	3
ENSG00000242515	ENSMODG00000007751	2	2
ENSG00000035115	ENSMODG00000014260	1	2
ENSG00000169903	ENSMODG00000021265	7	3
ENSG00000162729	ENSMODG00000009976	2	1
ENSG00000005156	ENSMODG00000019147	2	17
ENSG00000163121	ENSMODG00000008602	1	2
ENSG00000134207	ENSMODG00000000628	2	1
ENSG00000081138	ENSMODG00000021410	3	18
ENSG00000136243	ENSMODG00000025473	8	7
ENSG00000182938	ENSMODG00000007075	2	17
ENSG00000092529	ENSMODG00000017909	1	15
ENSG00000196757	ENSMODG00000023117	2	19
ENSG00000196757	ENSMODG00000029425	4	19
ENSG00000196757	ENSMODG00000012595	3	19
ENSG00000196757	ENSMODG00000022822	Un	19
ENSG00000196757	ENSMODG00000022741	Un	19
ENSG00000196757	ENSMODG00000023439	3	19
ENSG00000103707	ENSMODG00000010418	1	15
ENSG00000136869	ENSMODG00000019614	1	9
ENSG00000198876	ENSMODG00000003585	6	9
ENSG00000166845	ENSMODG00000025604	3	18
ENSG00000009694	ENSMODG00000014906	X	X
ENSG00000089234	ENSMODG00000017462	X	12
ENSG00000109654	ENSMODG00000001127	5	4
ENSG00000163092	ENSMODG00000007546	4	2
ENSG00000164951	ENSMODG00000007399	3	8
ENSG00000160396	ENSMODG00000007678	4	19
ENSG00000169554	ENSMODG00000003112	4	2
ENSG00000162670	ENSMODG00000011874	2	1
ENSG00000123983	ENSMODG00000021195	7	2
ENSG00000031003	ENSMODG00000012247	1	5
ENSG00000230989	ENSMODG00000025117	3	16
ENSG00000230989	ENSMODG00000024503	3	16
ENSG00000230989	ENSMODG00000024730	6	16
ENSG00000230989	ENSMODG00000024071	4	16
ENSG00000230989	ENSMODG00000024192	6	16
ENSG00000230989	ENSMODG00000025421	3	16
ENSG00000230989	ENSMODG00000023230	1	16
ENSG00000230989	ENSMODG00000024575	3	16
ENSG00000230989	ENSMODG00000018966	2	16
ENSG00000230989	ENSMODG00000025370	5	16
ENSG00000230989	ENSMODG00000025199	6	16
ENSG00000230989	ENSMODG00000025260	4	16
ENSG00000230989	ENSMODG00000023269	2	16
ENSG00000158792	ENSMODG00000003496	1	16
ENSG00000164307	ENSMODG00000020072	3	5
ENSG00000157734	ENSMODG00000010831	1	15
ENSG00000196655	ENSMODG00000013330	4	11
ENSG00000184368	ENSMODG00000008158	4	X
ENSG00000099203	ENSMODG00000011851	1	19
ENSG00000099203	ENSMODG00000006083	3	19
ENSG00000105983	ENSMODG00000005081	8	7
ENSG00000146350	ENSMODG00000017766	2	6
ENSG00000186260	ENSMODG00000004880	6	16
ENSG00000186487	ENSMODG00000014378	1	2
ENSG00000129824	ENSMODG00000024703	4	Y
ENSG00000144476	ENSMODG00000023108	2	2
ENSG00000196312	ENSMODG00000000820	6	9
ENSG00000273696	ENSMODG00000015168	X	X
ENSG00000162366	ENSMODG00000001509	2	1
ENSG00000101197	ENSMODG00000016844	1	20
ENSG00000109686	ENSMODG00000000997	5	4
ENSG00000130935	ENSMODG00000003956	2	17
ENSG00000170854	ENSMODG00000017017	7	3
ENSG00000102195	ENSMODG00000005747	X	X
ENSG00000137764	ENSMODG00000009527	1	15
ENSG00000185262	ENSMODG00000008352	2	17
ENSG00000204961	ENSMODG00000029307	1	5
ENSG00000134569	ENSMODG00000019898	5	11
ENSG00000113845	ENSMODG00000018197	4	3
ENSG00000167614	ENSMODG00000004137	4	19
ENSG00000196131	ENSMODG00000005144	Un	19
ENSG00000196131	ENSMODG00000018001	8	19
ENSG00000196131	ENSMODG00000008424	4	19
ENSG00000196131	ENSMODG00000008467	4	19
ENSG00000196131	ENSMODG00000018037	8	19
ENSG00000196131	ENSMODG00000008398	4	19
ENSG00000196131	ENSMODG00000017998	8	19
ENSG00000196131	ENSMODG00000008444	4	19
ENSG00000096746	ENSMODG00000017283	1	10
ENSG00000185634	ENSMODG00000002552	1	15
ENSG00000180875	ENSMODG00000024656	2	1
ENSG00000163098	ENSMODG00000014970	X	19
ENSG00000116747	ENSMODG00000012203	2	1
ENSG00000110060	ENSMODG00000004222	4	11
ENSG00000096092	ENSMODG00000018816	2	6
ENSG00000177663	ENSMODG00000018436	8	22
ENSG00000185838	ENSMODG00000021175	Un	22
ENSG00000108255	ENSMODG00000019325	2	17
ENSG00000118596	ENSMODG00000014237	8	12
ENSG00000147955	ENSMODG00000007925	6	9
ENSG00000129521	ENSMODG00000017625	1	14
ENSG00000172482	ENSMODG00000015973	7	2
ENSG00000130522	ENSMODG00000003442	3	19
ENSG00000165029	ENSMODG00000016266	6	9
ENSG00000188095	ENSMODG00000024701	1	15
ENSG00000143889	ENSMODG00000008617	1	2
ENSG00000116754	ENSMODG00000000559	2	1
ENSG00000161835	ENSMODG00000014254	8	12
ENSG00000058056	ENSMODG00000021299	7	3
ENSG00000128833	ENSMODG00000001912	1	15
ENSG00000128805	ENSMODG00000002216	1	10
ENSG00000143727	ENSMODG00000025019	4	2
ENSG00000143727	ENSMODG00000025100	5	2
ENSG00000143727	ENSMODG00000025764	1	2
ENSG00000137948	ENSMODG00000011893	2	1
ENSG00000274070	ENSMODG00000006907	2	7
ENSG00000178997	ENSMODG00000000164	1	15
ENSG00000185298	ENSMODG00000002713	2	17
ENSG00000122085	ENSMODG00000015998	7	2
ENSG00000140474	ENSMODG00000009282	1	15
ENSG00000105366	ENSMODG00000020820	4	19
ENSG00000105366	ENSMODG00000023803	4	19
ENSG00000105366	ENSMODG00000020818	4	19
ENSG00000161203	ENSMODG00000003303	2	3
ENSG00000160211	ENSMODG00000009154	X	X
ENSG00000100395	ENSMODG00000013083	8	22
ENSG00000155008	ENSMODG00000014330	X	X
ENSG00000137266	ENSMODG00000008782	3	6
ENSG00000101405	ENSMODG00000005441	5	20
ENSG00000101405	ENSMODG00000005433	5	20
ENSG00000101405	ENSMODG00000005416	5	20
ENSG00000165168	ENSMODG00000021110	4	X
ENSG00000174928	ENSMODG00000015779	7	3
ENSG00000164347	ENSMODG00000001892	3	5
ENSG00000139517	ENSMODG00000008989	4	13
ENSG00000066697	ENSMODG00000012608	6	9
ENSG00000143125	ENSMODG00000001686	2	1
ENSG00000197768	ENSMODG00000017218	1	9
ENSG00000115159	ENSMODG00000004343	4	2
ENSG00000074603	ENSMODG00000010208	1	15
ENSG00000211734	ENSMODG00000025460	8	7
ENSG00000211734	ENSMODG00000025461	8	7
ENSG00000118507	ENSMODG00000017586	2	6
ENSG00000104973	ENSMODG00000013325	4	19
ENSG00000094796	ENSMODG00000014241	2	17
ENSG00000094796	ENSMODG00000014253	2	17
ENSG00000186583	ENSMODG00000010411	3	8
ENSG00000126458	ENSMODG00000013611	4	19
ENSG00000127884	ENSMODG00000010481	1	10
ENSG00000169718	ENSMODG00000003351	2	17
ENSG00000095596	ENSMODG00000006344	1	10
ENSG00000123977	ENSMODG00000021218	7	2
ENSG00000131844	ENSMODG00000001640	3	5
ENSG00000167900	ENSMODG00000001854	2	17
ENSG00000167900	ENSMODG00000003840	1	17
ENSG00000140836	ENSMODG00000002600	1	16
ENSG00000170348	ENSMODG00000005949	1	14
ENSG00000198049	ENSMODG00000001960	2	1
ENSG00000123700	ENSMODG00000023938	2	17
ENSG00000122203	ENSMODG00000006753	1	5
ENSG00000122203	ENSMODG00000005274	1	5
ENSG00000122203	ENSMODG00000023387	2	5
ENSG00000122203	ENSMODG00000023070	1	5
ENSG00000122203	ENSMODG00000013647	1	5
ENSG00000183718	ENSMODG00000003964	2	5
ENSG00000198231	ENSMODG00000009917	2	17
ENSG00000087157	ENSMODG00000001893	2	17
ENSG00000277726	ENSMODG00000011233	4	1
ENSG00000277726	ENSMODG00000000892	2	1
ENSG00000113649	ENSMODG00000010124	1	5
