Mouse	ChrMouse	Platypus	ChrPlatypus
ENSMUSG00000020561	12	ENSOANG00000009616	Ultra65
ENSMUSG00000020562	12	ENSOANG00000020349	Ultra5
ENSMUSG00000020566	12	ENSOANG00000014499	1
ENSMUSG00000020571	12	ENSOANG00000014500	1
ENSMUSG00000020572	12	ENSOANG00000003168	Ultra5
ENSMUSG00000020573	12	ENSOANG00000003171	Ultra5
ENSMUSG00000020576	12	ENSOANG00000004483	1
ENSMUSG00000020577	12	ENSOANG00000013497	Contig3011
ENSMUSG00000020580	12	ENSOANG00000002665	1
ENSMUSG00000020581	12	ENSOANG00000013496	Contig3011
ENSMUSG00000020585	12	ENSOANG00000001105	Ultra651
ENSMUSG00000020589	12	ENSOANG00000005640	Ultra1
ENSMUSG00000020590	12	ENSOANG00000009612	Ultra65
ENSMUSG00000020592	12	ENSOANG00000001136	Contig4134
ENSMUSG00000020593	12	ENSOANG00000002670	1
ENSMUSG00000020594	12	ENSOANG00000030114	Contig6304
ENSMUSG00000020598	12	ENSOANG00000003547	Ultra479
ENSMUSG00000020599	11	ENSOANG00000008064	Ultra288
ENSMUSG00000020601	12	ENSOANG00000001757	Contig2280
ENSMUSG00000020605	12	ENSOANG00000004402	2
ENSMUSG00000020607	12	ENSOANG00000007163	Contig155369
ENSMUSG00000020608	12	ENSOANG00000010714	Ultra569
ENSMUSG00000020609	12	ENSOANG00000003378	2
ENSMUSG00000020610	11	ENSOANG00000008067	Ultra288
ENSMUSG00000020611	11	ENSOANG00000008066	Ultra288
ENSMUSG00000020612	11	ENSOANG00000008070	Ultra288
ENSMUSG00000020614	11	ENSOANG00000008071	Ultra288
ENSMUSG00000020623	11	ENSOANG00000008075	Ultra288
ENSMUSG00000020628	12	ENSOANG00000030809	Contig7281
ENSMUSG00000020629	12	ENSOANG00000015205	Contig12540
ENSMUSG00000020633	12	ENSOANG00000010921	Ultra89
ENSMUSG00000020634	12	ENSOANG00000007624	2
ENSMUSG00000020636	12	ENSOANG00000010920	Ultra89
ENSMUSG00000020638	12	ENSOANG00000019846	Contig3520
ENSMUSG00000020639	12	ENSOANG00000007629	2
ENSMUSG00000020640	12	ENSOANG00000004681	Contig3204
ENSMUSG00000020641	12	ENSOANG00000003352	X1
ENSMUSG00000020642	12	ENSOANG00000015379	X1
ENSMUSG00000020644	12	ENSOANG00000002547	Contig14410
ENSMUSG00000020646	12	ENSOANG00000007571	X1
ENSMUSG00000020647	12	ENSOANG00000004546	Contig14125
ENSMUSG00000020648	12	ENSOANG00000003179	Ultra5
ENSMUSG00000020649	12	ENSOANG00000005507	1
ENSMUSG00000020650	12	ENSOANG00000020344	Ultra5
ENSMUSG00000020651	12	ENSOANG00000020343	Ultra5
ENSMUSG00000020652	12	ENSOANG00000028712	Contig28406
ENSMUSG00000020653	12	ENSOANG00000007790	X1
ENSMUSG00000020656	12	ENSOANG00000007788	X1
ENSMUSG00000020657	12	ENSOANG00000021092	Contig30178
ENSMUSG00000020659	12	ENSOANG00000003181	Ultra5
ENSMUSG00000020660	12	ENSOANG00000007075	Contig9924
ENSMUSG00000020661	12	ENSOANG00000012189	Contig59035
ENSMUSG00000020664	12	ENSOANG00000003186	Ultra5
ENSMUSG00000020668	12	ENSOANG00000015833	Ultra179
ENSMUSG00000020671	12	ENSOANG00000015832	Ultra179
ENSMUSG00000020672	12	ENSOANG00000009857	X1
ENSMUSG00000020673	12	ENSOANG00000009858	X1
ENSMUSG00000020674	12	ENSOANG00000009860	X1
ENSMUSG00000020677	11	ENSOANG00000007133	Ultra9
ENSMUSG00000020679	11	ENSOANG00000007132	Ultra9
ENSMUSG00000020680	11	ENSOANG00000014273	Contig4041
ENSMUSG00000020682	11	ENSOANG00000014274	Contig4041
ENSMUSG00000020686	11	ENSOANG00000030299	Contig7630
ENSMUSG00000020689	11	ENSOANG00000006492	Contig7064
ENSMUSG00000020691	11	ENSOANG00000000934	Contig8076
ENSMUSG00000020694	11	ENSOANG00000001981	Contig7709
ENSMUSG00000020695	11	ENSOANG00000029390	Contig55592
ENSMUSG00000020697	11	ENSOANG00000032003	Contig46273
ENSMUSG00000020698	11	ENSOANG00000010444	Contig8068
ENSMUSG00000020700	11	ENSOANG00000014332	Contig10875
ENSMUSG00000020701	11	ENSOANG00000021256	Contig17824
ENSMUSG00000020705	11	ENSOANG00000000265	Contig5917
ENSMUSG00000020707	11	ENSOANG00000008031	Ultra288
ENSMUSG00000020709	11	ENSOANG00000005260	Ultra288
ENSMUSG00000020715	11	ENSOANG00000008033	Ultra288
ENSMUSG00000020717	11	ENSOANG00000008040	Ultra288
ENSMUSG00000020718	11	ENSOANG00000008042	Ultra288
ENSMUSG00000020720	11	ENSOANG00000008054	Ultra288
ENSMUSG00000020721	11	ENSOANG00000008056	Ultra288
ENSMUSG00000020722	11	ENSOANG00000008057	Ultra288
ENSMUSG00000020723	11	ENSOANG00000008059	Ultra288
ENSMUSG00000020728	11	ENSOANG00000008062	Ultra288
ENSMUSG00000020732	11	ENSOANG00000012583	Ultra428
ENSMUSG00000020733	11	ENSOANG00000012584	Ultra428
ENSMUSG00000020738	11	ENSOANG00000008322	Contig1937
ENSMUSG00000020739	11	ENSOANG00000008323	Contig1937
ENSMUSG00000020743	11	ENSOANG00000008325	Contig1937
ENSMUSG00000020744	11	ENSOANG00000008326	Contig1937
ENSMUSG00000020745	11	ENSOANG00000015076	Ultra382
ENSMUSG00000020747	11	ENSOANG00000008329	Contig1937
ENSMUSG00000020752	11	ENSOANG00000015844	Contig4053
ENSMUSG00000020755	11	ENSOANG00000015843	Contig4053
ENSMUSG00000020758	11	ENSOANG00000015842	Contig4053
ENSMUSG00000020766	11	ENSOANG00000012912	Contig19997
ENSMUSG00000020773	11	ENSOANG00000012910	Contig19997
ENSMUSG00000020774	11	ENSOANG00000012703	Ultra69
ENSMUSG00000020776	11	ENSOANG00000001862	Contig2834
ENSMUSG00000020778	11	ENSOANG00000001865	Contig2834
ENSMUSG00000020780	11	ENSOANG00000014989	Contig8794
ENSMUSG00000020781	11	ENSOANG00000030893	Contig38703
ENSMUSG00000020782	11	ENSOANG00000005718	Contig4232
ENSMUSG00000020783	11	ENSOANG00000010109	Ultra42
ENSMUSG00000020785	11	ENSOANG00000013706	Contig18405
ENSMUSG00000020787	11	ENSOANG00000003459	Contig11658
ENSMUSG00000020792	11	ENSOANG00000003543	Contig29816
ENSMUSG00000020793	11	ENSOANG00000014385	Ultra430
ENSMUSG00000020794	11	ENSOANG00000001220	Contig7402
ENSMUSG00000020798	11	ENSOANG00000001961	Contig5668
ENSMUSG00000020799	11	ENSOANG00000010107	Ultra42
ENSMUSG00000020801	11	ENSOANG00000000461	Contig7686
ENSMUSG00000020802	11	ENSOANG00000011564	Ultra430
ENSMUSG00000020804	11	ENSOANG00000011565	Ultra430
ENSMUSG00000020805	11	ENSOANG00000010104	Ultra42
ENSMUSG00000020806	11	ENSOANG00000011566	Ultra430
ENSMUSG00000020807	11	ENSOANG00000010102	Ultra42
ENSMUSG00000020810	11	ENSOANG00000011567	Ultra430
ENSMUSG00000020811	11	ENSOANG00000010100	Ultra42
ENSMUSG00000020818	11	ENSOANG00000029475	Contig69781
ENSMUSG00000020821	11	ENSOANG00000002114	Contig17903
ENSMUSG00000020823	11	ENSOANG00000007056	Contig7273
ENSMUSG00000020826	11	ENSOANG00000005664	Ultra17
ENSMUSG00000020828	11	ENSOANG00000028461	Contig66529
ENSMUSG00000020829	11	ENSOANG00000013419	Ultra17
ENSMUSG00000020830	11	ENSOANG00000006745	Ultra117
ENSMUSG00000020831	11	ENSOANG00000022439	Contig169354
ENSMUSG00000020832	11	ENSOANG00000008691	Contig1830
ENSMUSG00000020834	11	ENSOANG00000000579	Ultra380
ENSMUSG00000020836	11	ENSOANG00000012653	Ultra69
ENSMUSG00000020838	11	ENSOANG00000012658	Ultra69
ENSMUSG00000020839	11	ENSOANG00000012663	Ultra69
ENSMUSG00000020840	11	ENSOANG00000012661	Ultra69
ENSMUSG00000020841	11	ENSOANG00000012664	Ultra69
ENSMUSG00000020843	11	ENSOANG00000012675	Ultra69
ENSMUSG00000020844	11	ENSOANG00000012101	Contig12162
ENSMUSG00000020846	11	ENSOANG00000002532	Contig665
ENSMUSG00000020847	11	ENSOANG00000002533	Contig665
ENSMUSG00000020849	11	ENSOANG00000002535	Contig665
ENSMUSG00000020850	11	ENSOANG00000004250	Contig10039
ENSMUSG00000020859	11	ENSOANG00000010297	Contig4033
ENSMUSG00000020863	11	ENSOANG00000012492	Contig5399
ENSMUSG00000020864	11	ENSOANG00000020231	Contig18039
ENSMUSG00000020866	11	ENSOANG00000012911	Contig1137
ENSMUSG00000020868	11	ENSOANG00000030358	Contig37720
ENSMUSG00000020871	11	ENSOANG00000001385	Contig6035
ENSMUSG00000020875	11	ENSOANG00000005338	Contig4932
ENSMUSG00000020876	11	ENSOANG00000010839	Contig1056
ENSMUSG00000020877	11	ENSOANG00000001540	Contig15990
ENSMUSG00000020878	11	ENSOANG00000001541	Contig15990
ENSMUSG00000020882	11	ENSOANG00000003817	Contig19815
ENSMUSG00000020883	11	ENSOANG00000011737	Contig3357
ENSMUSG00000020888	11	ENSOANG00000008233	Contig20649
ENSMUSG00000020890	11	ENSOANG00000008317	Contig35194
ENSMUSG00000020893	11	ENSOANG00000007355	Contig26978
ENSMUSG00000020895	11	ENSOANG00000012349	Contig3446
ENSMUSG00000020898	11	ENSOANG00000015490	Contig5482
ENSMUSG00000020902	11	ENSOANG00000005215	Ultra428
ENSMUSG00000020903	11	ENSOANG00000012945	Contig7494
ENSMUSG00000020904	11	ENSOANG00000014112	Contig12629
ENSMUSG00000020907	11	ENSOANG00000008444	Ultra720
ENSMUSG00000020908	11	ENSOANG00000000986	Contig14157
ENSMUSG00000020913	11	ENSOANG00000002894	Contig607
ENSMUSG00000020914	11	ENSOANG00000003053	Contig4445
ENSMUSG00000020917	11	ENSOANG00000005788	Contig15383
ENSMUSG00000020918	11	ENSOANG00000009954	Contig17765
ENSMUSG00000020922	11	ENSOANG00000031724	Contig33639
ENSMUSG00000020925	11	ENSOANG00000009536	Contig9096
ENSMUSG00000020930	11	ENSOANG00000031943	Contig30202
ENSMUSG00000020941	11	ENSOANG00000006853	Contig21793
ENSMUSG00000020945	11	ENSOANG00000021579	Contig32352
ENSMUSG00000020948	12	ENSOANG00000014002	4
ENSMUSG00000020949	12	ENSOANG00000013999	4
ENSMUSG00000020952	12	ENSOANG00000014020	4
ENSMUSG00000020953	12	ENSOANG00000014025	4
ENSMUSG00000020954	12	ENSOANG00000014029	4
ENSMUSG00000020955	12	ENSOANG00000014031	4
ENSMUSG00000020956	12	ENSOANG00000014038	4
ENSMUSG00000020961	12	ENSOANG00000007342	Ultra188
ENSMUSG00000020963	12	ENSOANG00000010614	Ultra188
ENSMUSG00000020973	12	ENSOANG00000013991	4
ENSMUSG00000020974	12	ENSOANG00000013989	4
ENSMUSG00000020978	12	ENSOANG00000013987	4
ENSMUSG00000020982	12	ENSOANG00000013983	4
ENSMUSG00000020988	12	ENSOANG00000013978	4
ENSMUSG00000020990	12	ENSOANG00000013976	4
ENSMUSG00000020993	12	ENSOANG00000014008	4
ENSMUSG00000020994	12	ENSOANG00000014011	4
ENSMUSG00000021000	12	ENSOANG00000014010	4
ENSMUSG00000021003	12	ENSOANG00000021320	Ultra441
ENSMUSG00000021007	12	ENSOANG00000022310	Contig10986
ENSMUSG00000021009	12	ENSOANG00000012721	Contig2676
ENSMUSG00000021013	12	ENSOANG00000011038	1
ENSMUSG00000021018	16	ENSOANG00000010454	Contig13653
ENSMUSG00000021023	12	ENSOANG00000014056	4
ENSMUSG00000021024	12	ENSOANG00000014057	4
ENSMUSG00000021027	12	ENSOANG00000014058	4
ENSMUSG00000021028	12	ENSOANG00000014064	4
ENSMUSG00000021032	12	ENSOANG00000010597	Contig409
ENSMUSG00000021033	12	ENSOANG00000010600	Contig409
ENSMUSG00000021036	12	ENSOANG00000010607	Contig409
ENSMUSG00000021037	12	ENSOANG00000010606	Contig409
ENSMUSG00000021039	12	ENSOANG00000010842	Ultra188
ENSMUSG00000021040	12	ENSOANG00000022366	Ultra188
ENSMUSG00000021044	12	ENSOANG00000028274	Contig23955
ENSMUSG00000021047	12	ENSOANG00000014015	4
ENSMUSG00000021048	12	ENSOANG00000022154	Contig10798
ENSMUSG00000021051	12	ENSOANG00000009097	Contig283
ENSMUSG00000021054	12	ENSOANG00000009100	Contig283
ENSMUSG00000021055	12	ENSOANG00000009109	Contig283
ENSMUSG00000021057	12	ENSOANG00000014857	Contig25384
ENSMUSG00000021061	12	ENSOANG00000008848	Ultra164
ENSMUSG00000021065	12	ENSOANG00000028933	Contig7554
ENSMUSG00000021066	12	ENSOANG00000013972	4
ENSMUSG00000021067	12	ENSOANG00000013971	4
ENSMUSG00000021068	12	ENSOANG00000013975	4
ENSMUSG00000021069	12	ENSOANG00000013967	4
ENSMUSG00000021070	12	ENSOANG00000006592	Ultra378
ENSMUSG00000021071	12	ENSOANG00000013965	4
ENSMUSG00000021072	12	ENSOANG00000013964	4
ENSMUSG00000021076	12	ENSOANG00000011834	Contig214
ENSMUSG00000021086	12	ENSOANG00000031738	Contig214
ENSMUSG00000021087	12	ENSOANG00000011849	Contig214
ENSMUSG00000021090	12	ENSOANG00000011851	Contig214
ENSMUSG00000021095	12	ENSOANG00000012036	Ultra378
ENSMUSG00000021096	12	ENSOANG00000011857	Contig214
ENSMUSG00000021098	12	ENSOANG00000011859	Contig214
ENSMUSG00000021103	12	ENSOANG00000009088	Contig283
ENSMUSG00000021108	12	ENSOANG00000009091	Contig283
ENSMUSG00000021109	12	ENSOANG00000009092	Contig283
ENSMUSG00000021112	12	ENSOANG00000005411	Contig397
ENSMUSG00000021113	12	ENSOANG00000009093	Contig283
ENSMUSG00000021114	12	ENSOANG00000005410	Contig397
ENSMUSG00000021115	12	ENSOANG00000012141	Ultra378
ENSMUSG00000021116	12	ENSOANG00000005409	Contig397
ENSMUSG00000021118	12	ENSOANG00000001402	Contig8724
ENSMUSG00000021120	12	ENSOANG00000009698	Contig9307
ENSMUSG00000021123	12	ENSOANG00000015759	Contig7409
ENSMUSG00000021125	12	ENSOANG00000021323	Contig34894
ENSMUSG00000021130	12	ENSOANG00000012623	1
ENSMUSG00000021133	12	ENSOANG00000009503	Contig12786
ENSMUSG00000021134	12	ENSOANG00000013336	Contig11976
ENSMUSG00000021136	12	ENSOANG00000029183	Contig2849
ENSMUSG00000021140	12	ENSOANG00000020892	Contig2779
ENSMUSG00000021143	12	ENSOANG00000030921	Contig22305
ENSMUSG00000021144	12	ENSOANG00000004588	Ultra487
ENSMUSG00000021147	13	ENSOANG00000006090	Ultra274
ENSMUSG00000021156	13	ENSOANG00000006111	Ultra274
ENSMUSG00000021171	12	ENSOANG00000006121	Ultra274
ENSMUSG00000021175	12	ENSOANG00000011809	Ultra65
ENSMUSG00000021176	12	ENSOANG00000009962	1
ENSMUSG00000021177	12	ENSOANG00000032066	Contig10461
ENSMUSG00000021178	12	ENSOANG00000004306	Contig19106
ENSMUSG00000021180	12	ENSOANG00000015363	1
ENSMUSG00000021182	12	ENSOANG00000003810	Contig252
ENSMUSG00000021185	12	ENSOANG00000003808	Contig252
ENSMUSG00000021186	12	ENSOANG00000003815	Contig252
ENSMUSG00000021187	12	ENSOANG00000003814	Contig252
ENSMUSG00000021188	12	ENSOANG00000003816	Contig252
ENSMUSG00000021189	12	ENSOANG00000003818	Contig252
ENSMUSG00000021190	12	ENSOANG00000005432	Ultra378
ENSMUSG00000021194	12	ENSOANG00000005434	Ultra378
ENSMUSG00000021196	13	ENSOANG00000006086	Ultra274
ENSMUSG00000021198	12	ENSOANG00000011241	Ultra378
ENSMUSG00000021200	12	ENSOANG00000011242	Ultra378
ENSMUSG00000021203	12	ENSOANG00000011244	Ultra378
ENSMUSG00000021209	12	ENSOANG00000011245	Ultra378
ENSMUSG00000021215	13	ENSOANG00000015457	Contig13
ENSMUSG00000021216	13	ENSOANG00000028378	Contig13
ENSMUSG00000021217	7	ENSOANG00000002785	Ultra517
ENSMUSG00000021218	13	ENSOANG00000015461	Contig13
ENSMUSG00000021219	12	ENSOANG00000004085	Ultra333
ENSMUSG00000021221	12	ENSOANG00000029605	Contig3934
ENSMUSG00000021238	12	ENSOANG00000022485	Contig33070
ENSMUSG00000021240	12	ENSOANG00000030167	Contig18681
ENSMUSG00000021243	12	ENSOANG00000011169	Contig173575
ENSMUSG00000021244	12	ENSOANG00000009814	Contig1492
ENSMUSG00000021245	12	ENSOANG00000011581	Contig7246
ENSMUSG00000021248	12	ENSOANG00000007751	Ultra143
ENSMUSG00000021250	12	ENSOANG00000005064	Ultra143
ENSMUSG00000021252	12	ENSOANG00000005067	Ultra143
ENSMUSG00000021253	12	ENSOANG00000008284	Contig25616
ENSMUSG00000021255	12	ENSOANG00000030201	Contig409
ENSMUSG00000021256	12	ENSOANG00000010588	Contig409
ENSMUSG00000021257	12	ENSOANG00000010589	Contig409
ENSMUSG00000021258	12	ENSOANG00000009487	Contig9048
ENSMUSG00000021259	12	ENSOANG00000007692	Ultra378
ENSMUSG00000021260	12	ENSOANG00000001153	Contig13556
ENSMUSG00000021262	12	ENSOANG00000030492	Contig19073
ENSMUSG00000021263	12	ENSOANG00000012424	Ultra378
ENSMUSG00000021265	12	ENSOANG00000005724	Ultra378
ENSMUSG00000021266	12	ENSOANG00000005727	Ultra378
ENSMUSG00000021270	12	ENSOANG00000005734	Ultra378
ENSMUSG00000021271	12	ENSOANG00000005738	Ultra378
ENSMUSG00000021275	12	ENSOANG00000005740	Ultra378
ENSMUSG00000021277	12	ENSOANG00000014633	1
ENSMUSG00000021278	12	ENSOANG00000014635	1
ENSMUSG00000021279	12	ENSOANG00000014636	1
ENSMUSG00000021281	12	ENSOANG00000009546	1
ENSMUSG00000021282	12	ENSOANG00000000767	1
ENSMUSG00000021285	12	ENSOANG00000000793	1
ENSMUSG00000021286	12	ENSOANG00000022533	Contig16068
ENSMUSG00000021287	12	ENSOANG00000000792	1
ENSMUSG00000021288	12	ENSOANG00000030162	Contig32674
ENSMUSG00000021290	12	ENSOANG00000000794	1
ENSMUSG00000021294	12	ENSOANG00000015688	Contig12690
ENSMUSG00000021298	12	ENSOANG00000007017	Contig7526
ENSMUSG00000021301	13	ENSOANG00000010691	Contig48
ENSMUSG00000021302	13	ENSOANG00000001212	Ultra461
ENSMUSG00000021306	13	ENSOANG00000001219	Ultra461
ENSMUSG00000021311	13	ENSOANG00000009396	Contig2568
ENSMUSG00000021313	13	ENSOANG00000010281	Ultra67
ENSMUSG00000021314	13	ENSOANG00000005417	Ultra117
ENSMUSG00000021318	13	ENSOANG00000011898	Contig2309
ENSMUSG00000021319	13	ENSOANG00000011609	Contig379
ENSMUSG00000021322	13	ENSOANG00000020707	Ultra447
ENSMUSG00000021337	13	ENSOANG00000007563	Contig2187
ENSMUSG00000021338	13	ENSOANG00000007561	Contig2187
ENSMUSG00000021340	13	ENSOANG00000010209	Contig5393
ENSMUSG00000021356	13	ENSOANG00000006326	Ultra352
ENSMUSG00000021357	13	ENSOANG00000006327	Ultra352
ENSMUSG00000021359	13	ENSOANG00000007183	Ultra474
ENSMUSG00000021360	13	ENSOANG00000007186	Ultra474
ENSMUSG00000021361	13	ENSOANG00000007189	Ultra474
ENSMUSG00000021362	13	ENSOANG00000007191	Ultra474
ENSMUSG00000021363	13	ENSOANG00000007190	Ultra474
ENSMUSG00000021364	13	ENSOANG00000030839	Ultra474
ENSMUSG00000021365	13	ENSOANG00000007193	Ultra474
ENSMUSG00000021366	13	ENSOANG00000007196	Ultra474
ENSMUSG00000021367	13	ENSOANG00000007197	Ultra474
ENSMUSG00000021368	13	ENSOANG00000006980	Ultra474
ENSMUSG00000021371	13	ENSOANG00000001412	Ultra144
ENSMUSG00000021373	13	ENSOANG00000011863	Ultra144
ENSMUSG00000021374	13	ENSOANG00000011858	Ultra144
ENSMUSG00000021375	13	ENSOANG00000011853	Ultra144
ENSMUSG00000021376	13	ENSOANG00000011850	Ultra144
ENSMUSG00000021377	13	ENSOANG00000011845	Ultra144
ENSMUSG00000021379	13	ENSOANG00000002715	Contig124891
ENSMUSG00000021381	13	ENSOANG00000004662	X1
ENSMUSG00000021384	13	ENSOANG00000008373	Contig12032
ENSMUSG00000021388	13	ENSOANG00000007011	Ultra497
ENSMUSG00000021390	13	ENSOANG00000000113	Ultra497
ENSMUSG00000021391	13	ENSOANG00000021193	Contig52392
ENSMUSG00000021392	13	ENSOANG00000015102	Contig7584
ENSMUSG00000021400	13	ENSOANG00000015739	X2
ENSMUSG00000021408	13	ENSOANG00000014957	Ultra352
ENSMUSG00000021411	13	ENSOANG00000014952	Ultra352
ENSMUSG00000021413	13	ENSOANG00000014951	Ultra352
ENSMUSG00000021418	13	ENSOANG00000001200	Ultra349
ENSMUSG00000021420	13	ENSOANG00000001199	Ultra349
ENSMUSG00000021423	13	ENSOANG00000031552	Ultra349
ENSMUSG00000021427	13	ENSOANG00000014818	Ultra349
ENSMUSG00000021428	13	ENSOANG00000012553	Ultra474
ENSMUSG00000021432	13	ENSOANG00000007181	Ultra474
ENSMUSG00000021456	13	ENSOANG00000007560	Contig14389
ENSMUSG00000021466	13	ENSOANG00000013351	Contig11886
ENSMUSG00000021469	13	ENSOANG00000001111	Ultra139
ENSMUSG00000021474	13	ENSOANG00000012566	Ultra139
ENSMUSG00000021481	13	ENSOANG00000008690	Contig20139
ENSMUSG00000021483	13	ENSOANG00000010766	Contig7795
ENSMUSG00000021484	13	ENSOANG00000032242	Contig32284
ENSMUSG00000021488	13	ENSOANG00000007012	Contig3027
ENSMUSG00000021490	13	ENSOANG00000009670	Contig11338
ENSMUSG00000021492	13	ENSOANG00000009668	Contig11338
ENSMUSG00000021494	13	ENSOANG00000009671	Contig10507
ENSMUSG00000021496	13	ENSOANG00000001843	Ultra503
ENSMUSG00000021497	13	ENSOANG00000013063	Contig11048
ENSMUSG00000021500	13	ENSOANG00000001842	Ultra503
ENSMUSG00000021501	13	ENSOANG00000001840	Ultra503
ENSMUSG00000021504	13	ENSOANG00000004996	Contig1619
ENSMUSG00000021506	13	ENSOANG00000031547	Ultra503
ENSMUSG00000021508	13	ENSOANG00000004893	Contig20394
ENSMUSG00000021509	13	ENSOANG00000009756	Contig10573
ENSMUSG00000021518	13	ENSOANG00000001414	4
ENSMUSG00000021519	13	ENSOANG00000001415	4
ENSMUSG00000021520	13	ENSOANG00000001416	4
ENSMUSG00000021534	13	ENSOANG00000029977	Contig22
ENSMUSG00000021536	13	ENSOANG00000011580	Contig22
ENSMUSG00000021537	13	ENSOANG00000011075	1
ENSMUSG00000021539	13	ENSOANG00000020203	Contig17655
ENSMUSG00000021540	13	ENSOANG00000009906	Contig1838
ENSMUSG00000021541	13	ENSOANG00000008822	Contig1717
ENSMUSG00000021546	13	ENSOANG00000014612	Ultra666
ENSMUSG00000021548	13	ENSOANG00000014752	1
ENSMUSG00000021549	13	ENSOANG00000014753	1
ENSMUSG00000021550	13	ENSOANG00000006765	Ultra98
ENSMUSG00000021552	13	ENSOANG00000010900	Ultra652
ENSMUSG00000021553	13	ENSOANG00000022150	Contig9867
ENSMUSG00000021555	13	ENSOANG00000022279	Contig14369
ENSMUSG00000021557	13	ENSOANG00000013047	Contig890
ENSMUSG00000021559	13	ENSOANG00000031727	Contig37813
ENSMUSG00000021565	13	ENSOANG00000014448	Ultra43
ENSMUSG00000021567	13	ENSOANG00000007712	Ultra43
ENSMUSG00000021572	13	ENSOANG00000011257	Contig1382
ENSMUSG00000021573	13	ENSOANG00000011258	Contig1382
ENSMUSG00000021575	13	ENSOANG00000010182	Ultra474
ENSMUSG00000021576	13	ENSOANG00000010156	Ultra474
ENSMUSG00000021577	13	ENSOANG00000010157	Ultra474
ENSMUSG00000021578	13	ENSOANG00000010160	Ultra474
ENSMUSG00000021579	13	ENSOANG00000010172	Ultra474
ENSMUSG00000021583	13	ENSOANG00000001214	Ultra358
ENSMUSG00000021585	13	ENSOANG00000001211	Ultra358
ENSMUSG00000021587	13	ENSOANG00000001210	Ultra358
ENSMUSG00000021589	13	ENSOANG00000001207	Ultra358
ENSMUSG00000021592	13	ENSOANG00000006983	Contig6052
ENSMUSG00000021597	13	ENSOANG00000011065	1
ENSMUSG00000021598	13	ENSOANG00000001752	X3
ENSMUSG00000021606	13	ENSOANG00000001747	X3
ENSMUSG00000021608	13	ENSOANG00000014456	Ultra43
ENSMUSG00000021609	13	ENSOANG00000014454	Ultra43
ENSMUSG00000021610	13	ENSOANG00000014453	Ultra43
ENSMUSG00000021611	13	ENSOANG00000014452	Ultra43
ENSMUSG00000021612	13	ENSOANG00000014449	Ultra43
ENSMUSG00000021613	13	ENSOANG00000014760	1
ENSMUSG00000021614	13	ENSOANG00000014761	1
ENSMUSG00000021615	13	ENSOANG00000014765	1
ENSMUSG00000021619	13	ENSOANG00000020641	1
ENSMUSG00000021620	13	ENSOANG00000014768	1
ENSMUSG00000021621	13	ENSOANG00000014769	1
ENSMUSG00000021622	13	ENSOANG00000014771	1
ENSMUSG00000021629	13	ENSOANG00000010651	Contig1519
ENSMUSG00000021636	13	ENSOANG00000001618	1
ENSMUSG00000021638	13	ENSOANG00000001620	1
ENSMUSG00000021639	13	ENSOANG00000001624	1
ENSMUSG00000021645	13	ENSOANG00000001626	1
ENSMUSG00000021650	13	ENSOANG00000014502	Contig28357
ENSMUSG00000021660	13	ENSOANG00000015782	1
ENSMUSG00000021661	13	ENSOANG00000010659	Contig15461
ENSMUSG00000021662	13	ENSOANG00000015779	1
ENSMUSG00000021665	13	ENSOANG00000015777	1
ENSMUSG00000021666	13	ENSOANG00000015776	1
ENSMUSG00000021668	13	ENSOANG00000015770	1
ENSMUSG00000021669	13	ENSOANG00000015771	1
